
New Run at  10/14/2015 17:19:14
, Time,RandomCTR;CoLinUCBCTR
data,1241592900,0.0369344368571;0.0453414014997
data,1241593200,0.0369330164218;0.0453386694444
data,1241593200,0.0369319851353;0.0453378065393
data,1241593200,0.0369310404424;0.0453375650587
data,1241593200,0.0369294478528;0.0453347511006
data,1241593200,0.0369282011405;0.0453355085219
data,1241593500,0.0369270842333;0.0453340226204
data,1241593500,0.0369259243262;0.0453308370245
data,1241593500,0.0369247646195;0.0453291861257
data,1241593500,0.0369230868889;0.045329444552
data,1241593800,0.0369221867173;0.045328748474
data,1241593800,0.036921373057;0.0453277628096
data,1241593800,0.036920257318;0.0453266092183
data,1241593800,0.0369192281126;0.0453239662647
data,1241594100,0.0369183717517;0.0453216107373
data,1241594100,0.0369173860497;0.0453200028112
data,1241594100,0.0369158394476;0.0453177306363
data,1241594100,0.0369150267564;0.0453175348444
data,1241594400,0.0369139552947;0.0453149295898
data,1241594400,0.0369124956852;0.0453136505776
data,1241594400,0.036911208905;0.0453124985743
data,1241594400,0.0369099654875;0.0453089019375
data,1241594700,0.0369086360107;0.0453070477528
data,1241594700,0.036907694962;0.045305238193
data,1241594700,0.0369070559821;0.0453051705283
data,1241594700,0.0369056839745;0.0453042735183
data,1241595000,0.0369042259595;0.0453047843552
data,1241595000,0.0369026819593;0.0453036779832
data,1241595000,0.0369013537984;0.0453014978934
data,1241595000,0.0369000689774;0.0452984892299
data,1241595300,0.0368983964135;0.0452973455845
data,1241595300,0.0368971982759;0.0452954526811
data,1241595300,0.0368956986467;0.0452909530194
data,1241595300,0.0368940699879;0.0452894357456
data,1241595600,0.0368929156253;0.0452879187567
data,1241595600,0.0368919338159;0.0452865258372
data,1241595600,0.0368906505816;0.0452880313326
data,1241595600,0.0368888075134;0.0452863498726
data,1241595900,0.0368873093823;0.0452844212519
data,1241595900,0.0368859838043;0.0452847682481
data,1241595900,0.0368843138944;0.0452811837475
data,1241595900,0.0368829026701;0.0452777236477
data,1241596200,0.0368819653777;0.0452748037181
data,1241596200,0.0368802962453;0.0452708503465
data,1241596200,0.0368791010075;0.0452669390311
data,1241596200,0.0368773032547;0.0452636877417
data,1241596500,0.0368761084804;0.045263130112
data,1241596500,0.0368754734848;0.0452633964201
data,1241596500,0.0368734613067;0.0452596934035
data,1241596500,0.0368719228783;0.0452555754006
data,1241596800,0.0368703416817;0.0452516680525
data,1241596800,0.0368691910499;0.0452474281104
data,1241596800,0.0368676103606;0.0452443454801
data,1241597100,0.0368663310962;0.0452475065622
data,1241597100,0.036865052052;0.0452452516177
data,1241597100,0.0368636441844;0.0452407258376
data,1241597100,0.0368621505376;0.0452399613749
data,1241597400,0.036860872183;0.0452414309755
data,1241597400,0.0368586479745;0.0452386017159
data,1241597400,0.0368570261438;0.0452370931984
data,1241597400,0.0368554905839;0.0452373984065
data,1241597700,0.0368539122958;0.045235392539
data,1241597700,0.0368524202562;0.045234916772
data,1241597700,0.0368511004127;0.0452323360454
data,1241597700,0.0368499097395;0.0452306232998
data,1241598000,0.0368483324738;0.0452269661084
data,1241598000,0.0368468414267;0.0452240171289
data,1241598000,0.0368454795462;0.0452225521444
data,1241598300,0.0368445475638;0.0452206309763
data,1241598300,0.0368431861145;0.045218509511
data,1241598300,0.0368414382679;0.0452149008583
data,1241598300,0.0368395618557;0.045212401313
data,1241598600,0.036838372992;0.0452115586448
data,1241598600,0.0368366689572;0.0452091927144
data,1241598600,0.0368350511037;0.0452039401069
data,1241598600,0.0368336052903;0.0452030575256
data,1241598900,0.0368319879777;0.0452007292811
data,1241598900,0.036830628542;0.0451987705978
data,1241598900,0.0368294410578;0.0451961150813
data,1241599200,0.0368285113324;0.0451951054211
data,1241599200,0.0368272813117;0.0451938089281
data,1241599200,0.0368260515021;0.0451907394271
data,1241599200,0.036824950648;0.0451883725655
data,1241599500,0.0368238070717;0.0451843205755
data,1241599500,0.0368223633399;0.0451831894304
data,1241599500,0.0368202763;0.0451808239475
data,1241599500,0.0368193050193;0.0451789094971
data,1241599800,0.0368177333562;0.0451742810854
data,1241599800,0.0368166337823;0.0451737301234
data,1241599800,0.036815277063;0.0451731383167
data,1241600100,0.0368133630672;0.0451691668502
data,1241600100,0.0368120497427;0.045166932502
data,1241600100,0.0368104793757;0.0451665052164
data,1241600100,0.0368085662837;0.0451633597248
data,1241600400,0.0368073823202;0.0451615358202
data,1241600400,0.0368061985597;0.045159957748
data,1241600400,0.0368044149164;0.0451553352591
data,1241600400,0.0368030601749;0.0451533431154
data,1241600700,0.0368011485386;0.0451499549433
