
New Run at  10/08/2015 11:03:48
, Time,RandomCTR;CoLinUCBCTR
data,1241333700,0.0364925855059;0.042926103212
data,1241334000,0.0364898373984;0.0429325201503
data,1241334000,0.0364867320105;0.0429233194101
data,1241334000,0.03648458413;0.0429252179016
data,1241334000,0.0364806451613;0.0429158069345
data,1241334300,0.0364762302914;0.0429095799543
data,1241334300,0.0364726534512;0.0429097452305
data,1241334300,0.0364680038204;0.0429047157035
data,1241334600,0.0364639532108;0.0428947787188
data,1241334600,0.0364608591885;0.0428836563348
data,1241334600,0.0364576473395;0.042879537933
data,1241334600,0.036455629771;0.0428835685751
data,1241334900,0.0364537324112;0.0428754153201
data,1241334900,0.0364494515975;0.042874690086
data,1241334900,0.0364463647199;0.0428712274606
data,1241335200,0.036442564347;0.0428723760931
data,1241335200,0.0364400762449;0.0428719763298
data,1241335200,0.0364379466413;0.0428680850206
data,1241335200,0.0364366515837;0.0428655994559
data,1241335500,0.0364341666667;0.042863366566
data,1241335500,0.0364302547013;0.0428581499217
data,1241335500,0.0364272965255;0.0428521807418
data,1241335800,0.0364232690935;0.0428450286732
data,1241335800,0.0364205518554;0.0428388505533
data,1241335800,0.0364164090369;0.0428313830229
data,1241335800,0.0364128625773;0.0428280491791
data,1241336100,0.036410506299;0.0428233176823
data,1241336100,0.0364064876426;0.0428192344805
data,1241336100,0.0364031836541;0.0428164824868
data,1241336400,0.0364004750594;0.0428133711731
data,1241336400,0.0363971740679;0.0428064607651
data,1241336400,0.036394705603;0.042803353582
data,1241336700,0.0363904581059;0.0427943697034
data,1241336700,0.0363859753204;0.0427842099321
data,1241336700,0.036381376038;0.0427782138835
data,1241337000,0.0363782020873;0.0427728650549
data,1241337000,0.0363762153189;0.0427607503434
data,1241337000,0.0363725699384;0.0427529694783
data,1241337300,0.0363691633088;0.0427458771009
data,1241337300,0.0363656398104;0.0427423636783
data,1241337300,0.0363629471689;0.0427392801252
data,1241337300,0.0363587162482;0.0427327320562
data,1241337600,0.0363555529245;0.0427225088964
data,1241337600,0.0363519176136;0.0427158622104
data,1241337600,0.0363473372781;0.0427090055075
data,1241337900,0.0363452437293;0.0427020458376
data,1241337900,0.0363409037142;0.0426984436479
data,1241337900,0.0363369205298;0.042692770994
data,1241338200,0.0363334121542;0.0426831096409
data,1241338200,0.036329787234;0.0426738801385
data,1241338200,0.0363261640274;0.0426674723886
data,1241338500,0.0363236058601;0.0426633514571
data,1241338500,0.0363195133475;0.042654773611
data,1241338500,0.036315777043;0.0426464130305
data,1241338800,0.0363108618654;0.0426437317755
data,1241338800,0.0363051227573;0.0426372343901
data,1241338800,0.0363012744867;0.0426396015018
data,1241339100,0.0362982538933;0.0426394749764
data,1241339100,0.0362940552017;0.0426314477947
data,1241339100,0.0362898584906;0.0426247477641
data,1241339400,0.0362855458618;0.0426194312926
data,1241339400,0.036281824611;0.0426114151681
data,1241339400,0.036277869432;0.0426043015035
data,1241339700,0.03627332705;0.0426022750745
data,1241339700,0.0362692579505;0.042596227767
data,1241339700,0.0362650730099;0.0425888064787
data,1241340000,0.0362604191194;0.0425822365558
data,1241340000,0.0362556497175;0.0425791086926
