
NewRunat  10/12/2015 17:56:59
,Time,RandomCTR;CoLinCTR;accesses;clicks;
data,1241161200,0.0315;0.0380952380952;105.0;4.0
data,1241161200,0.03225;0.0452488687783;221.0;10.0
data,1241161200,0.0326666666667;0.0402476780186;323.0;13.0
data,1241161200,0.032125;0.0366132723112;437.0;16.0
data,1241161500,0.031;0.0338345864662;532.0;18.0
data,1241161500,0.0318333333333;0.0336538461538;624.0;21.0
data,1241161500,0.0316428571429;0.0356633380884;701.0;25.0
data,1241161800,0.03125;0.0400500625782;799.0;32.0
data,1241161800,0.0309444444444;0.0412026726058;898.0;37.0
data,1241161800,0.0304;0.038038038038;999.0;38.0
data,1241161800,0.0309545454545;0.0366972477064;1090.0;40.0
data,1241162100,0.0310833333333;0.0380067567568;1184.0;45.0
data,1241162100,0.0311923076923;0.0380434782609;1288.0;49.0
data,1241162100,0.03125;0.0399129172714;1378.0;55.0
data,1241162400,0.0305;0.0374149659864;1470.0;55.0
data,1241162400,0.0303125;0.0375318066158;1572.0;59.0
data,1241162400,0.0297058823529;0.0358851674641;1672.0;60.0
data,1241162700,0.02975;0.034404963339;1773.0;61.0
data,1241162700,0.0299210526316;0.0336358782702;1873.0;63.0
data,1241162700,0.0302;0.0345528455285;1968.0;68.0
data,1241163000,0.0302142857143;0.0354368932039;2060.0;73.0
data,1241163000,0.0300454545455;0.0340543028072;2173.0;74.0
data,1241163000,0.0298695652174;0.0338461538462;2275.0;77.0
data,1241163300,0.0296041666667;0.0329252849304;2369.0;78.0
