
NewRunat  10/10/2015 12:37:10
,Time,RandomCTR;CoLinCTR;accesses;click 
data,1241208000,0.0427172897196;0.0560412317328;122624.0;6872.0
data,1241208000,0.0427186770428;0.0560304435336;122719.0;6876.0
data,1241208000,0.0427235614308;0.0560224089636;122808.0;6880.0
data,1241208000,0.0427202797203;0.0560098285696;122907.0;6884.0
data,1241208000,0.0427270962733;0.0560027318406;122994.0;6888.0
data,1241208000,0.0427354538402;0.0559952545017;123064.0;6891.0
data,1241208000,0.0427391472868;0.055963362349;123152.0;6892.0
data,1241208000,0.0427408985283;0.0559428075272;123233.0;6894.0
data,1241208000,0.0427391640867;0.0559272143431;123321.0;6897.0
data,1241208300,0.0427455529776;0.0559125495312;123407.0;6900.0
data,1241208300,0.0427472952087;0.0559073609199;123490.0;6904.0
data,1241208300,0.042749034749;0.05589222865;123595.0;6908.0
data,1241208300,0.0427449845679;0.0558659217877;123689.0;6910.0
data,1241208300,0.0427567463377;0.0558688556378;123772.0;6915.0
data,1241208300,0.0427623266564;0.0558811657383;123870.0;6922.0
data,1241208300,0.0427648190916;0.0558831834133;123955.0;6927.0
data,1241208300,0.0427669230769;0.0559062290906;124047.0;6935.0
data,1241208300,0.0427697924673;0.0558907640875;124135.0;6938.0
data,1241208300,0.0427649769585;0.0558748712004;124224.0;6941.0
data,1241208300,0.0427693783576;0.0558545080154;124323.0;6944.0
data,1241208300,0.0427760736196;0.0558600845537;124418.0;6950.0
data,1241208600,0.0427735632184;0.0558254961329;124513.0;6951.0
data,1241208600,0.0427825421133;0.0558618420525;124611.0;6961.0
data,1241208600,0.042785386381;0.0558571417116;124711.0;6966.0
data,1241208600,0.0427912844037;0.0558804678737;124820.0;6975.0
data,1241208600,0.042794881589;0.0558669057836;124904.0;6978.0
data,1241208600,0.0427980916031;0.0558662346494;124995.0;6983.0
data,1241208600,0.0428001525553;0.0558575699918;125086.0;6987.0
data,1241208600,0.0427983993902;0.055855164865;125163.0;6991.0
data,1241208600,0.0427977913176;0.0558704259531;125272.0;6999.0
data,1241208600,0.0427964231355;0.055875948216;125367.0;7005.0
data,1241208600,0.0427954372624;0.0558438349395;125457.0;7006.0
data,1241208900,0.0428001519757;0.0558427386917;125549.0;7011.0
data,1241208900,0.0428128321944;0.0558531169668;125651.0;7018.0
data,1241208900,0.042814491654;0.0558555263095;125753.0;7024.0
data,1241208900,0.042820318423;0.0558226389606;125845.0;7025.0
data,1241208900,0.0428276515152;0.0558153938999;125933.0;7029.0
data,1241208900,0.0428270249811;0.0558019949689;126017.0;7032.0
data,1241208900,0.0428298033283;0.0557810938962;126118.0;7035.0
data,1241208900,0.042828042328;0.0557998748029;126201.0;7042.0
data,1241208900,0.0428372356495;0.0558036774837;126282.0;7047.0
data,1241208900,0.0428426415094;0.0558421419077;126392.0;7058.0
data,1241208900,0.0428397435897;0.0558204258482;126477.0;7060.0
data,1241208900,0.0428466465712;0.055812336549;126567.0;7064.0
data,1241209200,0.0428490210843;0.0557995166411;126614.0;7065.0
data,1241209200,0.042848758465;0.0557814535549;126655.0;7065.0
data,1241209200,0.0428481203008;0.0557638127106;126713.0;7066.0
data,1241209200,0.0428467317806;0.0557672433516;126759.0;7069.0
data,1241209200,0.0428494744745;0.0557667134544;126814.0;7072.0
data,1241209200,0.0428484621155;0.0557788707084;126876.0;7077.0
data,1241209200,0.0428425787106;0.0557906099069;126921.0;7081.0
data,1241209200,0.042838576779;0.0557896643798;126959.0;7083.0
data,1241209200,0.0428398203593;0.055784766074;127006.0;7085.0
data,1241209200,0.0428414360509;0.0557741646074;127066.0;7087.0
data,1241209200,0.0428434230194;0.0557539526469;127130.0;7088.0
data,1241209200,0.042853622106;0.0557547169811;127200.0;7092.0
data,1241209500,0.0428541044776;0.055722276341;127292.0;7093.0
data,1241209500,0.0428560775541;0.055716057718;127378.0;7097.0
data,1241209500,0.0428513412817;0.0557242266626;127467.0;7103.0
data,1241209500,0.0428484735666;0.055731073464;127559.0;7109.0
data,1241209500,0.0428444940476;0.05572095647;127636.0;7112.0
data,1241209500,0.0428472118959;0.0557312871907;127720.0;7118.0
data,1241209500,0.0428458395245;0.0557107423143;127803.0;7120.0
data,1241209500,0.042846325167;0.0556963015091;127890.0;7123.0
data,1241209500,0.042850148368;0.0556831856471;127974.0;7126.0
data,1241209500,0.0428498888065;0.0556909235743;128046.0;7131.0
data,1241209500,0.0428540740741;0.0557267811581;128161.0;7142.0
data,1241209800,0.0428534418949;0.0557110665804;128251.0;7145.0
data,1241209800,0.0428528106509;0.0557399529397;128346.0;7154.0
data,1241209800,0.0428510716925;0.0557337485403;128450.0;7159.0
data,1241209800,0.0428526587888;0.0557305888119;128547.0;7164.0
data,1241209800,0.0428498154982;0.0557278911565;128625.0;7168.0
data,1241209800,0.0428539823009;0.055715695339;128707.0;7171.0
data,1241209800,0.0428551952837;0.0557086629455;128813.0;7176.0
data,1241209800,0.0428490427099;0.0556801166823;128897.0;7177.0
data,1241209800,0.0428506254599;0.0556765935012;128977.0;7181.0
data,1241209800,0.04285;0.0556722119341;129059.0;7185.0
data,1241209800,0.0428552534901;0.0556820293626;129144.0;7191.0
data,1241209800,0.0428553597651;0.0556681885011;129230.0;7194.0
data,1241210100,0.0428587674248;0.0556530749542;129319.0;7197.0
data,1241210100,0.042866202346;0.0556195275006;129397.0;7197.0
data,1241210100,0.0428648351648;0.0556233491404;129478.0;7202.0
data,1241210100,0.0428649341142;0.0556151548596;129569.0;7206.0
data,1241210100,0.0428712509144;0.0556296907662;129643.0;7212.0
data,1241210100,0.0428753654971;0.055618930168;129740.0;7216.0
data,1241210100,0.0428743608473;0.0556381479114;129821.0;7223.0
data,1241210100,0.0428748175182;0.0556316672567;129926.0;7228.0
data,1241210100,0.04287162655;0.0556294752386;130021.0;7233.0
data,1241210100,0.0428728134111;0.055619182315;130099.0;7236.0
data,1241210100,0.0428794610342;0.0556076130202;130198.0;7240.0
data,1241210400,0.0428784570597;0.0556109840519;130298.0;7246.0
data,1241210400,0.04288;0.0556041359843;130368.0;7249.0
data,1241210400,0.0428720930233;0.0556011190741;130465.0;7254.0
data,1241210400,0.0428736383442;0.0555798117211;130551.0;7256.0
data,1241210400,0.0428748185776;0.0555785218869;130626.0;7260.0
data,1241210400,0.0428803480783;0.0555831835048;130705.0;7265.0
data,1241210400,0.0428793478261;0.0556090772854;130788.0;7273.0
data,1241210400,0.04287653874;0.0556340772093;130891.0;7282.0
data,1241210400,0.0428726483357;0.055617055388;130985.0;7285.0
data,1241210400,0.0428759942155;0.0556441460344;131065.0;7293.0
data,1241210400,0.0428731936416;0.0556453703845;131134.0;7297.0
data,1241210400,0.0428740072202;0.0556376882278;131224.0;7301.0
data,1241210700,0.0428733766234;0.0556164800853;131310.0;7303.0
data,1241210700,0.0428752703677;0.0556379991324;131403.0;7311.0
data,1241210700,0.0428764409222;0.0556392235609;131472.0;7315.0
data,1241210700,0.0428743700504;0.0556252327853;131559.0;7318.0
data,1241210700,0.0428708633094;0.055623495097;131653.0;7323.0
data,1241210700,0.042867721064;0.0555977229602;131750.0;7325.0
data,1241210700,0.0428660201149;0.0556212927987;131838.0;7333.0
data,1241210700,0.0428628858579;0.0556069311584;131926.0;7336.0
data,1241210700,0.0428601147776;0.0556018483448;132010.0;7340.0
data,1241210700,0.0428637992832;0.0556009750042;132102.0;7345.0
data,1241210700,0.0428696275072;0.0556270047812;132184.0;7353.0
data,1241211000,0.0428664996421;0.0556004928827;132283.0;7355.0
data,1241211000,0.04286981402;0.0556067565118;132376.0;7361.0
data,1241211000,0.0428720514653;0.0555974994715;132452.0;7364.0
data,1241211000,0.0428746428571;0.0555752532834;132559.0;7367.0
data,1241211000,0.0428768736617;0.0556028860725;132637.0;7375.0
data,1241211000,0.042877318117;0.0555995087291;132717.0;7379.0
data,1241211000,0.0428720598717;0.0556036592252;132815.0;7385.0
data,1241211000,0.0428721509972;0.0556061369912;132899.0;7390.0
data,1241211000,0.0428701067616;0.0556060959198;133007.0;7396.0
data,1241211000,0.0428666429587;0.0555906174398;133098.0;7399.0
data,1241211000,0.0428670931059;0.0555814163013;133192.0;7403.0
data,1241211300,0.0428671875;0.0555847352072;133274.0;7408.0
data,1241211300,0.0428683463449;0.0555730502197;133374.0;7412.0
data,1241211300,0.0428634751773;0.0555638804807;133468.0;7416.0
data,1241211300,0.0428614457831;0.0555347569559;133556.0;7417.0
data,1241211300,0.0428650849858;0.0555247957382;133652.0;7421.0
data,1241211300,0.0428637650389;0.0555302140897;133729.0;7426.0
data,1241211300,0.0428663366337;0.0555484975077;133811.0;7433.0
data,1241211300,0.0428667844523;0.055564269762;133881.0;7439.0
data,1241211300,0.0428661723164;0.0555630196904;133974.0;7444.0
data,1241211300,0.04286450247;0.0555567987707;134061.0;7448.0
data,1241211300,0.0428720028209;0.0555654948266;134148.0;7454.0
data,1241211600,0.0428713883016;0.0555667314871;134217.0;7458.0
data,1241211600,0.0428683098592;0.0555774801004;134299.0;7464.0
data,1241211600,0.0428750879662;0.0555898656944;134395.0;7471.0
data,1241211600,0.0428741209564;0.0555547294384;134498.0;7472.0
data,1241211600,0.0428742094167;0.0555572067587;134582.0;7477.0
data,1241211600,0.0428739466292;0.0555295655209;134667.0;7478.0
data,1241211600,0.0428694736842;0.0555192732994;134746.0;7481.0
data,1241211600,0.0428671107994;0.0555015761172;134825.0;7483.0
data,1241211600,0.0428665031535;0.0555003780074;134918.0;7488.0
data,1241211600,0.042869047619;0.0554963120946;135036.0;7494.0
data,1241211600,0.0428684394682;0.0555255386392;135109.0;7502.0
data,1241211600,0.0428660839161;0.0555046075111;135214.0;7505.0
data,1241211900,0.0428637316562;0.0554775488486;135316.0;7507.0
data,1241211900,0.0428659217877;0.0554878544155;135399.0;7513.0
data,1241211900,0.042864619679;0.0555018414507;135491.0;7520.0
data,1241211900,0.0428685495119;0.0555125340177;135591.0;7527.0
data,1241211900,0.0428675958188;0.0555039650954;135684.0;7531.0
data,1241211900,0.0428655988858;0.055468002062;135790.0;7532.0
data,1241211900,0.0428639526792;0.055478685822;135872.0;7538.0
data,1241211900,0.0428682197497;0.0554860917021;135962.0;7544.0
data,1241211900,0.0428669214732;0.0554959430856;136064.0;7551.0
data,1241211900,0.0428704861111;0.0554890542039;136171.0;7556.0
data,1241212200,0.0428660652325;0.0554744096944;136243.0;7558.0
data,1241212200,0.0428609570042;0.0554638736697;136341.0;7562.0
data,1241212200,0.0428641718642;0.0554651537807;136428.0;7567.0
data,1241212200,0.0428632271468;0.0554896359774;136530.0;7576.0
data,1241212200,0.0428674740484;0.0554917186917;136633.0;7582.0
data,1241212200,0.0428706777317;0.0554620988268;136724.0;7583.0
data,1241212200,0.0428683483068;0.0554491630729;136810.0;7586.0
data,1241212200,0.0428687845304;0.0554577657671;136915.0;7593.0
data,1241212200,0.0428685300207;0.0554485074082;137010.0;7597.0
data,1241212200,0.0428693103448;0.0554412837345;137100.0;7601.0
data,1241212200,0.0428694004135;0.0554215110982;137185.0;7603.0
data,1241212500,0.042867768595;0.0554066260672;137276.0;7606.0
data,1241212500,0.0428702684102;0.0554144068722;137365.0;7612.0
data,1241212500,0.0428720770289;0.0554173395603;137466.0;7618.0
data,1241212500,0.0428687285223;0.0554138043834;137565.0;7623.0
data,1241212500,0.0428701923077;0.0554171358007;137665.0;7629.0
data,1241212500,0.0428719972546;0.0554321471609;137754.0;7636.0
data,1241212500,0.0428696844993;0.0554435045054;137834.0;7642.0
data,1241212500,0.0428666895134;0.0554621117652;137932.0;7650.0
data,1241212500,0.0428695205479;0.0554589455989;138012.0;7654.0
data,1241212500,0.0428696098563;0.0554372854846;138102.0;7656.0
data,1241212500,0.0428642270862;0.0554220877896;138194.0;7659.0
data,1241212800,0.0428612440191;0.0554169468972;138279.0;7663.0
data,1241212800,0.042856557377;0.0553985588424;138361.0;7665.0
data,1241212800,0.0428624573379;0.0553818152928;138457.0;7668.0
data,1241212800,0.0428628922237;0.0553775314309;138558.0;7673.0
data,1241212800,0.0428663940014;0.0553896534811;138636.0;7679.0
data,1241212800,0.0428681880109;0.0553749215985;138709.0;7681.0
data,1241212800,0.0428720217835;0.0554010633546;138806.0;7690.0
data,1241212800,0.0428744897959;0.0553911509522;138885.0;7693.0
data,1241212800,0.0428776342624;0.0553880690444;138983.0;7698.0
data,1241212800,0.0428780570652;0.0553889739773;139071.0;7703.0
data,1241213100,0.0428818737271;0.0553914911657;139173.0;7709.0
data,1241213100,0.0428751696065;0.05538722231;139274.0;7714.0
data,1241213100,0.0428786440678;0.0553992968358;139370.0;7721.0
data,1241213100,0.0428770325203;0.0554181275857;139467.0;7729.0
data,1241213100,0.0428815165877;0.0554345489718;139570.0;7737.0
data,1241213100,0.0428829499323;0.0554342300284;139661.0;7742.0
data,1241213100,0.0428786342123;0.0554061015397;139768.0;7744.0
data,1241213100,0.0428800675676;0.0554010282225;139853.0;7748.0
data,1241213100,0.0428831870358;0.0554019193803;139941.0;7753.0
data,1241213100,0.0428819163293;0.055386131684;140017.0;7755.0
data,1241213100,0.0428884018881;0.0553897985696;140098.0;7760.0
data,1241213400,0.0428888140162;0.0554045667573;140187.0;7767.0
data,1241213400,0.0428892255892;0.0554078424943;140287.0;7773.0
data,1241213400,0.0428903095559;0.0554008135236;140377.0;7777.0
data,1241213400,0.0428876933423;0.0553874630691;140465.0;7780.0
data,1241213400,0.0428860887097;0.0553539923738;140568.0;7781.0
data,1241213400,0.0428875083949;0.0553833466045;140656.0;7790.0
data,1241213400,0.0428922818792;0.0553771614498;140762.0;7795.0
data,1241213400,0.0428947015426;0.0553678172344;140858.0;7799.0
data,1241213400,0.0428934316354;0.0553631990464;140942.0;7803.0
data,1241213400,0.042895177495;0.0553503180197;141029.0;7806.0
data,1241213700,0.0428939089692;0.0553402254707;141127.0;7810.0
data,1241213700,0.0428983277592;0.0553490117765;141213.0;7816.0
data,1241213700,0.0428960561497;0.0553483599306;141305.0;7821.0
data,1241213700,0.0428971275885;0.0553661607231;141386.0;7828.0
data,1241213700,0.0428968624833;0.0553387901664;141474.0;7829.0
data,1241213700,0.0429016010674;0.0553342092994;141558.0;7833.0
data,1241213700,0.042907;0.0553245561399;141655.0;7837.0
data,1241213700,0.0429027315123;0.0553109831809;141744.0;7840.0
data,1241213700,0.0429047936085;0.0552888174454;141837.0;7842.0
data,1241213700,0.0429035262808;0.0552866152274;141915.0;7846.0
data,1241213700,0.0429052526596;0.0552997014253;142008.0;7853.0
data,1241214000,0.0429063122924;0.0553159150242;142111.0;7861.0
data,1241214000,0.0429053784861;0.0553371635924;142201.0;7869.0
data,1241214000,0.0429110816191;0.0553337737732;142282.0;7873.0
data,1241214000,0.0429118037135;0.0553471841769;142374.0;7880.0
data,1241214000,0.0429042412194;0.0553317236151;142468.0;7883.0
data,1241214000,0.0429039735099;0.055346670782;142556.0;7890.0
data,1241214000,0.0429086697551;0.0553600224357;142630.0;7896.0
data,1241214000,0.0429080687831;0.0553636370007;142711.0;7901.0
data,1241214000,0.042904494382;0.0553847446825;142783.0;7908.0
data,1241214000,0.0429075297226;0.055368117484;142862.0;7910.0
data,1241214300,0.04290330033;0.0553472494264;142952.0;7912.0
data,1241214300,0.0429083113456;0.0553493152121;143037.0;7917.0
data,1241214300,0.0429172709295;0.0553350846794;143128.0;7920.0
data,1241214300,0.0429193017128;0.0553239916497;143229.0;7924.0
data,1241214300,0.0429226464779;0.0553249091176;143317.0;7929.0
data,1241214300,0.0429253289474;0.0553370433909;143394.0;7935.0
data,1241214300,0.0429286653517;0.0553336818261;143475.0;7939.0
data,1241214300,0.0429326544021;0.0553349772224;143562.0;7944.0
data,1241214300,0.0429304005253;0.0553478820786;143655.0;7951.0
data,1241214300,0.0429327427822;0.0553333008648;143729.0;7953.0
data,1241214600,0.0429295081967;0.055341905603;143797.0;7958.0
data,1241214600,0.0429341415465;0.0553231119946;143882.0;7960.0
data,1241214600,0.0429384413883;0.0553120550134;143965.0;7963.0
data,1241214600,0.0429339005236;0.0552786493766;144052.0;7963.0
data,1241214600,0.0429404839765;0.0553100261564;144133.0;7972.0
data,1241214600,0.0429454248366;0.0553036291273;144222.0;7976.0
data,1241214600,0.042947093403;0.0552826148718;144313.0;7978.0
data,1241214600,0.0429490861619;0.0552685521177;144404.0;7981.0
data,1241214600,0.0429517286367;0.0552675475329;144479.0;7985.0
data,1241214600,0.042954041721;0.0552765557123;144564.0;7991.0
data,1241214900,0.0429550488599;0.0552989975804;144650.0;7999.0
data,1241214900,0.0429567057292;0.0552945403292;144734.0;8003.0
data,1241214900,0.0429606376057;0.0552943207319;144825.0;8008.0
data,1241214900,0.0429590377113;0.0553017651849;144914.0;8014.0
data,1241214900,0.0429606887589;0.0553126336262;144994.0;8020.0
data,1241214900,0.0429584415584;0.0553216124386;145097.0;8027.0
data,1241214900,0.0429633354964;0.0553477832648;145191.0;8036.0
data,1241214900,0.04296692607;0.0553456262432;145287.0;8041.0
data,1241214900,0.0429653272845;0.0553599185661;145394.0;8049.0
data,1241214900,0.0429637305699;0.0553546879296;145480.0;8053.0
data,1241215200,0.0429601941748;0.0553697152866;145585.0;8061.0
data,1241215200,0.0429624838292;0.0553622054271;145677.0;8065.0
data,1241215200,0.042965416936;0.0553577431549;145761.0;8069.0
data,1241215200,0.0429657622739;0.0553696796841;145856.0;8076.0
data,1241215200,0.0429680438993;0.0553907293844;145945.0;8084.0
data,1241215200,0.0429680645161;0.0553946440432;146043.0;8090.0
data,1241215200,0.0429729206963;0.0553825729321;146129.0;8093.0
data,1241215200,0.042975193299;0.0553724320923;146228.0;8097.0
data,1241215200,0.0429745653574;0.0553630616778;146325.0;8101.0
data,1241215200,0.0429742599743;0.0553517884829;146409.0;8104.0
data,1241215500,0.0429697749196;0.0553553389576;146508.0;8110.0
data,1241215500,0.0429688303342;0.0553535491353;146585.0;8114.0
data,1241215500,0.0429704560051;0.0553234129283;146701.0;8116.0
data,1241215500,0.042965661104;0.0553167135645;146773.0;8119.0
data,1241215500,0.0429660038486;0.0552967775326;146844.0;8120.0
data,1241215500,0.0429663461538;0.0553060002178;146928.0;8126.0
data,1241215500,0.0429641255605;0.0552864994286;147016.0;8128.0
data,1241215500,0.042957106274;0.0552821210061;147100.0;8132.0
data,1241215500,0.0429536148433;0.055266822922;147195.0;8135.0
data,1241215800,0.0429552429668;0.0552666594254;147304.0;8141.0
data,1241215800,0.0429546325879;0.0552721203816;147398.0;8147.0
data,1241215800,0.0429524265645;0.0552854459521;147471.0;8153.0
data,1241215800,0.0429502233567;0.0552758370661;147569.0;8157.0
data,1241215800,0.0429521683673;0.0552940459339;147647.0;8164.0
data,1241215800,0.0429528362014;0.0552855653775;147742.0;8168.0
data,1241215800,0.0429563694268;0.0553041831524;147855.0;8177.0
data,1241215800,0.0429583068109;0.0553058313787;147941.0;8182.0
data,1241215800,0.0429602417303;0.0553074776899;148027.0;8187.0
data,1241215800,0.0429624920534;0.0553151267596;148115.0;8193.0
data,1241216100,0.0429650571792;0.055337035063;148219.0;8202.0
data,1241216100,0.0429619047619;0.0553337828726;148300.0;8206.0
data,1241216100,0.0429654187817;0.0553316800992;148396.0;8211.0
data,1241216100,0.0429590995561;0.0553198653199;148500.0;8215.0
data,1241216100,0.0429657794677;0.0553525155645;148575.0;8224.0
data,1241216100,0.0429642178594;0.0553451673875;148667.0;8228.0
data,1241216100,0.0429594936709;0.0553348524874;148767.0;8232.0
data,1241216100,0.042963314358;0.0553159761406;148872.0;8235.0
data,1241216100,0.0429668141593;0.0553191203716;148972.0;8241.0
data,1241216100,0.0429627289956;0.055320005367;149060.0;8246.0
data,1241216400,0.0429659090909;0.0553238847397;149158.0;8252.0
data,1241216400,0.0429637223975;0.0553218004208;149254.0;8257.0
data,1241216400,0.0429574401009;0.0553085493893;149344.0;8260.0
data,1241216400,0.0429540012602;0.0552983057199;149444.0;8264.0
data,1241216400,0.0429496221662;0.0553018195435;149543.0;8270.0
data,1241216400,0.0429487098804;0.0552896826458;149612.0;8272.0
data,1241216400,0.0429506289308;0.0552820547076;149705.0;8276.0
data,1241216400,0.0429490886235;0.0552732953673;149783.0;8279.0
data,1241216400,0.0429396984925;0.0552542214572;149889.0;8282.0
data,1241216700,0.0429391086001;0.055254402283;149979.0;8287.0
data,1241216700,0.0429394604768;0.055263824286;150062.0;8293.0
data,1241216700,0.0429398119122;0.0552528509006;150128.0;8295.0
data,1241216700,0.0429370300752;0.0552681858428;150213.0;8302.0
data,1241216700,0.0429405134627;0.0552569254105;150316.0;8306.0
data,1241216700,0.0429446182728;0.0552397289876;150399.0;8308.0
data,1241216700,0.0429412132583;0.0552270341382;150506.0;8312.0
data,1241216700,0.0429434375;0.0552312647342;150585.0;8317.0
data,1241216700,0.0429462835728;0.0552233556103;150679.0;8321.0
data,1241216700,0.0429503745318;0.0552198913642;150779.0;8326.0
data,1241217000,0.0429494697442;0.0552123654489;150872.0;8330.0
data,1241217000,0.0429498129676;0.0551908695278;150967.0;8332.0
data,1241217000,0.042946728972;0.0551786222555;151073.0;8336.0
data,1241217000,0.0429436488169;0.0551744212971;151157.0;8340.0
data,1241217000,0.042947728687;0.0551636130414;151241.0;8343.0
data,1241217000,0.0429462064677;0.0551520878627;151327.0;8346.0
data,1241217000,0.0429440646364;0.0551303302669;151423.0;8348.0
data,1241217000,0.0429444099379;0.0551543874008;151502.0;8356.0
data,1241217000,0.0429425822471;0.0551491203188;151589.0;8360.0
data,1241217300,0.0429454094293;0.0551727775617;151669.0;8368.0
data,1241217300,0.0429426534408;0.0551455568588;151762.0;8369.0
data,1241217300,0.0429436183395;0.0551351707333;151845.0;8372.0
data,1241217300,0.0429424148607;0.0551262473342;151924.0;8375.0
data,1241217300,0.0429409034653;0.0551356187544;152007.0;8381.0
