
NewRunat  10/10/2015 12:37:10
,Time,RandomCTR;CoLinCTR;accesses;click 
data,1241185800,0.0366342592593;0.0448170165335;43064.0;1930.0
data,1241185800,0.0366558891455;0.0448331788693;43160.0;1935.0
data,1241185800,0.0366670506912;0.044862752353;43243.0;1940.0
data,1241185800,0.0367022988506;0.044966892001;43343.0;1949.0
data,1241185800,0.0367270642202;0.0450423494752;43448.0;1957.0
data,1241185800,0.0367448512586;0.0451205510907;43550.0;1965.0
data,1241185800,0.0367614155251;0.045195281182;43655.0;1973.0
data,1241185800,0.0367539863326;0.0451500811558;43743.0;1975.0
data,1241185800,0.0367772727273;0.0452244116037;43848.0;1983.0
data,1241185800,0.0367857142857;0.0452818167338;43947.0;1990.0
data,1241186100,0.0368076923077;0.0453441663073;44063.0;1998.0
data,1241186100,0.0368148984199;0.0454741037661;44157.0;2008.0
data,1241186100,0.0368164414414;0.0454175704989;44256.0;2010.0
data,1241186100,0.0368314606742;0.0455191072032;44355.0;2019.0
data,1241186100,0.0368464125561;0.045486243898;44453.0;2022.0
data,1241186100,0.0368747203579;0.0456157679702;44546.0;2032.0
data,1241186100,0.0368973214286;0.0456662933931;44650.0;2039.0
data,1241186100,0.0369153674833;0.0457114770214;44759.0;2046.0
data,1241186100,0.0369333333333;0.0457433290978;44859.0;2052.0
data,1241186100,0.0369534368071;0.045829718125;44949.0;2060.0
data,1241186100,0.0369634955752;0.0458106758406;45055.0;2064.0
data,1241186400,0.0369646799117;0.0457998361128;45153.0;2068.0
data,1241186400,0.0369801762115;0.0457769038729;45263.0;2072.0
data,1241186400,0.0369978021978;0.0457702228983;45357.0;2076.0
data,1241186400,0.0370098684211;0.0458505676318;45452.0;2084.0
data,1241186400,0.0370153172867;0.0458765941568;45557.0;2090.0
data,1241186400,0.037018558952;0.0458486600105;45672.0;2094.0
data,1241186400,0.0370392156863;0.0458469001989;45761.0;2098.0
data,1241186400,0.0370423913043;0.0459135821319;45847.0;2105.0
data,1241186400,0.0370607375271;0.0459354726346;45934.0;2110.0
data,1241186400,0.0370692640693;0.046002476054;46041.0;2118.0
data,1241186400,0.0371036717063;0.0460888407367;46150.0;2127.0
data,1241186700,0.037119612069;0.0461501880593;46262.0;2135.0
data,1241186700,0.0371365591398;0.0462006341264;46363.0;2142.0
data,1241186700,0.037160944206;0.0462187587454;46453.0;2147.0
data,1241186700,0.0371638115632;0.0462384296544;46563.0;2153.0
data,1241186700,0.0371773504274;0.0463566223746;46660.0;2163.0
data,1241186700,0.0371918976546;0.0464370470143;46773.0;2172.0
data,1241186700,0.0371978723404;0.0464193527743;46877.0;2176.0
data,1241186700,0.0372070063694;0.0464502394891;46975.0;2182.0
data,1241186700,0.0372161016949;0.0465511382943;47088.0;2192.0
data,1241186700,0.0372262156448;0.0465599051008;47208.0;2198.0
data,1241186700,0.0372215189873;0.0465450548521;47309.0;2202.0
data,1241187000,0.0372315789474;0.0465425251481;47419.0;2207.0
data,1241187000,0.0372468487395;0.0465830668238;47528.0;2214.0
data,1241187000,0.0372693920335;0.0465868515018;47610.0;2218.0
data,1241187000,0.0372771966527;0.0465876926303;47695.0;2222.0
data,1241187000,0.0373048016701;0.0466425328004;47789.0;2229.0
data,1241187000,0.0373135416667;0.0466762734165;47883.0;2235.0
data,1241187000,0.0373347193347;0.0467675378267;47982.0;2244.0
data,1241187000,0.0373475103734;0.0467869104828;48069.0;2249.0
data,1241187000,0.0373581780538;0.0468360737419;48168.0;2256.0
data,1241187000,0.0373626033058;0.0468769428441;48254.0;2262.0
data,1241187000,0.0373804123711;0.046886310521;48351.0;2267.0
data,1241187300,0.0374146090535;0.046921123795;48443.0;2273.0
data,1241187300,0.0374281314168;0.0469609276843;48551.0;2280.0
data,1241187300,0.0374364754098;0.0469613827404;48657.0;2285.0
data,1241187300,0.0374376278119;0.0470108249959;48776.0;2293.0
data,1241187300,0.0374510204082;0.0470316271838;48882.0;2299.0
data,1241187300,0.0374562118126;0.0470415288497;48978.0;2304.0
data,1241187300,0.0374644308943;0.0471338617977;49073.0;2313.0
data,1241187300,0.0374888438134;0.0471416078583;49171.0;2318.0
data,1241187300,0.0375020242915;0.0471724921853;49266.0;2324.0
data,1241187300,0.0375212121212;0.0472128224352;49351.0;2330.0
data,1241187300,0.0375352822581;0.0472020547253;49447.0;2334.0
data,1241187600,0.0375523138833;0.0473202034062;49556.0;2345.0
data,1241187600,0.0375652610442;0.0474406991261;49662.0;2356.0
data,1241187600,0.0375721442886;0.0474497277969;49779.0;2362.0
data,1241187600,0.037579;0.0474319393769;49882.0;2366.0
data,1241187600,0.0375848303393;0.04742;50000.0;2371.0
data,1241187600,0.0376045816733;0.0474812390228;50104.0;2379.0
data,1241187600,0.03762027833;0.0475071210884;50203.0;2385.0
data,1241187600,0.0376329365079;0.0475859190205;50309.0;2394.0
data,1241187600,0.0376485148515;0.0475718139978;50408.0;2398.0
data,1241187600,0.0376650197628;0.0475266347182;50498.0;2400.0
data,1241187600,0.0376863905325;0.0475936462779;50616.0;2409.0
data,1241187600,0.0376998031496;0.0476528459612;50721.0;2417.0
data,1241187900,0.0377013752456;0.0477230684457;50814.0;2425.0
data,1241187900,0.0377274509804;0.0477266031621;50915.0;2430.0
data,1241187900,0.0377397260274;0.0477599655078;51026.0;2437.0
data,1241187900,0.037755859375;0.0477522594781;51118.0;2441.0
data,1241187900,0.0377894736842;0.047777105258;51217.0;2447.0
data,1241187900,0.0377840466926;0.0477554918816;51303.0;2450.0
data,1241187900,0.0377980582524;0.0476959287284;51409.0;2452.0
data,1241187900,0.0378207364341;0.0477355230718;51513.0;2459.0
data,1241187900,0.03783172147;0.0478432740379;51606.0;2469.0
data,1241187900,0.0378388030888;0.0478344934261;51720.0;2474.0
data,1241187900,0.0378371868979;0.0477982324109;51822.0;2477.0
data,1241188200,0.0378471153846;0.0478638402742;51939.0;2486.0
data,1241188200,0.0378570057582;0.0478862413528;52040.0;2492.0
data,1241188200,0.0378611111111;0.0479432352095;52145.0;2500.0
data,1241188200,0.0378680688337;0.0479317011543;52241.0;2504.0
data,1241188200,0.0378702290076;0.0479174627436;52340.0;2508.0
data,1241188200,0.0378923809524;0.0479241756775;52437.0;2513.0
data,1241188200,0.0379011406844;0.0478873239437;52540.0;2516.0
data,1241188200,0.0379108159393;0.0479211381033;52649.0;2523.0
data,1241188200,0.0379204545455;0.0478862559242;52750.0;2526.0
data,1241188200,0.0379300567108;0.0478677110531;52854.0;2530.0
data,1241188200,0.0379330188679;0.0478223095229;52946.0;2532.0
data,1241188200,0.0379444444444;0.0478255132241;53047.0;2537.0
data,1241188500,0.0379360902256;0.047803593265;53155.0;2541.0
data,1241188500,0.0379587242026;0.0478282913639;53253.0;2547.0
data,1241188500,0.0379850187266;0.0479340391642;53365.0;2558.0
data,1241188500,0.0380056074766;0.0479601952825;53461.0;2564.0
data,1241188500,0.0380223880597;0.0479132447364;53576.0;2567.0
data,1241188500,0.0380167597765;0.0478905784138;53664.0;2570.0
data,1241188500,0.038030669145;0.0478909388484;53768.0;2575.0
data,1241188500,0.03803432282;0.048007868317;53887.0;2587.0
data,1241188500,0.0380472222222;0.0480557253747;53979.0;2594.0
data,1241188500,0.0380526802218;0.0479704114656;54075.0;2594.0
data,1241188500,0.0380682656827;0.0480031005463;54184.0;2601.0
data,1241188800,0.0380847145488;0.048077986216;54266.0;2609.0
data,1241188800,0.0380909926471;0.048171718658;54368.0;2619.0
data,1241188800,0.038104587156;0.0482440842252;54473.0;2628.0
data,1241188800,0.0381016483516;0.0481810684505;54565.0;2629.0
data,1241188800,0.0381106032907;0.0482165721602;54670.0;2636.0
data,1241188800,0.0381149635036;0.0482372058206;54771.0;2642.0
data,1241188800,0.0381247723133;0.0482395392914;54872.0;2647.0
data,1241188800,0.0381427272727;0.0483257852713;54981.0;2657.0
data,1241188800,0.0381479128857;0.0483340898774;55075.0;2662.0
data,1241188800,0.0381612318841;0.048422464254;55181.0;2672.0
data,1241188800,0.0381898734177;0.0484918667559;55267.0;2680.0
data,1241189100,0.0382012635379;0.0485187861272;55360.0;2686.0
data,1241189100,0.0381918918919;0.0485566434071;55461.0;2693.0
data,1241189100,0.038196942446;0.0486132359029;55561.0;2701.0
data,1241189100,0.0382046678636;0.048609614141;55668.0;2706.0
data,1241189100,0.0382213261649;0.0486519432095;55784.0;2714.0
data,1241189100,0.0382271914132;0.0486543554506;55884.0;2719.0
data,1241189100,0.0382258928571;0.0487443289394;55986.0;2729.0
data,1241189100,0.0382442067736;0.0487778788041;56091.0;2736.0
data,1241189100,0.0382571174377;0.0487718049128;56180.0;2740.0
data,1241189100,0.0382602131439;0.048819485157;56289.0;2748.0
data,1241189100,0.0382721631206;0.0488254587359;56405.0;2754.0
data,1241189100,0.0382911504425;0.0488814951154;56504.0;2762.0
data,1241189400,0.0382862190813;0.0488429606077;56610.0;2765.0
data,1241189400,0.0383007054674;0.0488712522046;56700.0;2771.0
data,1241189400,0.0383221830986;0.049007182087;56808.0;2784.0
data,1241189400,0.0383304042179;0.0490120244709;56884.0;2788.0
data,1241189400,0.0383385964912;0.0490321674885;56983.0;2794.0
data,1241189400,0.0383625218914;0.0490585865662;57095.0;2801.0
data,1241189400,0.0383776223776;0.049093483924;57197.0;2808.0
data,1241189400,0.0383944153578;0.0491911982829;57307.0;2819.0
data,1241189400,0.0384076655052;0.0492048839113;57413.0;2825.0
data,1241189400,0.0384173913043;0.0492287895387;57507.0;2831.0
data,1241189400,0.0384383680556;0.0493231516834;57620.0;2842.0
data,1241189700,0.0384445407279;0.0493598295189;57719.0;2849.0
data,1241189700,0.0384403114187;0.0493859193911;57810.0;2855.0
data,1241189700,0.0384568221071;0.049386126988;57911.0;2860.0
data,1241189700,0.0384663793103;0.0493905907908;58007.0;2865.0
data,1241189700,0.0384784853701;0.0493727305581;58109.0;2869.0
data,1241189700,0.0384948453608;0.049424497509;58210.0;2877.0
data,1241189700,0.0385008576329;0.0493928791932;58308.0;2880.0
data,1241189700,0.038511130137;0.0494290067971;58407.0;2887.0
data,1241189700,0.0385170940171;0.0495514737292;58525.0;2900.0
data,1241189700,0.0385179180887;0.0494806324515;58629.0;2901.0
data,1241189700,0.0385153321976;0.0495009028038;58706.0;2906.0
data,1241189700,0.0385212585034;0.0494652179088;58809.0;2909.0
data,1241190000,0.0385322580645;0.0494899950782;58921.0;2916.0
data,1241190000,0.0385322033898;0.0494609804055;58996.0;2918.0
data,1241190000,0.0385423011844;0.0494602186199;59098.0;2923.0
data,1241190000,0.0385557432432;0.0494679952711;59210.0;2929.0
data,1241190000,0.0385666104553;0.0494780687701;59299.0;2934.0
data,1241190000,0.0385673400673;0.049479780464;59398.0;2939.0
data,1241190000,0.0385672268908;0.0494644988819;59477.0;2942.0
data,1241190000,0.0385755033557;0.0495333691419;59576.0;2951.0
data,1241190000,0.0385871021776;0.0496061672532;59670.0;2960.0
data,1241190000,0.0385953177258;0.0495952094206;59784.0;2965.0
data,1241190000,0.0386035058431;0.0496644519382;59902.0;2975.0
data,1241190000,0.0386125;0.0497242172268;60011.0;2984.0
data,1241190300,0.0386139767055;0.0497346045691;60099.0;2989.0
data,1241190300,0.038615448505;0.049776537241;60189.0;2996.0
data,1241190300,0.03864013267;0.0498283781319;60307.0;3005.0
data,1241190300,0.0386523178808;0.0498700696824;60417.0;3013.0
data,1241190300,0.0386454545455;0.0498397065142;60514.0;3016.0
data,1241190300,0.0386608910891;0.0498672077333;60621.0;3023.0
data,1241190300,0.0386680395387;0.0498682476943;60720.0;3028.0
data,1241190300,0.0386751644737;0.0498363998093;60819.0;3031.0
data,1241190300,0.0386880131363;0.0498513981708;60901.0;3036.0
data,1241190300,0.0386868852459;0.0498524590164;61000.0;3041.0
data,1241190300,0.0386972176759;0.0499272031278;61129.0;3052.0
data,1241190600,0.0386968954248;0.0499844870099;61239.0;3061.0
data,1241190600,0.038704730832;0.0500016303107;61338.0;3067.0
data,1241190600,0.0387043973941;0.0499991859462;61421.0;3071.0
data,1241190600,0.0387081300813;0.0499813078036;61523.0;3075.0
data,1241190600,0.038713474026;0.050024346697;61610.0;3082.0
data,1241190600,0.0387285251216;0.0500761676336;61706.0;3090.0
data,1241190600,0.0387241100324;0.0501318834248;61797.0;3098.0
data,1241190600,0.0387342487884;0.0502019712393;61890.0;3107.0
data,1241190600,0.0387459677419;0.0502193973027;61988.0;3113.0
data,1241190600,0.0387536231884;0.0502729424647;62101.0;3122.0
data,1241190600,0.0387620578778;0.0503062750205;62199.0;3129.0
data,1241190600,0.0387776886035;0.0504093755017;62290.0;3140.0
data,1241190900,0.0387932692308;0.0504295973326;62384.0;3146.0
data,1241190900,0.0388;0.0504161331626;62480.0;3150.0
data,1241190900,0.0388154952077;0.0504058026585;62592.0;3155.0
data,1241190900,0.0388213716108;0.050413196771;62682.0;3160.0
data,1241190900,0.0388232484076;0.0504625869839;62799.0;3169.0
data,1241190900,0.0388259141494;0.0504531722054;62890.0;3173.0
data,1241190900,0.0388285714286;0.0505000793777;62990.0;3181.0
data,1241190900,0.038852614897;0.0505498684753;63106.0;3190.0
data,1241190900,0.038855221519;0.0505253497057;63196.0;3193.0
data,1241190900,0.0388672985782;0.0505877148635;63296.0;3202.0
data,1241190900,0.0388643533123;0.0506137389164;63382.0;3208.0
data,1241190900,0.0388708661417;0.0506159614355;63478.0;3213.0
data,1241191200,0.0388836477987;0.0505992638963;63578.0;3217.0
data,1241191200,0.0388932496075;0.0506502073125;63672.0;3225.0
data,1241191200,0.0389036050157;0.0506664575819;63770.0;3231.0
data,1241191200,0.0389115805947;0.0507179430969;63863.0;3239.0
data,1241191200,0.03890859375;0.0507215785606;63957.0;3244.0
data,1241191200,0.0389087363495;0.0507008835191;64062.0;3248.0
data,1241191200,0.0389127725857;0.050735477437;64176.0;3256.0
data,1241191200,0.0389315707621;0.050742786031;64285.0;3262.0
data,1241191200,0.0389425465839;0.0506971833173;64402.0;3265.0
data,1241191200,0.0389372093023;0.0507037450397;64512.0;3271.0
data,1241191200,0.0389404024768;0.0506926708459;64605.0;3275.0
data,1241191200,0.0389544049459;0.0507007865498;64713.0;3281.0
data,1241191500,0.0389668209877;0.0507112221914;64818.0;3287.0
data,1241191500,0.0389761171032;0.0507202834913;64905.0;3292.0
data,1241191500,0.0389807692308;0.050730656822;65010.0;3298.0
data,1241191500,0.038980030722;0.050698817386;65110.0;3301.0
data,1241191500,0.0389930981595;0.0507138585165;65209.0;3307.0
data,1241191500,0.0390045941807;0.0508106122074;65321.0;3319.0
data,1241191500,0.0390076452599;0.0508516038284;65406.0;3326.0
data,1241191500,0.0390190839695;0.0508992091845;65502.0;3334.0
data,1241191500,0.0390167682927;0.0508825950428;65602.0;3338.0
data,1241191500,0.0390273972603;0.0508750570689;65710.0;3343.0
data,1241191500,0.03901443769;0.0508546683887;65815.0;3347.0
data,1241191800,0.0390136570561;0.0508487431926;65921.0;3352.0
data,1241191800,0.0390151515152;0.050811776822;66028.0;3355.0
data,1241191800,0.0390242057489;0.0508287459924;66124.0;3361.0
data,1241191800,0.0390309667674;0.0508891639745;66242.0;3371.0
data,1241191800,0.0390467571644;0.0509404388715;66352.0;3380.0
data,1241191800,0.0390444277108;0.0509298266731;66464.0;3385.0
data,1241191800,0.0390406015038;0.0509477605215;66578.0;3392.0
data,1241191800,0.0390465465465;0.0509555095551;66666.0;3397.0
data,1241191800,0.0390629685157;0.0509175342671;66755.0;3399.0
data,1241191800,0.0390718562874;0.0509387388735;66845.0;3405.0
data,1241191800,0.0390799701046;0.0509656892766;66947.0;3412.0
data,1241191800,0.0390917910448;0.0509566488212;67057.0;3417.0
data,1241192100,0.0390968703428;0.0509731508644;67153.0;3423.0
data,1241192100,0.0391130952381;0.0510876191326;67257.0;3436.0
data,1241192100,0.0391203566122;0.0510734329067;67354.0;3440.0
data,1241192100,0.0391298219585;0.0511836117576;67463.0;3453.0
data,1241192100,0.0391296296296;0.0512418223262;67562.0;3462.0
data,1241192100,0.039125;0.0512373237146;67646.0;3466.0
data,1241192100,0.0391403249631;0.0512400354296;67740.0;3471.0
data,1241192100,0.0391526548673;0.0512903653702;67849.0;3480.0
data,1241192100,0.0391649484536;0.0513575160032;67955.0;3490.0
data,1241192100,0.039175;0.0513687056438;68057.0;3496.0
data,1241192100,0.039184287812;0.0514016635127;68169.0;3504.0
data,1241192100,0.0391920821114;0.0514443077284;68268.0;3512.0
data,1241192400,0.0391932650073;0.0514643494543;68358.0;3518.0
data,1241192400,0.0391959064327;0.0514697288453;68448.0;3523.0
data,1241192400,0.039203649635;0.0515113497112;68548.0;3531.0
data,1241192400,0.0392091836735;0.0515225210794;68669.0;3538.0
data,1241192400,0.0392285298399;0.0515870131003;68777.0;3548.0
data,1241192400,0.0392376453488;0.0515656983581;68883.0;3552.0
data,1241192400,0.0392358490566;0.0515247260711;68996.0;3555.0
data,1241192400,0.0392391304348;0.0515871292718;69087.0;3564.0
data,1241192400,0.0392445730825;0.0515885634992;69182.0;3569.0
data,1241192400,0.03925;0.0516502388409;69293.0;3579.0
data,1241192400,0.0392489177489;0.0516349382485;69391.0;3583.0
data,1241192400,0.0392478386167;0.051641773864;69498.0;3589.0
data,1241192700,0.0392597122302;0.0516446092167;69591.0;3594.0
data,1241192700,0.0392686781609;0.0517607553885;69686.0;3607.0
data,1241192700,0.0392898134864;0.0518274329941;69770.0;3616.0
data,1241192700,0.0392865329513;0.0518616069511;69859.0;3623.0
data,1241192700,0.03930472103;0.0519643852453;69971.0;3636.0
data,1241192700,0.039315;0.0519458279223;70073.0;3640.0
data,1241192700,0.0393124108417;0.0520054142623;70185.0;3650.0
data,1241192700,0.0393219373219;0.0521028968186;70284.0;3662.0
data,1241192700,0.0393293029872;0.0520834813247;70387.0;3666.0
data,1241192700,0.0393409090909;0.0521096387935;70486.0;3673.0
data,1241192700,0.0393418439716;0.0520783158133;70586.0;3676.0
data,1241193000,0.0393505665722;0.0521245897929;70696.0;3685.0
data,1241193000,0.0393599717115;0.0521416059219;70788.0;3691.0
data,1241193000,0.0393700564972;0.0522330179234;70913.0;3704.0
data,1241193000,0.0393871650212;0.0522662311147;71021.0;3712.0
data,1241193000,0.039385915493;0.0522430037969;71110.0;3715.0
data,1241193000,0.0394015471167;0.052244359266;71223.0;3721.0
data,1241193000,0.0394101123596;0.0522338889434;71333.0;3726.0
data,1241193000,0.0394284712482;0.0522587599569;71433.0;3733.0
data,1241193000,0.0394369747899;0.0522755227552;71544.0;3740.0
data,1241193000,0.0394482517483;0.0523296390386;71642.0;3749.0
data,1241193000,0.0394608938547;0.0523585760698;71717.0;3755.0
data,1241193000,0.0394790794979;0.0523354594324;71806.0;3758.0
data,1241193300,0.0394909470752;0.0523439346952;71909.0;3764.0
data,1241193300,0.0394937413074;0.0523296993264;72005.0;3768.0
data,1241193300,0.0395097222222;0.0523301765138;72119.0;3774.0
data,1241193300,0.0395048543689;0.0523203478791;72209.0;3778.0
data,1241193300,0.0395013850416;0.0523127981747;72315.0;3783.0
data,1241193300,0.0395138312586;0.0523379457011;72414.0;3790.0
data,1241193300,0.0395200276243;0.0523246194573;72528.0;3795.0
data,1241193300,0.0395303448276;0.0522974815141;72623.0;3798.0
data,1241193300,0.0395351239669;0.0523167058629;72711.0;3804.0
data,1241193300,0.0395536451169;0.0523113686928;72814.0;3809.0
data,1241193300,0.0395625;0.0522980701971;72909.0;3813.0
data,1241193300,0.0395672153635;0.052300023281;73021.0;3819.0
data,1241193600,0.0395691780822;0.0523163594596;73132.0;3826.0
data,1241193600,0.0395663474692;0.0523484434735;73240.0;3834.0
data,1241193600,0.0395642076503;0.0523574486652;73342.0;3840.0
data,1241193600,0.0395634379263;0.0523534539115;73424.0;3844.0
data,1241193600,0.0395653950954;0.0523144306759;73517.0;3846.0
data,1241193600,0.0395727891156;0.0523348233088;73603.0;3852.0
data,1241193600,0.039578125;0.0522967143284;73714.0;3855.0
data,1241193600,0.0395888738128;0.0523321186177;73817.0;3863.0
data,1241193600,0.0396029810298;0.0523295938942;73897.0;3867.0
data,1241193600,0.0396069012179;0.0523641572411;74001.0;3875.0
data,1241193600,0.0396047297297;0.0523297394308;74107.0;3878.0
data,1241193900,0.0396187584345;0.0523167297665;74221.0;3883.0
data,1241193900,0.0396246630728;0.0523327008733;74313.0;3889.0
data,1241193900,0.039631897712;0.0522786222097;74409.0;3890.0
data,1241193900,0.0396370967742;0.0522783705792;74505.0;3895.0
data,1241193900,0.0396436241611;0.0523056300268;74600.0;3902.0
data,1241193900,0.0396394101877;0.0522693801044;74690.0;3904.0
data,1241193900,0.0396318607764;0.0522697482813;74766.0;3908.0
data,1241193900,0.0396590909091;0.0522462829128;74857.0;3911.0
data,1241193900,0.0396648865154;0.0522410963291;74941.0;3915.0
data,1241193900,0.0396666666667;0.052257006917;75033.0;3921.0
data,1241193900,0.03967310253;0.0522686122058;75112.0;3926.0
data,1241193900,0.0396722074468;0.0522459509056;75202.0;3929.0
data,1241194200,0.0396739707835;0.0522457435788;75298.0;3934.0
data,1241194200,0.0396737400531;0.0522392019527;75384.0;3938.0
data,1241194200,0.0396953642384;0.0522550214638;75476.0;3944.0
data,1241194200,0.0396977513228;0.0522276474402;75573.0;3947.0
data,1241194200,0.0397034346103;0.0522615854223;75677.0;3955.0
data,1241194200,0.0397044854881;0.0523023320268;75771.0;3963.0
data,1241194200,0.0396976284585;0.0522625120276;75867.0;3965.0
data,1241194200,0.0397078947368;0.0522484334685;75964.0;3969.0
data,1241194200,0.0397128777924;0.0522378247607;76056.0;3973.0
data,1241194200,0.0397139107612;0.0522750544805;76174.0;3982.0
data,1241194200,0.0397326343381;0.0523611001862;76278.0;3994.0
data,1241194200,0.0397486910995;0.0523401191333;76385.0;3998.0
data,1241194500,0.0397581699346;0.0524079690441;76496.0;4009.0
data,1241194500,0.0397656657963;0.0524178808293;76596.0;4015.0
data,1241194500,0.0397737940026;0.052417462056;76692.0;4020.0
data,1241194500,0.03978515625;0.0524012918012;76792.0;4024.0
data,1241194500,0.0397789336801;0.0523885702394;76887.0;4028.0
data,1241194500,0.0397863636364;0.0523957345664;76991.0;4034.0
data,1241194500,0.0397957198444;0.0523769375446;77095.0;4038.0
data,1241194500,0.0398024611399;0.0523349957899;77195.0;4040.0
data,1241194500,0.0398111254851;0.0523258822312;77304.0;4045.0
data,1241194500,0.0398171834625;0.0523568327476;77392.0;4052.0
data,1241194500,0.0398277419355;0.052336906743;77517.0;4057.0
data,1241194800,0.0398228092784;0.0523481285834;77615.0;4063.0
data,1241194800,0.0398346203346;0.0523335864012;77713.0;4067.0
data,1241194800,0.0398393316195;0.0523218461697;77826.0;4072.0
data,1241194800,0.0398388960205;0.0523256559954;77935.0;4078.0
data,1241194800,0.03985;0.0523530014866;78028.0;4085.0
data,1241194800,0.0398642765685;0.0523944238918;78119.0;4093.0
data,1241194800,0.0398644501279;0.0523623809219;78205.0;4095.0
data,1241194800,0.0398812260536;0.0524104463317;78305.0;4104.0
data,1241194800,0.0398890306122;0.0524141097253;78414.0;4110.0
data,1241194800,0.0398949044586;0.0524312142703;78541.0;4118.0
data,1241194800,0.0398975826972;0.0524167397856;78639.0;4122.0
data,1241194800,0.039915501906;0.0524538124564;78755.0;4131.0
data,1241195100,0.0399175126904;0.0524413443247;78850.0;4135.0
data,1241195100,0.0399264892269;0.0524756236546;78970.0;4144.0
data,1241195100,0.039935443038;0.0524658573596;79080.0;4149.0
data,1241195100,0.0399532237674;0.0525378338092;79162.0;4159.0
data,1241195100,0.0399513888889;0.0525127118109;79257.0;4162.0
data,1241195100,0.0399571248424;0.0525102362205;79375.0;4168.0
data,1241195100,0.0399628463476;0.0524938675388;79495.0;4173.0
data,1241195100,0.0399622641509;0.0525204804744;79588.0;4180.0
data,1241195100,0.0399667085427;0.0525001255083;79676.0;4183.0
data,1241195100,0.0399705144291;0.0524850794925;79756.0;4186.0
data,1241195100,0.039977443609;0.052508327698;79854.0;4193.0
data,1241195400,0.0399906132666;0.0525677416128;79973.0;4204.0
data,1241195400,0.039995625;0.0525527025677;80072.0;4208.0
data,1241195400,0.0400037453184;0.0525357574851;80193.0;4213.0
data,1241195400,0.0400162094763;0.0525489805323;80287.0;4219.0
data,1241195400,0.0400255292653;0.052557595661;80388.0;4225.0
data,1241195400,0.0400404228856;0.0525609483337;80478.0;4230.0
data,1241195400,0.0400459627329;0.0526061057334;80580.0;4239.0
data,1241195400,0.0400583126551;0.0526250557731;80684.0;4246.0
data,1241195400,0.0400718711276;0.0526393978409;80776.0;4252.0
data,1241195400,0.040083539604;0.0526582591494;80880.0;4259.0
data,1241195400,0.0400902348578;0.0526458783575;80975.0;4263.0
data,1241195400,0.0401018518519;0.0526815787201;81053.0;4270.0
data,1241195700,0.0401140567201;0.0527606605866;81140.0;4281.0
data,1241195700,0.040125;0.0528084493519;81237.0;4290.0
data,1241195700,0.0401303813038;0.0528011411146;81324.0;4294.0
data,1241195700,0.0401455773956;0.0528248587571;81420.0;4301.0
data,1241195700,0.0401552147239;0.0528394456028;81530.0;4308.0
data,1241195700,0.0401556372549;0.0528482175671;81630.0;4314.0
data,1241195700,0.0401640146879;0.0528608487103;81724.0;4320.0
data,1241195700,0.0401772616137;0.0528991884228;81816.0;4328.0
data,1241195700,0.0401965811966;0.0528924207468;81921.0;4333.0
data,1241195700,0.0402170731707;0.0529119881009;82023.0;4340.0
data,1241195700,0.0402198538368;0.0528828006088;82125.0;4343.0
data,1241196000,0.0402214111922;0.0528319326709;82223.0;4344.0
data,1241196000,0.0402296476306;0.0529025989798;82340.0;4356.0
data,1241196000,0.040234223301;0.0529265481895;82435.0;4363.0
data,1241196000,0.0402496969697;0.0528917808717;82527.0;4365.0
data,1241196000,0.0402566585956;0.052904225318;82621.0;4371.0
data,1241196000,0.0402672309553;0.0528899043751;82719.0;4375.0
data,1241196000,0.0402832125604;0.0529131196039;82815.0;4382.0
data,1241196000,0.0402937273824;0.0529159881792;82905.0;4387.0
data,1241196000,0.0402987951807;0.0529023397027;83002.0;4391.0
data,1241196000,0.0403080625752;0.0528956646251;83107.0;4396.0
data,1241196000,0.0403239182692;0.052922514901;83216.0;4404.0
data,1241196000,0.0403397358944;0.052958828472;83310.0;4412.0
data,1241196300,0.040345323741;0.053020946991;83401.0;4422.0
data,1241196300,0.0403562874251;0.0530174169282;83482.0;4426.0
data,1241196300,0.040360645933;0.0529924142717;83578.0;4429.0
data,1241196300,0.0403745519713;0.0530064898588;83669.0;4435.0
data,1241196300,0.0403854415274;0.0530223453018;83776.0;4442.0
data,1241196300,0.0403879618594;0.0530419542902;83877.0;4449.0
data,1241196300,0.0403946428571;0.0530840676352;83980.0;4458.0
data,1241196300,0.0404179548157;0.0531460714243;84089.0;4469.0
data,1241196300,0.040424584323;0.053176828399;84172.0;4476.0
data,1241196300,0.0404264531435;0.0532211555577;84271.0;4485.0
data,1241196300,0.0404401658768;0.053218731476;84350.0;4489.0
data,1241196600,0.0404443786982;0.0532218524615;84439.0;4494.0
data,1241196600,0.0404533096927;0.0532268559598;84525.0;4499.0
data,1241196600,0.0404504132231;0.0531968946815;84629.0;4502.0
data,1241196600,0.0404587264151;0.0532110741344;84738.0;4509.0
data,1241196600,0.0404528857479;0.053221585685;84834.0;4515.0
data,1241196600,0.0404529411765;0.0532476096274;84924.0;4522.0
data,1241196600,0.0404635722679;0.0532593097932;85018.0;4528.0
data,1241196600,0.0404683098592;0.0532091121633;85117.0;4529.0
data,1241196600,0.0404753810082;0.0532441628535;85230.0;4538.0
data,1241196600,0.0404830210773;0.0532317609142;85325.0;4542.0
data,1241196600,0.0404894736842;0.0532890038749;85421.0;4552.0
data,1241196600,0.0405017523364;0.0532913894119;85511.0;4557.0
data,1241196900,0.040512252042;0.0532716503697;85599.0;4560.0
