
New Run at  08/21/2015 22:23:31
, Time,RandomReward; CoLinReward; LinUCBReward; GOBLinReward
data,1288439177000,2;2;2;2
data,1288877686000,2;4;4;4
data,1277223715000,2;5;5;5
