Ã¿´ÎÊ¹ÓÃ×îÓÅarm¸üĞÂA£¬b»¹ÊÇÊ¹ÓÃÏëÓ®µÄrewardÀ´¸üĞÂ£¬½á¹ûºÜ²î
New Run at  12/23/2016 10:11:40
, Time, RandomReward; LinUCBReward; 
data,1259622000000,275;13616;259
data,1249077600000,275;2938;259
data,1270072800000,275;17635;259
data,1293836400000,275;7342;259
data,1283292000000,275;67;260
data,1214863200000,275;10202;260
data,1293836400000,275;17589;260
data,1185919200000,275;9902;260
data,1146434400000,275;5917;261
data,1233442800000,275;12092;261
data,1246399200000,275;16706;261
data,1259622000000,275;9162;261
data,1222812000000,275;8501;261
data,1230764400000,275;8512;261
data,1185919200000,275;1402;261
data,1304689068156,275;4670;261
data,1277935200000,275;1396;261
data,1220220000000,275;6173;261
data,1298934000000,275;2830;261
data,1283292000000,275;5785;261
data,1193871600000,275;11552;261
data,1241128800000,275;1547;261
data,1267398000000,275;18459;261
data,1296514800000,275;4018;261
data,1180648800000,275;958;261
data,1275343200000,275;8925;261
data,1304672820975,275;2621;261
data,1254348000000,276;6215;261
data,1214863200000,276;8273;261
data,1235862000000,276;4947;261
data,1296514800000,276;13039;261
data,1304600318992,276;18536;261
data,1199142000000,276;5116;261
data,1191189600000,276;920;261
data,1293836400000,276;14971;261
data,1141167600000,276;8835;261
data,1262300400000,276;1314;261
data,1167606000000,276;13407;261
data,1241128800000,276;9902;261
data,1201820400000,276;2292;261
data,1157061600000,276;4218;261
data,1196463600000,276;10980;261
data,1262300400000,276;10413;261
data,1209592800000,276;11552;261
data,1183240800000,276;2955;261
data,1267398000000,276;16411;261
data,1246399200000,276;429;261
data,1209592800000,276;14960;261
data,1262300400000,276;7101;261
data,1285884000000,276;1372;261
data,1264978800000,276;1892;261
data,1285884000000,276;17473;261
data,1249077600000,276;10115;261
data,1267398000000,276;3585;261
data,1272664800000,276;5583;261
data,1225494000000,276;816;261
data,1241128800000,276;10220;261
data,1277935200000,276;15495;261
data,1285884000000,276;15477;261
data,1277935200000,276;9982;261
data,1159653600000,276;10833;261
data,1209592800000,276;9;261
data,1188597600000,277;6779;261
data,1217541600000,278;18538;261
data,1277935200000,278;2346;261
data,1275343200000,278;6454;261
data,1214863200000,278;8301;261
data,1293836400000,278;843;261
data,1288566000000,278;12220;261
data,1243807200000,278;1187;261
data,1217541600000,278;16394;261
data,1217541600000,278;5108;261
data,1196463600000,278;210;261
data,1212271200000,278;2288;261
data,1280613600000,278;1392;261
data,1293836400000,278;3603;261
data,1235862000000,278;2443;261
data,1277935200000,278;6117;261
data,1233442800000,278;15347;261
data,1298934000000,278;6846;261
data,1241128800000,278;3941;261
data,1267398000000,278;17634;261
data,1304934706690,278;412;261
data,1293836400000,278;5904;261
data,1220220000000,278;9238;261
data,1285884000000,278;4052;261
data,1257030000000,278;17256;261
data,1217541600000,278;491;261
data,1298934000000,278;6138;261
data,1293836400000,278;3834;261
data,1143842400000,278;4228;261
data,1262300400000,278;441;261
data,1293836400000,278;18492;261
data,1288566000000,278;31;261
data,1298934000000,278;7086;261
data,1175378400000,278;14015;261
data,1296514800000,278;12604;261
data,1212271200000,278;14033;261
data,1254348000000,278;17598;261
data,1201820400000,278;5454;261
data,1296514800000,278;2599;261
data,1162335600000,278;6197;261
data,1207000800000,278;17044;261
data,1193871600000,278;13238;261
data,1230764400000,278;16708;261
data,1291158000000,278;17094;261
data,1249077600000,278;7889;261
data,1214863200000,278;8836;261
data,1217541600000,278;9532;261
data,1204326000000,278;5039;261
data,1159653600000,278;3288;261
data,1272664800000,278;10825;261
data,1164927600000,278;13962;261
data,1288566000000,278;8633;261
data,1262300400000,278;1017;261
data,1304698326892,278;1128;261
data,1191189600000,279;1540;261
data,1251756000000,279;3404;261
data,1264978800000,279;2434;261
data,1199142000000,279;5904;261
data,1275343200000,279;1349;261
data,1251756000000,279;2898;261
data,1298934000000,279;13559;261
data,1285884000000,279;7797;261
data,1177970400000,279;17382;261
data,1212271200000,279;8918;261
data,1193871600000,279;8870;261
data,1283292000000,279;6802;261
data,1285884000000,279;9403;261
data,1214863200000,279;14932;261
data,1212271200000,279;15984;261
data,1277935200000,279;11001;261
data,1259622000000,279;993;261
data,1254348000000,279;6546;261
data,1241128800000,279;4549;261
data,1122847200000,279;8905;261
data,1167606000000,279;11160;261
data,1193871600000,279;4969;261
data,1214863200000,279;14454;261
data,1170284400000,279;2580;261
data,1285884000000,279;15610;261
data,1264978800000,279;939;261
data,1162335600000,279;5639;261
data,1209592800000,279;3016;261
data,1220220000000,279;17390;261
data,1164927600000,279;11579;261
data,1243807200000,279;15125;261
data,1228086000000,279;3999;261
data,1233442800000,279;17427;261
data,1241128800000,279;3656;261
data,1293836400000,279;1017;261
data,1217541600000,279;10646;261
data,1272664800000,279;5784;261
data,1141167600000,279;14250;261
data,1136070000000,279;4405;261
data,1243807200000,279;720;261
data,1209592800000,279;5820;261
data,1251756000000,279;4332;261
data,1243807200000,279;1670;261
data,1238536800000,279;14951;261
data,1264978800000,279;1468;261
data,1214863200000,279;12604;261
data,1277935200000,279;11456;261
data,1257030000000,279;9902;261
data,1254348000000,279;8347;261
data,1167606000000,279;7145;261
data,1270072800000,279;4836;261
data,1201820400000,279;4701;261
data,1264978800000,279;13994;261
data,1304676530189,279;15365;261
data,1277935200000,279;496;261
data,1264978800000,279;13211;261
data,1264978800000,279;11857;261
data,1267398000000,279;206;261
data,1214863200000,280;10680;261
data,1243807200000,280;8684;261
data,1199142000000,280;14827;261
data,1214863200000,280;6923;261
data,1241128800000,280;6955;261
data,1235862000000,280;8681;261
data,1193871600000,280;6403;261
data,1228086000000,280;208;261
data,1267398000000,280;17391;261
data,1204326000000,280;5014;261
data,1277935200000,280;11124;261
data,1241128800000,280;5920;261
data,1199142000000,280;11291;261
data,1125525600000,280;2732;261
data,1243807200000,280;6164;261
data,1267398000000,280;3775;261
data,1296514800000,280;2908;261
data,1288566000000,280;6403;261
data,1228086000000,280;5641;261
data,1217541600000,281;15045;261
data,1183240800000,281;11075;261
data,1298934000000,281;11780;261
data,1270072800000,281;1014;261
data,1259622000000,281;2229;261
data,1262300400000,281;13742;261
data,1209592800000,281;15599;261
data,1254348000000,281;514;261
data,1235862000000,281;15949;261
data,1267398000000,281;12325;261
data,1191189600000,281;10050;261
data,1280613600000,281;2384;261
data,1233442800000,281;1011;261
data,1238536800000,281;16964;261
data,1249077600000,281;4898;261
data,1259622000000,281;7896;261
data,1228086000000,281;18350;261
data,1235862000000,281;6364;261
data,1230764400000,281;17390;261
data,1162335600000,281;2842;261
data,1298934000000,281;3540;261
data,1207000800000,281;9259;261
data,1235862000000,282;11703;261
data,1251756000000,282;13877;261
data,1217541600000,282;8027;261
data,1262300400000,282;1455;261
data,1228086000000,282;10028;261
data,1296514800000,282;2681;261
data,1259622000000,282;9794;261
data,1222812000000,282;13529;261
data,1228086000000,282;12638;261
data,1277935200000,282;8046;261
data,1264978800000,282;16637;261
data,1270072800000,283;5039;261
data,1259622000000,283;7279;261
data,1251756000000,283;11302;261
data,1304606723378,283;1201;261
data,1304698326892,283;11514;261
data,1293836400000,283;15055;261
data,1193871600000,283;5139;261
data,1262300400000,283;4822;261
data,1228086000000,284;18198;261
data,1235862000000,284;50;261
data,1262300400000,284;2571;261
data,1172703600000,284;619;261
data,1196463600000,284;10407;261
data,1225494000000,284;538;261
data,1249077600000,284;12710;261
data,1136070000000,284;17965;261
data,1304705451514,284;10415;261
data,1270072800000,284;2574;261
data,1180648800000,284;7780;261
data,1217541600000,284;7808;261
data,1267398000000,284;605;261
data,1272664800000,284;13616;261
data,1183240800000,284;1814;261
data,1277935200000,284;11597;261
data,1175378400000,284;2468;261
data,1188597600000,284;5890;261
data,1272664800000,284;7947;261
data,1264978800000,284;5636;261
data,1288566000000,284;10501;261
data,1222812000000,284;6262;261
data,1225494000000,284;9534;261
data,1230764400000,284;1140;261
data,1204326000000,284;302;261
data,1167606000000,284;508;261
data,1170284400000,284;8931;261
data,1304935799666,284;12827;261
data,1259622000000,284;13642;261
data,1304694615235,284;11174;261
data,1238536800000,284;13234;261
data,1257030000000,285;18538;261
data,1209592800000,285;2829;261
data,1267398000000,285;6619;261
data,1193871600000,285;14250;261
data,1141167600000,285;9089;261
data,1251756000000,285;8688;261
data,1188597600000,285;4203;261
data,1230764400000,285;14953;261
data,1304605708632,285;12092;261
data,1172703600000,285;228;261
data,1293836400000,285;284;261
data,1280613600000,285;13813;261
data,1212271200000,285;6262;261
data,1170284400000,285;5258;261
data,1272664800000,285;4862;261
data,1241128800000,285;3396;261
data,1280613600000,285;3420;261
data,1233442800000,285;13877;261
data,1304604421907,285;4821;261
data,1143842400000,285;3415;261
data,1293836400000,285;1573;261
data,1241128800000,285;342;261
data,1214863200000,285;3513;261
data,1259622000000,285;1195;261
data,1243807200000,285;602;261
data,1233442800000,285;17589;261
data,1193871600000,285;16818;261
data,1291158000000,285;8625;261
data,1257030000000,285;1868;261
data,1270072800000,285;903;262
data,1275343200000,285;3264;262
data,1285884000000,285;9347;262
data,1243807200000,285;14818;262
data,1304934706672,285;1036;262
data,1272664800000,285;2291;262
data,1193871600000,285;527;262
data,1304678607284,285;1180;263
data,1225494000000,285;9440;263
data,1241128800000,285;1355;263
data,1209592800000,285;16906;263
data,1128117600000,285;12761;263
data,1235862000000,286;3470;263
data,1230764400000,286;15999;263
data,1154383200000,286;11416;263
data,1280613600000,286;16616;263
data,1233442800000,286;4505;263
data,1275343200000,286;1758;263
data,1225494000000,286;8835;263
data,1251756000000,286;13642;263
data,1151704800000,286;10050;263
data,1262300400000,286;4947;263
data,1259622000000,286;1995;263
data,1277935200000,286;11979;263
data,1222812000000,286;1517;263
data,1270072800000,287;11301;263
data,1249077600000,287;17432;263
data,1222812000000,287;16667;263
data,1212271200000,287;4505;263
data,1291158000000,287;4787;263
data,1243807200000,287;3731;263
data,1272664800000,287;2282;263
data,1220220000000,288;13967;263
data,1214863200000,288;527;263
data,1225494000000,288;13472;263
data,1293836400000,288;18135;263
data,1193871600000,288;508;263
data,1214863200000,288;2005;263
data,1122847200000,288;18611;263
data,1196463600000,288;12011;263
data,1180648800000,288;8482;263
data,1204326000000,288;9802;263
data,1254348000000,288;7880;263
data,1214863200000,288;16502;263
data,1251756000000,288;11600;263
data,1241128800000,288;2621;263
data,1283292000000,288;1608;263
data,1220220000000,288;8347;263
data,1298934000000,288;631;263
data,1183240800000,288;17589;263
data,1293836400000,288;5782;263
data,1304676527740,288;13843;263
data,1241128800000,288;8347;263
data,1185919200000,288;4184;263
data,1191189600000,288;17482;263
data,1162335600000,288;8931;263
data,1188597600000,288;1638;263
data,1141167600000,288;1345;263
data,1251756000000,288;6289;263
data,1275343200000,288;3667;263
data,1230764400000,288;2864;263
data,1191189600000,288;4203;263
data,1254348000000,288;6324;263
data,1264978800000,288;9977;263
data,1220220000000,288;10784;263
data,1196463600000,288;9772;263
data,1288566000000,288;14969;263
data,1204326000000,288;1813;263
data,1217541600000,288;7900;263
data,1264978800000,288;14367;263
data,1296514800000,288;13127;263
data,1214863200000,288;7428;263
data,1304933737370,288;9414;263
data,1272664800000,288;6196;263
data,1225494000000,288;7619;263
data,1275343200000,288;5691;263
data,1264978800000,288;14238;263
data,1241128800000,288;14015;263
data,1191189600000,288;3601;263
data,1267398000000,288;14194;263
data,1188597600000,288;15502;263
data,1214863200000,288;15329;263
data,1233442800000,288;5639;263
data,1204326000000,288;508;263
data,1277935200000,288;1705;263
data,1272664800000,288;12684;263
data,1288566000000,288;4680;263
data,1291158000000,288;6546;263
data,1288566000000,288;10555;263
data,1204326000000,288;2229;263
data,1293836400000,288;2955;263
data,1212271200000,288;16150;263
data,1249077600000,288;5129;263
data,1246399200000,288;8926;263
data,1293836400000,288;7896;263
data,1291158000000,288;9630;263
data,1154383200000,288;1878;263
data,1164927600000,288;13645;263
data,1241128800000,288;7407;263
data,1291158000000,288;16626;263
data,1207000800000,288;12035;263
data,1207000800000,288;6627;263
data,1262300400000,288;12092;263
data,1272664800000,288;9475;263
data,1267398000000,288;8714;263
data,1185919200000,288;12067;263
data,1214863200000,288;4099;263
data,1259622000000,288;4792;263
data,1296514800000,288;3626;263
data,1141167600000,288;1190;263
data,1285884000000,288;18565;263
data,1241128800000,288;2514;263
data,1304600311400,288;10572;263
data,1304600828672,288;11461;263
data,1207000800000,288;9856;263
data,1212271200000,288;16626;263
data,1164927600000,288;91;263
data,1235862000000,288;4276;263
data,1277935200000,288;1279;263
data,1251756000000,288;5632;263
data,1204326000000,288;4222;263
data,1143842400000,288;13454;263
data,1285884000000,288;1153;263
data,1285884000000,289;14203;263
data,1246399200000,289;4204;263
data,1204326000000,289;13052;263
data,1185919200000,289;8091;263
data,1214863200000,289;4300;263
data,1177970400000,289;13966;263
data,1298934000000,289;1861;263
data,1235862000000,289;10948;263
data,1291158000000,289;11336;263
data,1225494000000,289;1857;263
data,1249077600000,289;8738;263
data,1238536800000,289;1140;263
data,1246399200000,289;17631;263
data,1180648800000,289;16054;263
data,1257030000000,290;17521;263
data,1191189600000,290;9063;263
data,1228086000000,290;7056;263
data,1277935200000,290;13616;263
data,1207000800000,290;6778;263
data,1209592800000,290;2940;263
data,1243807200000,290;15483;263
data,1257030000000,290;18387;263
data,1291158000000,290;6779;263
data,1267398000000,290;3348;263
data,1270072800000,290;2457;263
data,1262300400000,290;4219;263
data,1133391600000,290;7347;264
data,1199142000000,290;5134;264
data,1183240800000,290;4020;264
data,1246399200000,290;9475;264
data,1275343200000,290;4269;264
data,1262300400000,290;3751;264
data,1262300400000,290;9515;264
data,1238536800000,290;3197;264
data,1277935200000,290;15498;264
data,1141167600000,290;2479;264
data,1214863200000,290;12604;264
data,1214863200000,290;7188;264
data,1159653600000,290;2762;264
data,1291158000000,290;1157;264
data,1280613600000,291;6015;264
data,1204326000000,291;8168;264
data,1183240800000,291;6045;264
data,1267398000000,291;14959;264
data,1228086000000,291;15663;264
data,1277935200000,291;2495;265
data,1288566000000,291;4388;265
data,1146434400000,292;7713;265
data,1133391600000,292;8501;265
data,1164927600000,292;1514;265
data,1285884000000,292;14687;265
data,1283292000000,292;17217;265
data,1251756000000,292;17945;265
data,1170284400000,292;745;265
data,1204326000000,292;1195;265
data,1280613600000,292;10806;265
data,1298934000000,292;11795;265
data,1191189600000,292;8073;265
data,1199142000000,292;3710;265
data,1228086000000,292;2571;265
data,1293836400000,292;11703;265
data,1264978800000,292;3878;265
data,1154383200000,292;2468;265
data,1214863200000,292;10501;265
data,1293836400000,292;13257;265
data,1146434400000,292;8731;265
data,1125525600000,292;240;265
data,1212271200000,292;821;265
data,1257030000000,292;4189;265
data,1191189600000,292;7133;265
data,1235862000000,292;9902;265
data,1143842400000,292;745;265
data,1214863200000,293;13581;265
data,1230764400000,293;11764;265
data,1230764400000,293;17537;265
data,1193871600000,293;16113;265
data,1228086000000,293;5288;265
data,1277935200000,294;4097;265
data,1230764400000,294;9265;265
data,1262300400000,294;5285;265
data,1162335600000,294;4774;265
data,1296514800000,294;4530;265
data,1167606000000,294;13581;265
data,1196463600000,294;10765;265
data,1254348000000,294;13102;265
data,1220220000000,294;4695;265
data,1296514800000,294;10581;265
data,1207000800000,294;15502;265
data,1228086000000,294;65;265
data,1146434400000,294;18374;265
data,1293836400000,294;8840;265
data,1304672844792,294;4273;265
data,1272664800000,294;5410;265
data,1217541600000,294;14443;265
data,1251756000000,294;7819;265
data,1230764400000,294;55;265
data,1220220000000,294;4196;265
data,1183240800000,294;4792;265
data,1257030000000,294;13744;265
data,1246399200000,294;14837;265
data,1270072800000,294;14002;265
data,1288566000000,295;15955;265
data,1172703600000,295;2479;265
data,1296514800000,295;11018;265
data,1193871600000,295;2623;265
data,1207000800000,295;16852;265
data,1267398000000,295;6640;265
data,1159653600000,295;7724;265
data,1272664800000,295;6299;265
data,1254348000000,295;18707;265
data,1141167600000,295;574;265
data,1177970400000,295;8735;265
data,1193871600000,295;1455;265
data,1183240800000,295;3079;265
data,1204326000000,295;4969;265
data,1196463600000,295;15443;265
data,1293836400000,295;16885;265
data,1288566000000,295;475;265
data,1298934000000,295;1006;265
data,1164927600000,295;3041;265
data,1288566000000,295;2771;265
data,1254348000000,295;8384;265
data,1264978800000,295;3042;265
data,1246399200000,295;12710;266
data,1277935200000,295;12292;266
data,1183240800000,295;13016;266
data,1257030000000,295;16134;266
data,1272664800000,295;10115;266
data,1214863200000,295;5065;266
data,1280613600000,295;11401;266
data,1241128800000,295;429;266
data,1201820400000,295;1868;266
data,1175378400000,295;13345;266
data,1288566000000,295;3794;266
data,1288566000000,295;16823;266
data,1180648800000,295;4947;266
data,1170284400000,296;1866;266
data,1285884000000,296;5637;266
data,1262300400000,296;16626;266
data,1296514800000,296;4207;266
data,1288566000000,296;3784;266
data,1285884000000,296;3249;266
data,1225494000000,297;4047;266
data,1272664800000,297;15049;266
data,1133391600000,297;2204;266
data,1296514800000,297;14959;266
data,1272664800000,297;3049;266
data,1304602294532,297;5065;266
data,1243807200000,297;3244;266
data,1285884000000,297;17760;266
data,1125525600000,297;5266;266
data,1143842400000,297;1645;266
data,1272664800000,297;536;266
data,1288566000000,297;678;266
data,1251756000000,297;6204;266
data,1235862000000,297;8350;266
data,1180648800000,297;13994;266
data,1235862000000,297;16112;266
data,1162335600000,297;3740;266
data,1257030000000,297;3357;266
data,1267398000000,297;1547;266
data,1207000800000,297;9966;266
data,1270072800000,297;13446;266
data,1272664800000,297;1775;266
data,1230764400000,297;2192;266
data,1209592800000,297;6571;266
data,1212271200000,298;4179;266
data,1235862000000,298;12485;266
data,1201820400000,298;11765;266
data,1267398000000,298;7051;266
data,1217541600000,298;4979;266
data,1199142000000,298;14053;266
data,1177970400000,298;11034;266
data,1214863200000,298;3364;266
data,1280613600000,298;1512;266
data,1207000800000,298;508;266
data,1196463600000,298;9527;266
data,1298934000000,299;3473;266
data,1280613600000,299;4799;266
data,1291158000000,299;1853;266
data,1257030000000,299;16706;266
data,1293836400000,299;4613;266
data,1196463600000,299;18629;266
data,1241128800000,299;12633;266
data,1122847200000,299;18339;266
data,1220220000000,299;8918;266
data,1214863200000,299;14628;266
data,1272664800000,299;12636;266
data,1149112800000,300;10568;266
data,1283292000000,300;17635;266
data,1288566000000,300;383;266
data,1298934000000,300;17267;266
data,1204326000000,300;11801;266
data,1270072800000,300;12989;266
data,1141167600000,301;3765;266
data,1235862000000,301;10502;266
data,1298934000000,301;11514;266
data,1262300400000,301;998;266
data,1138748400000,301;3584;266
data,1183240800000,301;6042;266
data,1212271200000,301;3751;266
data,1241128800000,301;13139;266
data,1249077600000,301;9739;266
data,1133391600000,301;159;267
data,1220220000000,301;11552;267
data,1185919200000,302;6846;267
data,1293836400000,302;8642;267
data,1172703600000,302;834;267
data,1207000800000,302;3027;267
data,1293836400000,303;8835;267
data,1277935200000,303;1520;267
data,1233442800000,303;10495;267
data,1228086000000,303;13533;267
data,1207000800000,303;18565;267
data,1293836400000,303;12325;267
data,1298934000000,303;225;268
data,1217541600000,303;9791;268
data,1241128800000,303;6345;268
data,1233442800000,303;3369;268
data,1193871600000,303;6081;268
data,1262300400000,303;3667;268
data,1175378400000,303;2110;268
data,1235862000000,303;17577;268
data,1188597600000,303;14002;268
data,1214863200000,303;1216;268
data,1228086000000,304;12338;268
data,1288566000000,304;15935;268
data,1267398000000,304;2179;268
data,1254348000000,305;10102;268
data,1220220000000,305;12619;268
data,1270072800000,305;10407;268
data,1196463600000,305;16626;268
data,1288566000000,305;13619;268
data,1201820400000,305;3087;268
data,1214863200000,305;12292;268
data,1209592800000,305;1671;268
data,1288566000000,305;10872;268
data,1270072800000,305;499;268
data,1285884000000,305;768;268
data,1262300400000,305;3656;268
data,1185919200000,305;6065;269
data,1275343200000,305;16911;269
data,1288566000000,305;11055;269
data,1283292000000,305;6299;269
data,1217541600000,305;3585;269
data,1233442800000,306;5118;269
data,1162335600000,306;4787;269
data,1196463600000,306;3720;269
data,1214863200000,306;1406;269
data,1201820400000,306;9673;269
data,1217541600000,306;5116;269
data,1201820400000,306;10948;269
data,1233442800000,307;4087;269
data,1270072800000,307;6345;269
data,1199142000000,307;159;270
data,1288566000000,307;1705;270
data,1267398000000,307;13835;270
data,1246399200000,307;10742;270
data,1270072800000,307;18137;270
data,1275343200000,307;13528;270
data,1254348000000,307;11731;270
data,1251756000000,307;5440;270
data,1217541600000,307;7052;270
data,1235862000000,307;6902;270
data,1246399200000,307;5412;270
data,1233442800000,307;7343;270
data,1275343200000,307;1256;270
data,1270072800000,307;15179;270
data,1128117600000,307;1531;270
data,1170284400000,307;857;270
data,1183240800000,307;3352;270
data,1283292000000,307;15935;270
data,1222812000000,307;9568;270
data,1235862000000,307;1757;270
data,1212271200000,307;8386;270
data,1225494000000,307;1998;270
data,1272664800000,307;4947;270
data,1199142000000,307;13480;270
data,1217541600000,307;17390;270
data,1257030000000,307;2449;270
data,1264978800000,307;6429;270
data,1259622000000,308;8482;270
data,1272664800000,308;1187;270
data,1275343200000,308;2599;270
data,1280613600000,308;13025;270
data,1225494000000,308;8270;270
data,1270072800000,308;6574;270
data,1122847200000,308;72;271
data,1264978800000,308;15787;271
data,1235862000000,308;17631;271
data,1217541600000,308;14944;271
data,1280613600000,308;7724;271
data,1272664800000,308;12148;271
data,1214863200000,308;9535;271
data,1222812000000,308;12323;271
data,1298934000000,308;2384;271
data,1249077600000,308;7047;271
data,1277935200000,308;6370;271
data,1243807200000,308;13967;271
data,1243807200000,308;7713;271
data,1280613600000,308;6721;271
data,1270072800000,308;1206;271
data,1304698395644,308;17148;271
data,1285884000000,308;6881;271
data,1228086000000,309;3589;271
data,1293836400000,309;8918;271
data,1217541600000,309;5044;271
data,1280613600000,309;2348;271
data,1257030000000,309;2469;271
data,1225494000000,309;4701;271
data,1285884000000,309;1181;272
data,1238536800000,309;6495;272
data,1204326000000,309;11865;272
data,1254348000000,309;12273;272
data,1296514800000,309;331;272
data,1230764400000,309;4218;272
data,1283292000000,309;14498;272
data,1298934000000,309;6442;272
data,1298934000000,309;8388;272
data,1246399200000,310;15610;272
data,1212271200000,311;472;273
data,1185919200000,311;11302;273
data,1209592800000,311;15610;273
data,1207000800000,311;6364;273
data,1164927600000,311;6215;273
data,1264978800000,311;2005;273
data,1238536800000,311;9475;273
data,1291158000000,311;7086;273
data,1291158000000,311;16823;273
data,1241128800000,311;18180;273
data,1228086000000,311;5476;273
data,1217541600000,311;13467;273
data,1233442800000,311;2614;273
data,1212271200000,311;3423;273
data,1291158000000,311;8912;273
data,1185919200000,311;10609;273
data,1225494000000,311;11401;273
data,1207000800000,311;6577;273
data,1277935200000,311;4427;273
data,1196463600000,311;16187;273
data,1283292000000,311;10812;273
data,1291158000000,311;8014;273
data,1280613600000,311;3380;273
data,1277935200000,312;2946;273
data,1262300400000,312;10576;273
data,1214863200000,312;6140;273
data,1270072800000,312;11927;273
data,1225494000000,312;17;273
data,1204326000000,312;8164;273
data,1259622000000,312;17872;273
data,1257030000000,312;12058;274
data,1225494000000,312;919;274
data,1172703600000,312;4799;274
data,1304935803348,312;11519;274
data,1172703600000,312;18064;274
data,1293836400000,312;14878;274
data,1230764400000,312;3626;274
data,1220220000000,312;4261;274
data,1285884000000,312;11918;274
data,1275343200000,312;16201;274
data,1233442800000,312;1638;274
data,1241128800000,312;2681;274
data,1285884000000,312;17308;274
data,1204326000000,312;17760;274
data,1230764400000,312;2247;274
data,1283292000000,312;2744;274
data,1272664800000,312;11405;274
data,1283292000000,312;8150;274
data,1204326000000,312;10572;274
data,1233442800000,312;11839;274
data,1201820400000,312;2536;274
data,1228086000000,312;8826;274
data,1222812000000,312;14632;274
data,1217541600000,313;5514;274
data,1262300400000,313;2894;274
data,1233442800000,313;5631;274
data,1288566000000,313;11039;274
data,1251756000000,313;190;275
data,1283292000000,313;10812;275
data,1230764400000,313;5505;275
data,1270072800000,313;718;275
data,1304935843943,313;14144;275
data,1251756000000,313;13258;275
data,1225494000000,313;16911;275
data,1212271200000,313;4011;275
data,1293836400000,313;8122;275
data,1243807200000,313;2745;275
data,1288566000000,313;6795;275
data,1267398000000,313;10557;275
data,1249077600000,313;809;275
data,1283292000000,313;5608;275
data,1230764400000,313;19;275
data,1257030000000,313;1714;275
data,1193871600000,313;18740;275
data,1238536800000,313;13257;275
data,1225494000000,313;10170;275
data,1270072800000,313;10502;275
data,1220220000000,313;7894;275
data,1238536800000,314;8270;275
data,1251756000000,314;8168;275
data,1180648800000,314;5358;275
data,1296514800000,314;8660;275
data,1304705494197,314;207;276
data,1277935200000,314;4712;276
data,1172703600000,314;16468;276
data,1177970400000,314;7724;276
data,1241128800000,314;5636;276
data,1254348000000,314;678;276
data,1220220000000,314;7906;276
data,1254348000000,314;3710;276
data,1298934000000,314;11833;276
data,1185919200000,314;5550;276
data,1249077600000,314;14156;276
data,1246399200000,314;3444;276
data,1180648800000,314;13991;276
data,1141167600000,314;7123;276
data,1246399200000,314;6570;276
data,1267398000000,314;16432;276
data,1159653600000,314;2455;276
data,1304698341552,314;2169;276
data,1217541600000,314;16192;276
data,1162335600000,314;3870;276
data,1193871600000,314;14032;276
data,1201820400000,314;14951;276
data,1146434400000,314;9256;276
data,1228086000000,314;2959;276
data,1291158000000,314;10759;276
data,1293836400000,314;1570;276
data,1201820400000,314;10500;276
data,1288566000000,314;12078;276
data,1191189600000,314;5122;276
data,1304608252311,314;7894;276
data,1207000800000,314;14288;276
data,1220220000000,314;356;276
data,1259622000000,314;2599;276
data,1167606000000,314;8276;276
data,1264978800000,314;10876;276
data,1183240800000,314;6566;276
data,1183240800000,314;6835;276
data,1217541600000,314;10202;276
data,1293836400000,314;10555;276
data,1272664800000,314;13244;276
data,1154383200000,314;14952;276
data,1254348000000,314;10243;276
data,1285884000000,314;15998;276
data,1233442800000,314;959;277
data,1162335600000,314;989;277
data,1201820400000,314;480;277
data,1272664800000,314;11283;277
data,1291158000000,314;10576;277
data,1233442800000,314;876;277
data,1254348000000,314;14201;277
data,1275343200000,314;5782;277
data,1230764400000,314;13344;277
data,1143842400000,314;610;277
data,1212271200000,314;7001;277
data,1262300400000,314;3641;277
data,1230764400000,314;5108;277
data,1241128800000,314;4225;277
data,1230764400000,314;9905;277
data,1143842400000,314;6117;277
data,1280613600000,314;4830;277
data,1209592800000,314;1190;277
data,1201820400000,314;397;277
data,1267398000000,314;14436;277
data,1214863200000,314;15045;277
data,1204326000000,314;3361;277
data,1293836400000,314;1611;277
data,1298934000000,314;5360;277
data,1220220000000,314;17534;277
data,1304698341548,314;4267;277
data,1228086000000,314;3423;277
data,1257030000000,314;15965;277
data,1254348000000,314;3445;278
data,1246399200000,314;8692;278
data,1230764400000,314;8246;278
data,1262300400000,314;944;278
data,1209592800000,314;11782;278
data,1296514800000,314;11640;278
data,1296514800000,314;18553;278
data,1230764400000,314;17589;278
data,1270072800000,314;18583;278
data,1191189600000,314;3768;278
data,1230764400000,314;10078;278
data,1214863200000,314;17248;278
data,1193871600000,314;580;278
data,1254348000000,314;1714;278
data,1293836400000,314;4469;278
data,1254348000000,314;17399;278
data,1180648800000,314;5143;278
data,1296514800000,314;3437;278
data,1222812000000,314;615;278
data,1146434400000,314;4529;278
data,1243807200000,314;9475;278
data,1272664800000,314;7334;278
data,1277935200000,314;8123;278
data,1209592800000,314;6726;278
data,1204326000000,314;8681;278
data,1296514800000,314;11771;278
data,1175378400000,314;95;278
data,1212271200000,314;5285;278
data,1151704800000,314;15115;278
data,1291158000000,314;16823;278
data,1220220000000,314;7824;278
data,1270072800000,314;2005;278
data,1212271200000,314;9466;278
data,1270072800000,314;14002;278
data,1204326000000,314;13244;278
data,1264978800000,314;11;278
data,1254348000000,315;592;278
data,1257030000000,315;15189;278
data,1272664800000,315;6016;278
