
New Run at  07/20/2016 19:55:51
, Time, RandomReward; LearnWReward
data,1283292000000,34;5629;113
data,1243807200000,34;12199;113
data,1254348000000,34;6568;113
data,1262300400000,34;9426;113
data,1270072800000,35;5697;113
data,1238536800000,35;14359;113
data,1217541600000,35;6548;113
data,1293836400000,35;5499;113
data,1201820400000,35;985;113
data,1296514800000,35;4977;113
data,1293836400000,35;209;113
data,1267398000000,35;592;113
data,1249077600000,35;185;113
data,1199142000000,35;1903;113
data,1304672928318,35;3768;113
data,1225494000000,35;13710;113
data,1235862000000,35;316;114
data,1254348000000,35;2855;114
data,1249077600000,35;538;114
data,1204326000000,35;4194;114
data,1209592800000,35;724;114
data,1164927600000,35;15132;114
data,1225494000000,35;1063;114
data,1228086000000,35;1079;114
data,1207000800000,35;3243;114
data,1285884000000,36;1502;114
data,1259622000000,36;3037;114
data,1238536800000,36;1803;114
data,1209592800000,36;176;114
data,1249077600000,36;936;114
data,1183240800000,36;12022;114
data,1214863200000,36;962;115
data,1288566000000,36;2552;115
data,1204326000000,36;8264;115
data,1293836400000,36;15544;115
data,1296514800000,36;1097;116
data,1235862000000,36;13645;116
data,1188597600000,36;441;117
data,1164927600000,37;2607;117
data,1288566000000,37;1052;117
data,1280613600000,37;542;117
data,1209592800000,37;4620;117
data,1283292000000,37;180;118
data,1222812000000,37;9437;119
data,1251756000000,38;16394;119
data,1257030000000,38;18655;119
data,1254348000000,38;2862;119
data,1220220000000,38;12035;119
data,1304596445832,38;5914;119
data,1230764400000,38;300;120
data,1188597600000,38;5162;120
data,1172703600000,38;2291;120
data,1275343200000,38;3813;120
data,1304598511073,39;2938;120
data,1264978800000,39;10842;120
data,1259622000000,39;6569;120
data,1251756000000,39;13130;120
data,1233442800000,39;1171;120
data,1122847200000,39;220;121
data,1225494000000,39;1031;122
data,1288566000000,39;9433;122
data,1272664800000,39;630;122
data,1204326000000,39;1001;122
data,1238536800000,39;1554;122
data,1280613600000,39;1889;122
data,1296514800000,39;580;122
data,1296514800000,39;1059;122
data,1257030000000,39;6347;122
data,1228086000000,39;6880;122
data,1238536800000,39;11726;122
data,1225494000000,39;1468;122
data,1172703600000,39;7896;122
data,1246399200000,39;11885;122
data,1175378400000,39;184;122
data,1185919200000,39;2855;122
data,1277935200000,40;159;123
data,1217541600000,40;6736;123
data,1204326000000,40;1076;124
data,1214863200000,40;498;125
data,1277935200000,40;3603;125
data,1298934000000,40;44;125
data,1230764400000,40;3834;125
data,1183240800000,40;454;125
data,1283292000000,40;1424;126
data,1222812000000,40;1113;126
data,1201820400000,40;209;126
data,1291158000000,40;5260;126
data,1228086000000,40;712;126
data,1199142000000,40;4993;126
data,1167606000000,40;1797;126
data,1243807200000,40;9863;126
data,1259622000000,40;717;127
data,1277935200000,40;959;128
data,1230764400000,40;1415;129
data,1257030000000,40;734;130
data,1296514800000,40;6064;130
data,1291158000000,41;3306;131
data,1157061600000,41;302;131
data,1167606000000,41;4549;131
data,1235862000000,41;7663;131
data,1249077600000,42;7096;131
data,1251756000000,42;212;132
data,1241128800000,42;8648;132
data,1217541600000,42;9423;132
data,1272664800000,42;1464;133
data,1262300400000,42;16551;133
data,1238536800000,42;14444;133
data,1209592800000,42;993;134
data,1207000800000,42;8789;134
data,1214863200000,42;6736;134
data,1235862000000,42;709;134
data,1175378400000,42;17281;134
data,1193871600000,42;12911;134
data,1280613600000,42;6207;134
data,1257030000000,42;13426;134
data,1228086000000,42;6362;134
data,1241128800000,42;1897;135
data,1175378400000,42;7796;135
data,1214863200000,42;13834;135
data,1288566000000,42;1422;135
data,1291158000000,42;4780;135
data,1164927600000,42;8042;135
data,1293836400000,42;13074;135
data,1233442800000,42;1264;135
data,1159653600000,42;71;135
data,1243807200000,42;733;135
data,1304614203273,42;6064;135
data,1293836400000,42;13178;135
data,1264978800000,42;376;135
data,1262300400000,42;3620;135
data,1136070000000,42;7248;135
data,1251756000000,42;310;135
data,1141167600000,42;10657;135
data,1199142000000,42;13180;135
data,1241128800000,42;981;135
data,1304934708178,42;829;135
data,1283292000000,42;982;136
data,1243807200000,42;2229;136
data,1259622000000,42;333;137
data,1259622000000,42;683;137
data,1204326000000,42;1249;138
data,1188597600000,42;4531;138
data,1254348000000,42;2559;138
data,1298934000000,42;11216;138
data,1191189600000,42;1795;138
data,1246399200000,42;700;138
data,1180648800000,42;5697;138
data,1288566000000,42;4446;138
data,1288566000000,42;2346;139
data,1191189600000,42;5452;139
data,1257030000000,42;10657;139
data,1259622000000,43;18191;139
data,1204326000000,43;1247;139
data,1249077600000,43;11547;139
data,1212271200000,43;5301;139
data,1220220000000,43;6312;139
data,1272664800000,43;4514;139
data,1180648800000,43;10383;139
data,1209592800000,43;511;139
data,1193871600000,43;612;140
data,1291158000000,43;157;141
data,1267398000000,43;8951;141
data,1172703600000,44;225;141
data,1257030000000,44;16609;141
data,1207000800000,44;3603;141
data,1220220000000,44;2045;141
data,1188597600000,44;17212;141
data,1233442800000,44;2936;141
data,1243807200000,44;4837;141
data,1172703600000,44;4493;141
data,1233442800000,44;8692;141
data,1233442800000,44;18225;141
data,1188597600000,44;6778;141
data,1138748400000,44;6247;141
data,1275343200000,44;10726;141
data,1177970400000,44;12670;141
data,1296514800000,44;3994;141
data,1188597600000,44;1067;141
data,1214863200000,44;18397;141
data,1212271200000,44;1116;142
data,1262300400000,44;2347;142
data,1185919200000,44;2933;143
data,1149112800000,44;11519;143
data,1291158000000,44;10681;143
data,1188597600000,44;709;143
data,1191189600000,44;3565;143
data,1272664800000,44;1854;143
data,1249077600000,44;5898;143
data,1267398000000,44;2938;143
data,1204326000000,44;3056;143
data,1222812000000,44;4318;143
data,1228086000000,44;2343;143
data,1238536800000,44;4947;143
data,1283292000000,44;3053;143
data,1201820400000,44;8764;143
data,1185919200000,44;9926;143
data,1217541600000,44;707;143
data,1254348000000,44;96;143
data,1272664800000,44;523;144
data,1254348000000,44;9669;144
data,1304675842432,44;12599;144
data,1241128800000,44;5441;144
data,1209592800000,44;706;144
data,1175378400000,44;511;144
data,1162335600000,44;227;144
data,1230764400000,44;16411;144
data,1259622000000,44;1001;145
data,1296514800000,45;995;145
data,1207000800000,45;4780;145
data,1270072800000,45;12642;145
data,1304689024844,45;999;145
data,1293836400000,45;1412;146
data,1214863200000,45;7449;146
data,1122847200000,45;874;146
data,1280613600000,45;9338;146
data,1162335600000,45;2558;146
data,1188597600000,45;13991;146
data,1220220000000,45;10580;146
data,1201820400000,45;1372;146
data,1191189600000,45;3894;146
data,1220220000000,45;3057;147
data,1270072800000,45;5487;148
data,1285884000000,45;7650;148
data,1235862000000,45;3104;148
data,1267398000000,45;3689;148
data,1272664800000,45;7429;148
data,1275343200000,45;72;149
data,1241128800000,45;3213;149
data,1293836400000,45;333;150
data,1293836400000,45;5100;150
data,1225494000000,46;1810;151
data,1304689050216,46;4880;151
data,1207000800000,47;1645;151
data,1228086000000,47;2873;151
data,1185919200000,47;1110;151
data,1259622000000,47;13621;151
data,1212271200000,47;9139;151
data,1220220000000,47;4784;151
data,1209592800000,47;16950;151
data,1209592800000,47;5123;151
data,1212271200000,47;7802;151
data,1264978800000,47;3616;151
data,1283292000000,47;5452;151
data,1275343200000,47;4494;151
data,1220220000000,47;465;151
data,1185919200000,47;4494;151
data,1209592800000,47;2343;151
data,1285884000000,47;540;151
data,1246399200000,47;10897;151
data,1283292000000,47;5134;151
data,1267398000000,47;4264;151
data,1267398000000,47;5301;151
data,1238536800000,47;2463;151
data,1212271200000,47;10535;151
data,1214863200000,47;72;152
data,1177970400000,47;13354;152
data,1267398000000,47;437;153
data,1277935200000,47;499;153
data,1264978800000,47;1645;154
data,1204326000000,47;852;154
data,1277935200000,47;5606;154
data,1175378400000,47;3122;154
data,1257030000000,47;227;154
data,1228086000000,47;6137;154
data,1254348000000,47;10412;154
data,1270072800000,47;8123;154
data,1304934679286,47;8561;154
data,1251756000000,47;99;154
data,1298934000000,47;88;155
data,1257030000000,47;877;155
data,1225494000000,47;6060;155
data,1291158000000,47;12788;155
data,1157061600000,47;712;155
data,1275343200000,47;2054;155
data,1257030000000,47;6634;155
data,1196463600000,47;1416;155
data,1193871600000,48;55;155
data,1214863200000,48;3585;155
data,1280613600000,48;9459;155
data,1241128800000,48;6140;155
data,1220220000000,48;13742;155
data,1288566000000,48;10693;155
data,1220220000000,48;2938;155
data,1159653600000,48;13267;155
data,1209592800000,48;3075;155
data,1243807200000,48;2558;155
data,1267398000000,48;18629;155
data,1298934000000,48;11124;155
data,1254348000000,48;3188;155
data,1251756000000,48;1104;156
data,1201820400000,48;75;156
data,1222812000000,48;7837;156
data,1280613600000,48;8286;156
data,1183240800000,48;1795;157
data,1283292000000,48;1005;157
data,1270072800000,48;333;158
data,1267398000000,48;360;158
data,1217541600000,48;5487;158
data,1291158000000,48;989;158
data,1193871600000,48;9969;158
data,1267398000000,48;917;159
data,1285884000000,48;5581;159
data,1230764400000,48;7927;159
data,1196463600000,48;2032;159
data,1154383200000,48;187;159
data,1254348000000,48;10328;159
data,1154383200000,49;6883;159
data,1193871600000,49;2762;160
data,1249077600000,49;5902;160
data,1230764400000,49;4494;160
data,1288566000000,49;5363;160
data,1272664800000,49;10447;160
data,1235862000000,49;4880;160
data,1204326000000,49;13619;161
data,1298934000000,49;70;162
data,1164927600000,49;615;162
data,1207000800000,49;2039;162
data,1217541600000,49;12035;162
data,1212271200000,49;5171;162
data,1275343200000,49;5129;162
data,1193871600000,49;7927;163
data,1296514800000,49;6722;164
data,1254348000000,49;72;165
data,1262300400000,49;4222;165
data,1285884000000,49;7346;165
data,1238536800000,49;18296;165
data,1304935803967,49;16906;165
data,1288566000000,49;3528;165
data,1207000800000,49;7889;165
data,1233442800000,49;2552;165
data,1214863200000,49;5166;165
data,1191189600000,49;599;166
data,1243807200000,50;8546;167
data,1122847200000,50;630;168
data,1257030000000,50;1895;168
data,1199142000000,50;2629;168
data,1228086000000,50;7347;169
data,1214863200000,50;5172;169
data,1212271200000,50;1005;169
data,1251756000000,50;11243;169
data,1212271200000,50;2597;169
data,1235862000000,50;11461;169
data,1272664800000,50;13171;169
data,1196463600000,50;2934;169
data,1249077600000,51;1687;169
data,1285884000000,51;12628;169
data,1275343200000,51;423;169
data,1249077600000,51;5257;169
data,1228086000000,51;279;170
data,1272664800000,51;9139;170
data,1230764400000,51;2838;170
data,1280613600000,51;993;170
data,1267398000000,51;1122;171
data,1185919200000,51;59;171
data,1270072800000,51;14285;171
data,1164927600000,51;8054;171
data,1296514800000,51;7411;171
data,1280613600000,51;7343;171
data,1298934000000,51;15955;171
data,1157061600000,51;9433;171
data,1241128800000,51;6779;171
data,1280613600000,51;6571;171
data,1188597600000,51;894;171
data,1288566000000,51;9825;171
data,1249077600000,51;14961;171
data,1270072800000,51;10163;171
data,1254348000000,51;1145;172
data,1233442800000,51;1122;172
data,1264978800000,51;12686;172
data,1235862000000,51;2378;172
data,1254348000000,51;9650;172
data,1125525600000,51;3823;172
data,1207000800000,51;9649;172
data,1249077600000,51;15600;172
data,1272664800000,51;2742;172
data,1130799600000,51;11765;172
data,1264978800000,51;7248;172
data,1230764400000,51;14902;172
data,1164927600000,51;612;172
data,1246399200000,51;4513;172
data,1285884000000,51;858;172
data,1230764400000,51;1424;172
data,1167606000000,51;4880;172
data,1296514800000,51;12325;172
data,1254348000000,51;8497;172
data,1180648800000,51;5629;172
data,1283292000000,51;5549;172
data,1298934000000,51;3049;172
data,1201820400000,51;2266;172
data,1285884000000,51;4457;172
data,1230764400000,51;6342;172
data,1291158000000,51;546;172
data,1222812000000,51;9926;172
data,1277935200000,51;16609;172
data,1128117600000,51;3886;172
data,1275343200000,51;542;173
data,1262300400000,51;9535;173
data,1225494000000,51;525;173
data,1201820400000,51;6370;173
data,1259622000000,51;11819;173
data,1225494000000,51;1807;173
data,1167606000000,51;291;174
data,1196463600000,51;1885;174
data,1235862000000,51;16578;174
data,1241128800000,52;985;174
data,1225494000000,52;13621;174
data,1204326000000,52;7248;174
data,1293836400000,52;599;175
data,1272664800000,52;429;175
data,1170284400000,52;1122;175
data,1214863200000,52;2521;175
data,1270072800000,52;11051;175
data,1233442800000,52;10620;176
data,1296514800000,52;998;177
data,1230764400000,52;2744;177
data,1304607124664,52;634;177
data,1241128800000,52;903;177
data,1264978800000,52;4799;177
data,1275343200000,52;511;178
data,1259622000000,52;9230;178
data,1277935200000,52;969;178
data,1304614357701,52;2788;178
data,1136070000000,52;288;178
data,1304603614713,52;7927;178
data,1175378400000,53;9255;178
data,1270072800000,53;5419;178
data,1172703600000,53;79;178
data,1214863200000,53;546;179
data,1251756000000,53;10720;179
data,1122847200000,53;378;179
data,1235862000000,53;496;179
data,1243807200000,53;10597;179
data,1214863200000,53;8951;179
data,1222812000000,53;951;180
data,1280613600000,53;2125;180
data,1167606000000,53;159;181
data,1280613600000,53;634;181
data,1275343200000,54;6640;181
data,1277935200000,54;1123;181
data,1241128800000,54;2343;181
data,1222812000000,54;7744;181
data,1243807200000,54;12201;181
data,1257030000000,54;9433;181
data,1259622000000,54;15272;181
data,1193871600000,54;7708;181
data,1177970400000,54;3436;181
data,1177970400000,54;2560;181
data,1185919200000,54;2936;181
data,1277935200000,54;11562;181
data,1251756000000,54;4263;181
data,1254348000000,54;5653;181
data,1180648800000,54;5178;181
data,1257030000000,54;1426;181
data,1220220000000,54;1708;181
data,1283292000000,55;4439;181
data,1146434400000,55;6736;181
data,1238536800000,55;11486;181
data,1235862000000,55;22;181
data,1267398000000,55;4608;181
data,1296514800000,55;15974;181
data,1222812000000,55;9423;181
data,1293836400000,55;14288;181
data,1238536800000,55;1068;181
data,1238536800000,55;1009;181
data,1222812000000,55;612;182
data,1170284400000,55;4494;182
data,1241128800000,55;6986;182
data,1207000800000,55;6658;182
data,1270072800000,55;4790;182
data,1196463600000,55;17505;182
data,1201820400000,55;10487;182
data,1212271200000,55;2796;182
data,1233442800000,55;465;182
data,1225494000000,55;994;183
data,1288566000000,55;1412;183
data,1241128800000,55;4541;183
data,1172703600000,55;4880;183
data,1304705511702,55;14878;183
data,1249077600000,55;1620;184
data,1230764400000,55;2428;184
data,1220220000000,55;92;184
data,1267398000000,55;15635;184
data,1249077600000,55;2796;185
data,1291158000000,55;13406;185
data,1167606000000,55;9232;185
data,1304705503471,55;2782;185
data,1222812000000,55;16028;185
data,1214863200000,55;2846;185
data,1249077600000,55;8270;185
data,1238536800000,55;16818;185
data,1191189600000,55;193;186
data,1270072800000,55;13559;186
data,1272664800000,55;6165;186
data,1172703600000,55;10429;186
data,1230764400000,55;1059;186
data,1235862000000,55;4435;186
data,1220220000000,55;857;186
data,1249077600000,55;733;186
data,1172703600000,55;15347;186
data,1264978800000,55;4932;186
data,1280613600000,55;193;186
data,1225494000000,55;3735;186
data,1270072800000,55;11817;186
data,1288566000000,55;5509;186
data,1164927600000,55;298;186
data,1262300400000,55;8175;186
data,1277935200000,55;16839;186
data,1293836400000,55;67;186
data,1207000800000,55;6046;186
data,1217541600000,55;5920;186
data,1220220000000,55;14350;186
data,1275343200000,55;100;186
data,1183240800000,55;12180;186
data,1214863200000,55;251;187
data,1162335600000,55;3475;188
data,1293836400000,55;3296;188
data,1230764400000,55;3825;188
data,1262300400000,55;6633;188
data,1214863200000,55;2350;188
data,1207000800000,55;16394;188
data,1275343200000,55;5653;188
data,1154383200000,55;3201;189
data,1277935200000,55;789;189
data,1249077600000,55;9105;189
data,1196463600000,55;225;189
data,1243807200000,55;157;190
data,1270072800000,55;12633;190
data,1228086000000,55;4539;190
data,1196463600000,55;13559;190
data,1193871600000,55;900;190
data,1209592800000,55;77;190
data,1251756000000,55;5016;190
data,1293836400000,55;9932;190
data,1270072800000,55;1885;190
data,1225494000000,55;11155;190
data,1277935200000,55;5254;190
data,1270072800000,55;14629;190
data,1175378400000,55;95;190
data,1267398000000,55;2616;190
data,1204326000000,55;17399;190
data,1257030000000,55;6880;190
data,1246399200000,55;1103;190
data,1275343200000,55;5621;190
data,1183240800000,55;3675;190
data,1191189600000,55;14954;190
data,1277935200000,55;14629;190
data,1196463600000,55;7041;190
data,1222812000000,55;14636;190
data,1259622000000,55;17505;190
data,1183240800000,55;6365;190
data,1241128800000,55;3132;190
data,1167606000000,55;159;190
