
New Run at  09/06/2015 19:41:42
, Time,RandomReward; CoLinReward; LinUCBReward; GOBLinReward
data,1264978800000,1;4;3;3
data,1243807200000,4;10;8;8
data,1267398000000,6;18;14;14
data,1164927600000,8;19;15;17
data,1220220000000,10;26;20;20
data,1238536800000,11;30;24;25
data,1280613600000,15;39;32;35
data,1270072800000,15;47;38;42
