
New Run at  09/17/2015 09:29:20
, Time, RandomReward; LinUCBReward; 
data,1275343200000,2;4
data,1233442800000,3;10
data,1235862000000,5;11
data,1283292000000,8;12
data,1225494000000,10;19
data,1267398000000,13;24
data,1175378400000,15;27
data,1254348000000,17;28
data,1196463600000,18;33
data,1251756000000,22;35
data,1251756000000,26;40
data,1251756000000,28;41
data,1233442800000,31;43
data,1233442800000,34;46
data,1225494000000,34;52
data,1285884000000,37;56
data,1283292000000,37;58
data,1233442800000,41;60
data,1304672928318,44;61
data,1280613600000,45;68
data,1257030000000,48;70
data,1207000800000,51;73
data,1280613600000,52;76
data,1254348000000,52;79
data,1298934000000,57;81
data,1249077600000,58;85
data,1230764400000,60;89
data,1222812000000,63;90
data,1162335600000,64;93
data,1167606000000,69;95
data,1267398000000,75;98
data,1264978800000,81;105
data,1254348000000,81;108
data,1162335600000,82;116
data,1280613600000,85;120
data,1275343200000,87;122
data,1262300400000,89;127
data,1285884000000,90;127
data,1191189600000,92;131
data,1257030000000,94;133
data,1238536800000,98;136
data,1154383200000,102;137
data,1170284400000,103;143
data,1241128800000,104;148
data,1254348000000,106;152
data,1207000800000,107;155
data,1220220000000,108;158
data,1183240800000,108;161
data,1267398000000,111;167
data,1220220000000,112;171
data,1298934000000,114;175
data,1212271200000,116;178
data,1172703600000,117;183
data,1291158000000,118;185
data,1209592800000,119;190
data,1288566000000,120;194
data,1233442800000,121;197
data,1251756000000,126;207
data,1254348000000,129;216
data,1280613600000,134;217
data,1209592800000,135;224
data,1133391600000,136;226
data,1217541600000,140;233
data,1249077600000,141;233
data,1285884000000,141;236
data,1277935200000,143;242
data,1235862000000,144;245
data,1257030000000,146;252
data,1251756000000,148;255
data,1199142000000,150;261
data,1230764400000,153;265
data,1233442800000,155;273
data,1267398000000,156;281
data,1296514800000,158;289
data,1193871600000,163;294
data,1199142000000,166;296
data,1304700117310,168;301
data,1280613600000,172;309
data,1196463600000,173;316
data,1283292000000,173;324
data,1267398000000,173;327
data,1204326000000,176;332
data,1283292000000,178;340
data,1264978800000,178;345
data,1136070000000,178;347
data,1170284400000,179;355
data,1233442800000,181;365
data,1122847200000,182;369
data,1246399200000,184;376
data,1188597600000,185;381
data,1175378400000,189;384
data,1288566000000,189;392
data,1283292000000,193;399
data,1193871600000,195;407
data,1251756000000,196;411
data,1220220000000,198;415
data,1304692445012,200;420
data,1162335600000,201;427
data,1175378400000,202;429
data,1228086000000,203;434
data,1141167600000,207;437
data,1238536800000,210;446
data,1262300400000,212;450
data,1277935200000,213;454
data,1272664800000,216;457
data,1230764400000,218;461
data,1225494000000,220;468
data,1267398000000,226;477
data,1259622000000,227;479
data,1214863200000,229;482
data,1259622000000,232;487
data,1204326000000,234;498
data,1288566000000,237;502
data,1209592800000,237;510
data,1196463600000,239;516
data,1159653600000,241;520
data,1262300400000,243;527
data,1233442800000,245;532
data,1251756000000,248;538
data,1212271200000,249;542
data,1228086000000,252;550
data,1214863200000,252;556
data,1257030000000,255;565
data,1207000800000,258;570
data,1196463600000,258;576
data,1304703010033,261;581
data,1288566000000,264;588
data,1283292000000,264;594
data,1291158000000,269;601
data,1249077600000,272;611
data,1188597600000,274;614
data,1272664800000,274;622
data,1228086000000,278;629
data,1277935200000,279;632
data,1238536800000,281;636
data,1257030000000,286;639
data,1291158000000,293;646
data,1230764400000,297;653
data,1217541600000,301;658
data,1288566000000,302;670
data,1257030000000,303;676
data,1298934000000,304;681
data,1304694615235,310;689
data,1251756000000,312;694
data,1264978800000,313;697
data,1251756000000,315;704
data,1288566000000,316;711
data,1220220000000,317;717
data,1272664800000,321;726
data,1298934000000,324;736
data,1162335600000,328;743
data,1249077600000,332;751
data,1270072800000,335;757
data,1270072800000,335;764
data,1162335600000,337;773
data,1209592800000,340;778
data,1277935200000,342;788
data,1304941497443,343;798
data,1217541600000,347;808
data,1214863200000,351;813
data,1228086000000,354;818
data,1243807200000,355;821
data,1151704800000,357;828
data,1209592800000,359;833
data,1272664800000,361;840
data,1183240800000,364;852
data,1183240800000,366;865
data,1262300400000,367;870
data,1204326000000,369;879
data,1235862000000,374;888
data,1304600441499,376;892
data,1235862000000,381;901
data,1228086000000,383;907
data,1254348000000,386;913
data,1183240800000,390;921
data,1304682174558,393;930
data,1254348000000,395;941
data,1262300400000,397;945
data,1272664800000,399;954
data,1280613600000,403;965
data,1249077600000,407;972
data,1170284400000,412;978
data,1275343200000,416;983
data,1267398000000,418;993
data,1217541600000,423;1000
data,1275343200000,424;1008
data,1272664800000,425;1018
data,1288566000000,429;1025
data,1188597600000,432;1033
data,1264978800000,434;1040
data,1214863200000,436;1050
data,1272664800000,439;1056
data,1214863200000,442;1068
data,1230764400000,443;1072
data,1277935200000,443;1079
data,1238536800000,448;1088
data,1298934000000,448;1095
data,1285884000000,452;1101
data,1272664800000,454;1111
data,1243807200000,456;1116
data,1212271200000,459;1123
data,1251756000000,460;1132
data,1230764400000,464;1136
data,1207000800000,466;1149
data,1241128800000,470;1158
data,1225494000000,470;1162
data,1257030000000,472;1174
data,1285884000000,473;1181
data,1283292000000,473;1186
data,1180648800000,476;1190
data,1262300400000,478;1194
data,1193871600000,481;1207
data,1233442800000,483;1211
data,1201820400000,484;1215
data,1175378400000,487;1225
data,1243807200000,490;1234
data,1264978800000,492;1240
data,1257030000000,496;1252
data,1177970400000,498;1260
data,1259622000000,500;1268
data,1280613600000,501;1273
data,1233442800000,503;1283
data,1280613600000,508;1293
data,1185919200000,509;1307
data,1243807200000,512;1318
data,1193871600000,515;1325
data,1272664800000,521;1339
data,1254348000000,522;1349
data,1254348000000,524;1364
data,1296514800000,525;1373
data,1243807200000,528;1380
data,1262300400000,534;1386
data,1270072800000,534;1394
data,1304934693407,536;1404
data,1275343200000,537;1415
data,1175378400000,539;1423
data,1267398000000,543;1430
data,1277935200000,549;1441
data,1280613600000,552;1450
data,1298934000000,552;1458
data,1212271200000,552;1466
data,1225494000000,553;1476
data,1183240800000,553;1485
data,1304934658283,555;1491
data,1272664800000,557;1503
data,1233442800000,560;1511
data,1188597600000,565;1517
data,1233442800000,568;1528
data,1272664800000,569;1541
data,1298934000000,570;1551
data,1235862000000,570;1561
data,1180648800000,574;1567
data,1230764400000,575;1577
data,1262300400000,575;1580
data,1143842400000,576;1592
data,1241128800000,581;1602
data,1230764400000,583;1607
data,1280613600000,584;1611
data,1212271200000,588;1621
data,1249077600000,594;1627
data,1275343200000,596;1637
data,1280613600000,596;1646
data,1246399200000,599;1651
data,1235862000000,599;1660
data,1228086000000,603;1667
data,1288566000000,603;1675
data,1285884000000,605;1686
data,1228086000000,605;1695
data,1157061600000,607;1704
data,1304698730679,608;1718
data,1225494000000,609;1728
data,1214863200000,610;1736
data,1264978800000,611;1748
data,1214863200000,616;1761
data,1280613600000,618;1776
data,1133391600000,619;1784
data,1272664800000,620;1794
data,1141167600000,622;1803
data,1146434400000,625;1813
data,1280613600000,628;1821
data,1257030000000,629;1825
data,1159653600000,631;1831
data,1233442800000,633;1840
data,1280613600000,633;1850
data,1246399200000,633;1859
data,1304934717029,634;1870
data,1201820400000,635;1878
data,1291158000000,638;1886
data,1159653600000,641;1897
data,1285884000000,644;1909
data,1262300400000,644;1916
data,1159653600000,647;1924
data,1243807200000,650;1937
data,1254348000000,651;1951
data,1241128800000,654;1962
data,1291158000000,659;1973
data,1249077600000,661;1982
data,1228086000000,662;1992
data,1175378400000,665;1999
data,1214863200000,667;2009
data,1204326000000,668;2018
data,1241128800000,670;2022
data,1209592800000,672;2032
data,1172703600000,675;2039
data,1249077600000,678;2053
data,1257030000000,680;2064
data,1283292000000,682;2074
data,1243807200000,683;2082
data,1238536800000,686;2095
data,1207000800000,687;2102
data,1288566000000,690;2117
data,1209592800000,693;2126
data,1291158000000,695;2141
data,1238536800000,697;2151
data,1230764400000,698;2165
data,1249077600000,699;2174
data,1304677192813,701;2182
data,1270072800000,703;2190
data,1251756000000,704;2201
data,1280613600000,706;2206
data,1280613600000,710;2219
data,1217541600000,710;2227
data,1275343200000,711;2236
data,1225494000000,712;2246
data,1199142000000,713;2255
data,1141167600000,714;2264
data,1217541600000,715;2274
data,1199142000000,716;2284
data,1199142000000,716;2294
data,1275343200000,719;2304
data,1246399200000,720;2316
data,1270072800000,723;2325
data,1217541600000,727;2334
data,1143842400000,728;2339
data,1304702573808,731;2348
data,1128117600000,732;2354
data,1217541600000,734;2365
data,1230764400000,737;2371
data,1267398000000,744;2383
data,1246399200000,744;2391
data,1275343200000,746;2397
data,1285884000000,751;2405
data,1238536800000,752;2417
data,1296514800000,754;2423
data,1220220000000,755;2432
data,1225494000000,755;2441
data,1267398000000,755;2447
data,1212271200000,757;2458
data,1220220000000,758;2470
data,1230764400000,759;2487
data,1293836400000,760;2499
data,1304603098744,763;2509
data,1209592800000,763;2517
data,1277935200000,766;2526
data,1283292000000,768;2535
data,1214863200000,770;2541
data,1264978800000,773;2549
