Õı³£Êı¾İ£¬Õı³£½á¹û
New Run at  12/23/2016 10:20:37
, Time, RandomReward; LinUCBReward; 
data,1183240800000,543;572;1622
data,1170284400000,543;634;1622
data,1222812000000,543;18573;1622
data,1193871600000,543;8582;1622
data,1154383200000,543;5070;1623
data,1228086000000,543;15083;1623
data,1283292000000,543;4821;1623
data,1164927600000,543;14951;1623
data,1212271200000,543;4863;1624
data,1288566000000,543;17634;1624
data,1214863200000,543;14944;1624
data,1293836400000,543;11302;1624
data,1272664800000,543;3601;1624
data,1222812000000,543;13896;1624
data,1262300400000,543;12191;1624
data,1193871600000,543;1140;1625
data,1170284400000,543;11739;1625
data,1133391600000,543;14969;1625
data,1146434400000,543;75;1625
data,1164927600000,543;14888;1625
data,1230764400000,543;4833;1625
data,1283292000000,543;17559;1625
data,1283292000000,543;10146;1625
data,1293836400000,543;15502;1625
data,1238536800000,543;942;1625
data,1293836400000,543;16977;1625
data,1225494000000,543;4873;1626
data,1149112800000,543;4247;1626
data,1257030000000,543;12635;1626
data,1207000800000,543;10401;1626
data,1146434400000,543;14622;1626
data,1280613600000,543;7347;1626
data,1225494000000,543;6297;1626
data,1280613600000,543;1632;1626
data,1272664800000,543;9437;1626
data,1228086000000,543;6004;1627
data,1162335600000,543;607;1627
data,1267398000000,543;5792;1627
data,1264978800000,543;10500;1627
data,1170284400000,543;2936;1627
data,1235862000000,543;11861;1627
data,1249077600000,543;15965;1627
data,1235862000000,543;3032;1627
data,1257030000000,543;229;1627
data,1249077600000,543;2041;1627
data,1296514800000,543;3040;1627
data,1193871600000,543;1891;1627
data,1288566000000,543;734;1627
data,1304690131295,543;1068;1627
data,1138748400000,543;9982;1627
data,1154383200000,543;8421;1627
data,1233442800000,543;9425;1627
data,1275343200000,543;18566;1627
data,1275343200000,543;2387;1627
data,1267398000000,543;18016;1627
data,1233442800000,543;13727;1627
data,1230764400000,543;8853;1627
data,1217541600000,543;10230;1627
data,1259622000000,543;966;1628
data,1225494000000,543;613;1628
data,1296514800000,544;10962;1629
data,1298934000000,544;2898;1629
data,1204326000000,544;10640;1629
data,1267398000000,544;1824;1630
data,1146434400000,544;1;1631
data,1275343200000,544;3281;1631
data,1201820400000,544;72;1632
data,1298934000000,545;2715;1632
data,1270072800000,545;439;1632
data,1188597600000,545;8173;1632
data,1272664800000,545;9822;1633
data,1233442800000,545;14203;1633
data,1277935200000,545;9014;1633
data,1233442800000,545;668;1633
data,1230764400000,545;8837;1634
data,1275343200000,545;8880;1634
data,1285884000000,545;4040;1634
data,1209592800000,545;15949;1634
data,1167606000000,545;11164;1634
data,1249077600000,545;15216;1634
data,1257030000000,545;516;1634
data,1204326000000,545;1418;1634
data,1212271200000,546;5767;1634
data,1207000800000,546;768;1634
data,1162335600000,546;869;1634
data,1251756000000,546;3603;1634
data,1298934000000,546;7193;1635
data,1267398000000,546;16406;1635
data,1193871600000,546;1396;1635
data,1285884000000,546;1464;1636
data,1220220000000,546;116;1636
data,1267398000000,546;7358;1636
data,1288566000000,546;7193;1636
data,1191189600000,546;6784;1637
data,1275343200000,546;6139;1637
data,1214863200000,546;11201;1638
data,1151704800000,546;15198;1638
data,1267398000000,546;11640;1638
data,1212271200000,546;403;1639
data,1251756000000,546;1885;1639
data,1283292000000,546;989;1639
data,1280613600000,546;3757;1639
data,1259622000000,546;11577;1639
data,1267398000000,546;475;1639
data,1304934653419,546;8168;1639
data,1241128800000,546;2961;1639
data,1272664800000,546;13123;1639
data,1254348000000,546;6350;1639
data,1151704800000,546;999;1640
data,1225494000000,546;16995;1640
data,1293836400000,546;10784;1640
data,1230764400000,546;14848;1640
data,1233442800000,546;7513;1640
data,1304603612025,546;7352;1640
data,1264978800000,546;707;1640
data,1270072800000,546;4261;1640
data,1264978800000,546;5359;1640
data,1238536800000,546;6370;1640
data,1185919200000,546;18655;1640
data,1183240800000,546;284;1640
data,1304676338136,546;17634;1640
data,1188597600000,546;18530;1640
data,1293836400000,546;18715;1640
data,1298934000000,546;7899;1640
data,1204326000000,546;152;1641
data,1235862000000,546;1937;1642
data,1270072800000,546;466;1643
data,1217541600000,546;67;1644
data,1209592800000,546;13529;1644
data,1298934000000,546;8361;1644
data,1304603079213,546;18460;1644
data,1288566000000,546;4126;1644
data,1222812000000,546;17482;1644
data,1228086000000,546;2437;1644
data,1212271200000,546;276;1645
data,1288566000000,546;2797;1645
data,1122847200000,546;2792;1645
data,1180648800000,546;706;1646
data,1249077600000,546;8017;1646
data,1270072800000,546;2378;1646
data,1291158000000,546;2711;1646
data,1259622000000,546;4792;1646
data,1277935200000,546;17718;1646
data,1280613600000,547;3260;1646
data,1280613600000,547;17308;1646
data,1233442800000,547;3969;1646
data,1249077600000,547;8277;1646
data,1175378400000,547;3948;1646
data,1220220000000,547;8299;1646
data,1249077600000,547;3600;1646
data,1146434400000,547;14888;1646
data,1304698326903,547;6052;1646
data,1238536800000,547;1455;1646
data,1180648800000,547;13369;1646
data,1122847200000,547;1883;1647
data,1220220000000,547;2836;1647
data,1212271200000,547;5118;1647
data,1291158000000,547;24;1647
data,1228086000000,547;7896;1647
data,1183240800000,547;6571;1647
data,1272664800000,547;18735;1647
data,1280613600000,547;3590;1647
data,1209592800000,547;99;1647
data,1277935200000,547;3859;1647
data,1214863200000,547;3087;1648
data,1267398000000,548;6791;1648
data,1201820400000,548;9541;1648
data,1264978800000,548;889;1648
data,1214863200000,548;11198;1649
data,1204326000000,548;6064;1649
data,1283292000000,548;1411;1649
data,1243807200000,548;8926;1649
data,1251756000000,548;17956;1649
data,1254348000000,548;9727;1649
data,1191189600000,548;2691;1649
data,1291158000000,548;16394;1649
data,1207000800000,548;319;1649
data,1220220000000,549;16842;1649
data,1304937970623,549;17907;1649
data,1298934000000,549;96;1649
data,1270072800000,549;4895;1649
data,1304596443467,549;1063;1650
data,1267398000000,549;14476;1650
data,1277935200000,549;11054;1650
data,1280613600000,549;5867;1650
data,1291158000000,549;10620;1650
data,1283292000000,549;5105;1650
data,1212271200000,549;4670;1650
data,1254348000000,549;18137;1650
data,1204326000000,549;8217;1650
data,1296514800000,549;994;1650
data,1220220000000,549;8217;1650
data,1296514800000,549;3581;1651
data,1241128800000,549;17385;1651
data,1246399200000,549;5087;1651
data,1291158000000,549;4325;1651
data,1280613600000,549;3338;1651
data,1188597600000,549;3352;1651
data,1272664800000,549;3260;1651
data,1228086000000,549;13744;1651
data,1241128800000,549;99;1652
data,1196463600000,550;2443;1652
data,1241128800000,550;713;1652
data,1230764400000,550;2478;1652
data,1251756000000,550;11833;1652
data,1204326000000,550;1081;1653
data,1207000800000,550;6162;1653
data,1146434400000,550;7082;1653
data,1251756000000,550;2811;1653
data,1298934000000,550;306;1653
data,1259622000000,550;951;1654
data,1275343200000,550;11609;1654
data,1264978800000,550;261;1654
data,1293836400000,550;16394;1654
data,1249077600000,550;442;1654
data,1209592800000,550;2030;1655
data,1193871600000,550;51;1656
data,1183240800000,550;3813;1656
data,1296514800000,551;1413;1656
data,1138748400000,551;513;1656
data,1275343200000,551;9505;1656
data,1264978800000,551;11683;1656
data,1241128800000,551;6571;1656
data,1201820400000,551;9146;1656
data,1235862000000,551;287;1657
data,1188597600000,551;1013;1657
data,1246399200000,551;16415;1657
data,1212271200000,551;17577;1657
data,1204326000000,551;815;1657
data,1204326000000,551;4856;1657
data,1225494000000,551;9466;1657
data,1254348000000,551;3027;1657
data,1259622000000,551;366;1657
data,1146434400000,551;3056;1657
data,1275343200000,551;5176;1657
data,1212271200000,551;1005;1658
data,1170284400000,551;374;1658
data,1277935200000,551;5359;1658
data,1259622000000,551;3800;1658
data,1225494000000,551;806;1658
data,1272664800000,551;3564;1658
data,1185919200000,551;2571;1659
data,1275343200000,551;877;1659
data,1275343200000,551;5638;1659
data,1235862000000,551;2667;1660
data,1233442800000,551;13972;1660
data,1199142000000,551;5381;1660
data,1264978800000,551;7797;1660
data,1185919200000,551;3626;1660
data,1172703600000,551;72;1660
data,1196463600000,551;10808;1660
data,1175378400000,551;11417;1660
data,1254348000000,551;14629;1660
data,1272664800000,551;498;1661
data,1254348000000,551;4023;1661
data,1201820400000,551;6221;1661
data,1209592800000,551;3581;1661
data,1251756000000,552;4604;1661
data,1270072800000,552;1414;1662
data,1267398000000,552;10996;1662
data,1270072800000,552;14288;1662
data,1207000800000,552;14119;1662
data,1214863200000,552;17212;1662
data,1249077600000,552;16885;1662
data,1283292000000,552;2125;1662
data,1243807200000,552;9980;1662
data,1293836400000,552;7342;1662
data,1246399200000,552;3584;1662
data,1243807200000,552;15161;1662
data,1214863200000,552;3656;1662
data,1193871600000,552;12738;1662
data,1212271200000,552;6347;1662
data,1277935200000,552;5418;1662
data,1212271200000,552;581;1662
data,1272664800000,552;70;1663
data,1277935200000,552;15586;1663
data,1241128800000,552;2437;1664
data,1285884000000,552;5441;1664
data,1175378400000,552;4875;1665
data,1225494000000,552;7096;1665
data,1191189600000,552;8123;1665
data,1264978800000,552;5928;1665
data,1212271200000,552;9265;1665
data,1217541600000,552;1000;1666
data,1275343200000,552;2717;1666
data,1222812000000,552;14622;1666
data,1259622000000,552;10909;1666
data,1230764400000,552;6311;1666
data,1264978800000,552;8826;1666
data,1291158000000,552;12604;1666
data,1298934000000,552;8563;1667
data,1304600786435,552;15448;1667
data,1280613600000,552;15610;1667
data,1175378400000,552;14288;1667
data,1228086000000,553;4865;1667
data,1214863200000,553;10715;1667
data,1235862000000,553;2456;1667
data,1235862000000,553;17148;1667
data,1183240800000,553;5558;1667
data,1257030000000,553;644;1667
data,1228086000000,553;707;1668
data,1191189600000,553;13419;1668
data,1217541600000,553;15183;1668
data,1298934000000,553;2699;1668
data,1238536800000,553;16394;1668
data,1293836400000,553;2135;1668
data,1151704800000,553;820;1669
data,1183240800000,553;8569;1669
data,1272664800000,553;16370;1669
data,1212271200000,553;6740;1669
data,1264978800000,553;5505;1669
data,1220220000000,553;2640;1669
data,1204326000000,553;13742;1669
data,1267398000000,553;1113;1669
data,1272664800000,553;5254;1670
data,1270072800000,553;437;1671
data,1257030000000,553;6987;1671
data,1217541600000,553;16995;1671
data,1285884000000,553;12645;1672
data,1254348000000,553;17094;1672
data,1164927600000,553;7835;1672
data,1267398000000,553;17248;1673
data,1207000800000,553;15158;1673
data,1180648800000,553;601;1674
data,1259622000000,553;3056;1674
data,1283292000000,553;16464;1674
data,1262300400000,553;10309;1674
data,1230764400000,553;10581;1674
data,1262300400000,553;192;1674
data,1191189600000,553;16363;1674
data,1196463600000,553;78;1674
data,1136070000000,554;1810;1674
data,1254348000000,554;1407;1674
data,1217541600000,554;580;1674
data,1230764400000,554;3204;1674
data,1270072800000,554;3881;1674
data,1159653600000,554;41;1674
data,1291158000000,554;6582;1674
data,1146434400000,555;1154;1675
data,1209592800000,555;15502;1675
data,1217541600000,555;11854;1675
data,1214863200000,555;1724;1675
data,1277935200000,555;9901;1675
data,1207000800000,555;14818;1675
data,1288566000000,555;10069;1675
data,1264978800000,555;9673;1675
data,1304601295505,555;1399;1675
data,1262300400000,555;9222;1675
data,1267398000000,555;4920;1675
data,1280613600000,555;3973;1676
data,1241128800000,555;2936;1677
data,1267398000000,555;1424;1678
data,1233442800000,555;2947;1678
data,1238536800000,556;3464;1678
data,1180648800000,556;8932;1678
data,1288566000000,556;3308;1678
data,1162335600000,556;1001;1679
data,1291158000000,556;837;1679
data,1267398000000,556;12352;1679
data,1193871600000,557;14638;1679
data,1254348000000,557;3941;1679
data,1270072800000,557;8017;1679
data,1304605846849,557;12636;1679
data,1196463600000,557;6740;1679
data,1298934000000,557;4713;1680
data,1151704800000,557;2437;1680
data,1230764400000,557;1962;1680
data,1296514800000,557;5502;1680
data,1222812000000,557;405;1681
data,1293836400000,557;1422;1681
data,1225494000000,557;5260;1681
data,1175378400000,557;3656;1681
data,1196463600000,557;8468;1681
data,1143842400000,557;17577;1682
data,1207000800000,557;17484;1682
data,1285884000000,557;13528;1682
data,1275343200000,557;12604;1682
data,1212271200000,557;13047;1682
data,1212271200000,557;1854;1683
data,1188597600000,557;6963;1683
data,1199142000000,557;293;1683
data,1296514800000,557;9403;1683
data,1180648800000,557;10908;1683
data,1154383200000,557;17589;1683
data,1154383200000,557;4349;1683
data,1214863200000,557;17619;1683
data,1270072800000,557;4505;1683
data,1267398000000,557;488;1684
data,1298934000000,557;17484;1684
data,1293836400000,557;12169;1684
data,1151704800000,557;9727;1684
data,1136070000000,557;417;1685
data,1254348000000,557;10619;1685
data,1193871600000,557;718;1686
data,1285884000000,557;9533;1686
data,1243807200000,557;1155;1687
data,1259622000000,557;288;1688
data,1241128800000,557;1179;1688
data,1151704800000,557;3966;1688
data,1220220000000,557;11933;1688
data,1172703600000,557;3083;1688
data,1212271200000,557;4680;1689
data,1207000800000,557;2018;1689
data,1191189600000,557;1378;1690
data,1151704800000,557;16560;1690
data,1230764400000,557;14797;1690
data,1228086000000,557;2828;1690
data,1262300400000,557;999;1690
data,1228086000000,557;3878;1691
data,1298934000000,557;10337;1691
data,1238536800000,557;1897;1691
data,1280613600000,557;2068;1691
data,1214863200000,557;14443;1691
data,1254348000000,557;58;1692
data,1291158000000,558;43;1692
data,1249077600000,558;15629;1692
data,1207000800000,558;7518;1692
data,1217541600000,558;6454;1693
data,1207000800000,558;13809;1693
data,1251756000000,558;7070;1693
data,1277935200000,558;11715;1693
data,1222812000000,558;18573;1693
data,1293836400000,558;12648;1693
data,1264978800000,558;7123;1693
data,1293836400000,558;1005;1693
data,1170284400000,558;6580;1693
data,1270072800000,558;13593;1693
data,1272664800000,558;14944;1693
data,1191189600000,558;5928;1693
data,1272664800000,558;14693;1693
data,1267398000000,558;17880;1693
data,1272664800000,558;9139;1693
data,1196463600000,558;296;1694
data,1191189600000,558;14878;1694
data,1304603110191,558;8195;1694
data,1304600776512,558;11623;1694
data,1259622000000,558;5049;1694
data,1238536800000,558;59;1694
data,1143842400000,558;14946;1694
data,1241128800000,558;14851;1694
data,1222812000000,558;14898;1694
data,1157061600000,558;1014;1695
data,1270072800000,558;5285;1695
data,1249077600000,558;7831;1695
data,1228086000000,558;631;1695
data,1217541600000,558;2695;1696
data,1228086000000,558;9719;1696
data,1180648800000,558;12648;1696
data,1267398000000,558;5260;1696
data,1201820400000,558;9466;1696
data,1238536800000,558;2378;1696
data,1262300400000,558;11854;1696
data,1270072800000,558;14628;1696
data,1241128800000,558;422;1696
data,1204326000000,558;3382;1696
data,1291158000000,558;3480;1697
data,1259622000000,558;2351;1698
data,1191189600000,558;7817;1698
data,1214863200000,558;1892;1698
data,1172703600000,558;1409;1698
data,1267398000000,558;3992;1698
data,1298934000000,558;826;1698
data,1304615796077,558;877;1698
data,1225494000000,559;7891;1698
data,1293836400000,559;734;1698
data,1283292000000,559;2745;1698
data,1228086000000,559;2934;1698
data,1217541600000,559;14156;1698
data,1257030000000,559;1801;1698
data,1262300400000,559;5519;1698
data,1209592800000,560;3961;1699
data,1280613600000,560;18120;1699
data,1191189600000,560;999;1700
data,1172703600000,560;16769;1700
data,1170284400000,560;1001;1701
data,1214863200000,560;2864;1701
data,1267398000000,560;1242;1702
data,1296514800000,560;14946;1702
data,1191189600000,560;18706;1702
data,1228086000000,560;1076;1702
data,1241128800000,560;3548;1702
data,1235862000000,560;11146;1702
data,1222812000000,561;18740;1702
data,1285884000000,561;2041;1702
data,1275343200000,561;2188;1702
data,1249077600000,561;17598;1702
data,1201820400000,561;1700;1703
data,1209592800000,561;4033;1703
data,1243807200000,561;12487;1703
data,1254348000000,561;9265;1703
data,1225494000000,561;17726;1703
data,1280613600000,561;7812;1703
data,1264978800000,561;16560;1703
data,1222812000000,561;6197;1703
data,1157061600000,561;612;1704
data,1277935200000,561;7889;1704
data,1283292000000,561;4862;1704
data,1180648800000,561;472;1704
data,1259622000000,561;959;1705
data,1214863200000,561;5266;1705
data,1293836400000,561;13315;1705
data,1199142000000,561;1411;1705
data,1209592800000,561;14139;1705
data,1191189600000,561;7791;1706
data,1262300400000,561;10202;1706
data,1225494000000,561;91;1706
data,1262300400000,561;17213;1706
data,1298934000000,561;2598;1706
data,1230764400000,561;2183;1707
data,1220220000000,561;1083;1708
data,1270072800000,561;525;1708
data,1207000800000,561;6631;1709
data,1228086000000,561;9977;1709
data,1291158000000,561;5135;1709
data,1298934000000,561;967;1710
data,1204326000000,561;11958;1710
data,1267398000000,561;1462;1710
data,1283292000000,561;7935;1711
data,1262300400000,561;12515;1711
data,1167606000000,562;80;1712
data,1222812000000,562;3413;1712
data,1233442800000,562;72;1713
data,1293836400000,562;17044;1713
data,1293836400000,562;4;1713
data,1277935200000,562;7947;1713
data,1204326000000,562;10609;1713
data,1275343200000,562;14250;1713
data,1183240800000,562;7051;1713
data,1228086000000,562;1759;1714
data,1243807200000,562;14906;1714
data,1172703600000,562;7422;1714
data,1222812000000,562;51;1715
data,1288566000000,562;162;1715
data,1270072800000,562;7833;1715
data,1280613600000,562;1447;1715
data,1212271200000,562;877;1716
data,1298934000000,562;4099;1716
data,1212271200000,562;159;1717
data,1228086000000,562;2605;1718
data,1264978800000,562;3089;1718
data,1262300400000,562;16150;1718
data,1183240800000,562;1345;1718
data,1291158000000,563;3964;1718
data,1241128800000,563;7298;1718
data,1304698730679,563;2745;1718
data,1277935200000,563;412;1718
data,1151704800000,563;9458;1718
data,1230764400000,563;6376;1719
data,1264978800000,563;3870;1719
data,1214863200000,563;17390;1719
data,1164927600000,563;1911;1719
data,1241128800000,563;959;1719
data,1291158000000,563;2975;1719
data,1267398000000,563;17534;1719
data,1207000800000,563;2457;1719
data,1304600567463,563;8401;1719
data,1251756000000,563;4649;1719
data,1172703600000,563;2559;1719
data,1257030000000,563;5803;1719
data,1230764400000,563;1988;1719
data,1220220000000,563;5722;1719
data,1193871600000,563;17281;1720
data,1267398000000,563;8168;1720
data,1280613600000,563;11641;1720
data,1249077600000,563;1570;1720
data,1233442800000,563;6450;1720
data,1296514800000,563;4977;1720
data,1212271200000,563;2436;1721
data,1298934000000,563;3596;1722
data,1159653600000,563;5867;1722
data,1272664800000,563;1171;1722
data,1193871600000,563;17521;1722
data,1277935200000,563;4604;1722
data,1146434400000,563;599;1723
data,1298934000000,563;16839;1723
data,1233442800000,563;7941;1723
data,1230764400000,563;17634;1723
data,1280613600000,563;206;1723
data,1262300400000,563;12541;1723
data,1262300400000,563;5666;1723
data,1154383200000,563;789;1724
data,1293836400000,563;16184;1724
data,1291158000000,563;16977;1724
data,1209592800000,563;18611;1724
data,1272664800000,563;1934;1725
data,1246399200000,563;11042;1725
data,1143842400000,563;1399;1726
data,1230764400000,563;351;1727
data,1272664800000,563;3720;1727
data,1267398000000,563;4504;1727
data,1304703000486,563;3779;1727
data,1172703600000,563;193;1727
data,1293836400000,564;1547;1727
data,1233442800000,564;1001;1728
data,1225494000000,564;6938;1728
data,1225494000000,564;18208;1728
data,1225494000000,564;3523;1728
data,1262300400000,564;89;1729
data,1228086000000,564;14287;1729
data,1249077600000,564;9507;1729
data,1199142000000,564;5923;1729
data,1207000800000,564;2387;1729
data,1214863200000,564;5258;1729
data,1264978800000,564;2062;1729
data,1254348000000,564;6896;1730
data,1183240800000,564;1360;1731
data,1225494000000,564;18254;1731
data,1262300400000,564;17308;1731
data,1222812000000,564;451;1731
data,1288566000000,564;13454;1731
data,1304935787494,564;5525;1731
data,1204326000000,564;14323;1731
data,1207000800000,564;9423;1731
data,1241128800000,564;10741;1731
data,1280613600000,564;4712;1731
data,1222812000000,564;9469;1731
data,1220220000000,564;6765;1731
data,1241128800000,565;4979;1731
data,1291158000000,565;8595;1731
data,1264978800000,565;13066;1731
data,1214863200000,565;17534;1731
data,1296514800000,565;2341;1731
data,1214863200000,565;606;1731
data,1122847200000,565;997;1732
data,1228086000000,565;2632;1733
data,1175378400000,565;10943;1733
data,1275343200000,565;1249;1734
data,1257030000000,565;9804;1734
data,1249077600000,565;13719;1734
data,1254348000000,565;8441;1734
data,1288566000000,565;1995;1734
data,1214863200000,565;17598;1734
data,1180648800000,565;11770;1734
data,1207000800000,565;6732;1734
data,1257030000000,565;733;1735
data,1172703600000,565;599;1736
data,1254348000000,565;13257;1736
data,1264978800000,565;9419;1736
data,1228086000000,565;2673;1736
data,1214863200000,565;11122;1736
data,1296514800000,565;2974;1736
data,1212271200000,565;3945;1736
data,1270072800000,565;7941;1736
data,1154383200000,565;5908;1736
data,1214863200000,565;1356;1736
data,1188597600000,565;2938;1737
data,1235862000000,565;12508;1737
data,1283292000000,565;285;1738
data,1288566000000,565;288;1738
data,1220220000000,565;5659;1738
data,1257030000000,565;17726;1738
data,1201820400000,565;59;1739
data,1154383200000,566;14581;1739
data,1254348000000,566;15639;1739
data,1204326000000,566;3488;1740
data,1246399200000,566;1353;1740
data,1246399200000,566;9576;1740
data,1259622000000,567;4219;1740
data,1214863200000,567;1919;1740
data,1257030000000,567;355;1741
data,1280613600000,567;4052;1741
data,1264978800000,567;10211;1741
data,1201820400000,567;18735;1741
data,1233442800000,567;785;1741
data,1304596570406,567;14288;1741
data,1296514800000,567;5692;1741
data,1275343200000,567;720;1742
data,1249077600000,567;18120;1742
data,1230764400000,567;5653;1742
data,1277935200000,567;1883;1742
data,1277935200000,567;5499;1742
data,1272664800000,567;718;1742
data,1159653600000,567;14516;1742
data,1283292000000,567;945;1742
data,1207000800000,567;188;1743
data,1199142000000,567;2467;1743
data,1251756000000,567;15087;1743
data,1180648800000,567;2137;1743
data,1251756000000,567;2206;1743
data,1272664800000,567;18573;1743
data,1217541600000,567;11769;1743
data,1291158000000,567;11042;1744
data,1283292000000,567;4000;1744
data,1193871600000,567;7324;1744
data,1285884000000,567;8101;1745
data,1296514800000,567;11703;1745
data,1291158000000,567;540;1746
data,1275343200000,567;2941;1746
data,1262300400000,567;10831;1746
data,1277935200000,567;4278;1747
data,1275343200000,567;5429;1747
data,1277935200000,567;49;1747
data,1225494000000,567;16255;1747
data,1209592800000,567;889;1748
data,1264978800000,567;10523;1748
data,1175378400000,567;6137;1749
data,1217541600000,567;840;1749
data,1196463600000,567;2811;1749
data,1267398000000,567;2607;1749
data,1264978800000,568;17484;1749
data,1209592800000,568;9905;1749
data,1180648800000,568;16134;1749
data,1177970400000,568;13401;1749
data,1277935200000,568;8224;1749
data,1164927600000,568;5641;1749
data,1175378400000,568;6574;1749
data,1304605859350,569;6442;1749
data,1222812000000,569;12351;1750
data,1246399200000,569;18541;1750
data,1249077600000,569;3291;1750
data,1293836400000,569;7331;1750
data,1293836400000,569;3717;1750
data,1288566000000,569;7725;1751
data,1243807200000,569;10806;1751
data,1257030000000,569;9642;1751
data,1304608287875,569;4118;1752
data,1259622000000,569;5135;1752
data,1196463600000,569;11196;1752
data,1283292000000,569;4402;1753
data,1272664800000,569;16531;1753
data,1251756000000,569;5631;1753
data,1241128800000,569;8047;1754
data,1191189600000,569;10252;1754
data,1209592800000,569;4228;1754
data,1298934000000,569;209;1755
data,1204326000000,569;10227;1755
data,1280613600000,569;17726;1755
data,1243807200000,569;8401;1755
data,1214863200000,569;138;1755
data,1191189600000,569;877;1756
data,1214863200000,569;65;1757
data,1241128800000,569;18331;1757
data,1249077600000,569;5571;1757
data,1230764400000,569;15865;1757
data,1141167600000,569;11466;1757
data,1193871600000,569;6778;1758
data,1283292000000,569;804;1758
data,1280613600000,569;14239;1759
data,1304934714925,570;14634;1759
data,1212271200000,570;2387;1759
data,1214863200000,570;17559;1759
data,1272664800000,570;3588;1760
data,1180648800000,570;4849;1760
data,1277935200000,570;4193;1760
data,1214863200000,570;7927;1761
data,1228086000000,570;10067;1761
data,1291158000000,570;6364;1761
data,1293836400000,570;8918;1762
data,1304603072712,570;7493;1762
data,1293836400000,570;375;1763
data,1146434400000,570;717;1763
data,1243807200000,570;1360;1764
data,1254348000000,571;913;1765
data,1222812000000,571;8555;1766
data,1249077600000,571;1011;1766
data,1283292000000,571;5583;1766
data,1162335600000,571;6634;1766
data,1185919200000,571;15422;1766
data,1259622000000,571;13329;1766
data,1170284400000,571;5660;1766
data,1138748400000,571;1468;1767
data,1293836400000,571;7722;1767
data,1259622000000,571;424;1768
data,1222812000000,572;632;1768
data,1249077600000,572;546;1768
data,1264978800000,572;6257;1768
data,1280613600000,572;2514;1768
data,1298934000000,572;2468;1768
data,1167606000000,572;615;1769
data,1199142000000,572;6201;1769
data,1251756000000,572;1279;1769
data,1283292000000,572;17166;1769
data,1162335600000,572;820;1769
data,1222812000000,572;4308;1769
data,1262300400000,572;16138;1769
data,1264978800000,572;1187;1769
data,1277935200000,572;417;1769
data,1296514800000,572;5124;1770
data,1193871600000,572;364;1770
data,1193871600000,572;11336;1771
data,1230764400000,572;13211;1771
data,1241128800000,572;16010;1771
data,1204326000000,572;7342;1771
data,1177970400000,572;67;1772
data,1209592800000,572;14852;1772
data,1283292000000,573;1689;1772
data,1230764400000,573;13735;1772
data,1191189600000,573;11425;1772
data,1241128800000,573;2471;1772
data,1243807200000,573;1960;1773
data,1296514800000,573;1366;1774
data,1254348000000,573;12742;1774
data,1191189600000,573;9980;1775
data,1204326000000,573;7469;1776
data,1280613600000,573;12113;1776
data,1259622000000,573;15504;1776
data,1296514800000,573;412;1777
data,1243807200000,573;10658;1777
data,1230764400000,573;6568;1777
data,1241128800000,573;5040;1777
data,1280613600000,573;4000;1777
data,1222812000000,573;16662;1777
data,1214863200000,573;1708;1777
data,1233442800000,573;12628;1777
data,1235862000000,573;5509;1777
data,1214863200000,573;3506;1778
data,1172703600000,573;5105;1778
data,1304705448507,573;472;1779
data,1249077600000,573;2288;1779
data,1230764400000,573;15445;1779
data,1272664800000,573;12939;1779
data,1241128800000,573;15460;1779
data,1230764400000,573;4047;1779
data,1264978800000,573;6276;1779
data,1257030000000,573;1006;1780
data,1183240800000,573;16754;1780
data,1251756000000,573;4647;1780
data,1296514800000,573;3656;1780
data,1146434400000,573;11597;1780
data,1188597600000,573;1006;1780
data,1157061600000,573;5189;1780
data,1220220000000,573;979;1780
data,1251756000000,573;6197;1780
data,1172703600000,573;3493;1780
data,1280613600000,573;12930;1780
data,1291158000000,573;10202;1780
data,1275343200000,573;229;1781
data,1220220000000,573;1044;1782
data,1180648800000,573;15986;1782
data,1220220000000,573;10311;1783
data,1214863200000,573;2859;1783
data,1304698341558,573;13690;1783
data,1214863200000,573;11927;1783
data,1277935200000,573;1853;1783
data,1298934000000,573;15325;1783
data,1222812000000,573;15135;1783
data,1175378400000,573;8599;1783
data,1225494000000,573;4543;1784
data,1304615811611,573;8905;1784
data,1183240800000,573;12690;1784
data,1293836400000,573;12164;1784
data,1257030000000,573;5139;1784
data,1304672850021,573;3380;1784
data,1249077600000,573;3019;1784
data,1133391600000,573;11801;1784
data,1264978800000,573;12504;1784
data,1267398000000,574;8566;1784
data,1191189600000,574;3119;1785
data,1288566000000,574;7855;1785
data,1235862000000,574;11857;1785
data,1199142000000,574;4167;1785
data,1291158000000,574;6222;1785
data,1241128800000,575;27;1785
data,1233442800000,575;7927;1785
data,1243807200000,575;10174;1785
data,1291158000000,575;13139;1785
data,1228086000000,575;475;1786
data,1172703600000,575;2467;1786
data,1214863200000,575;715;1786
data,1246399200000,575;3953;1787
data,1180648800000,575;734;1787
data,1277935200000,575;6262;1787
data,1272664800000,575;17813;1787
data,1280613600000,575;220;1788
data,1233442800000,575;1264;1788
data,1296514800000,575;5118;1788
data,1291158000000,575;11891;1788
data,1196463600000,575;3112;1788
data,1209592800000,575;18460;1788
data,1275343200000,575;10576;1788
data,1217541600000,576;5815;1788
data,1143842400000,576;2745;1789
data,1249077600000,576;12369;1790
data,1204326000000,576;18735;1790
data,1285884000000,576;852;1790
data,1207000800000,576;7793;1791
data,1233442800000,576;13129;1791
data,1280613600000,577;3973;1792
data,1220220000000,578;2468;1792
data,1262300400000,578;16113;1792
