
New Run at  09/15/2015 00:40:43
, Time,RandomReward; CoLinReward; LinUCBReward; GOBLinReward
data,1180648800000,2889;20587;19391;21351
data,1175378400000,2890;20599;19403;21364
data,1257030000000,2894;20610;19418;21377
data,1288566000000,2895;20619;19428;21386
data,1293836400000,2895;20638;19447;21406
data,1228086000000,2898;20654;19467;21424
data,1280613600000,2900;20674;19487;21442
data,1272664800000,2902;20688;19505;21459
data,1238536800000,2905;20708;19522;21480
data,1257030000000,2907;20726;19541;21499
data,1222812000000,2908;20736;19552;21508
data,1267398000000,2909;20756;19574;21527
data,1291158000000,2910;20773;19592;21542
data,1209592800000,2911;20789;19608;21559
data,1204326000000,2911;20801;19617;21570
data,1159653600000,2912;20815;19629;21583
data,1225494000000,2913;20829;19646;21598
data,1238536800000,2916;20844;19662;21613
data,1233442800000,2917;20857;19673;21625
data,1207000800000,2918;20879;19697;21647
data,1262300400000,2920;20897;19711;21666
data,1280613600000,2921;20913;19728;21686
data,1214863200000,2924;20927;19742;21698
data,1162335600000,2926;20945;19759;21716
data,1291158000000,2926;20965;19774;21735
data,1291158000000,2929;20980;19792;21752
data,1288566000000,2932;20998;19809;21772
data,1254348000000,2933;21013;19828;21790
data,1275343200000,2934;21032;19846;21810
data,1298934000000,2935;21049;19863;21827
data,1193871600000,2936;21061;19872;21837
data,1259622000000,2938;21080;19888;21855
data,1175378400000,2939;21094;19900;21869
data,1288566000000,2945;21113;19917;21886
data,1272664800000,2946;21126;19933;21902
data,1233442800000,2947;21139;19946;21917
data,1233442800000,2949;21153;19960;21934
data,1204326000000,2955;21169;19977;21949
data,1241128800000,2956;21183;19994;21964
data,1243807200000,2959;21200;20008;21982
data,1238536800000,2959;21211;20022;21997
data,1238536800000,2961;21227;20038;22013
data,1183240800000,2965;21241;20052;22027
data,1304698722117,2969;21257;20067;22041
data,1151704800000,2969;21269;20078;22054
data,1204326000000,2971;21283;20088;22068
data,1291158000000,2972;21296;20101;22082
data,1251756000000,2974;21311;20117;22097
data,1201820400000,2975;21323;20127;22109
data,1293836400000,2978;21349;20153;22133
data,1304599307113,2982;21364;20170;22149
data,1249077600000,2983;21378;20186;22164
data,1214863200000,2983;21398;20204;22183
data,1254348000000,2986;21416;20220;22199
data,1170284400000,2986;21427;20229;22209
data,1257030000000,2988;21440;20244;22223
data,1272664800000,2989;21455;20257;22237
data,1249077600000,2989;21468;20272;22253
data,1296514800000,2991;21486;20289;22272
data,1298934000000,2991;21495;20298;22280
data,1188597600000,2993;21512;20317;22298
data,1283292000000,2996;21530;20336;22316
data,1225494000000,2996;21542;20348;22330
data,1304604399504,2997;21553;20365;22343
data,1209592800000,2999;21570;20382;22361
data,1251756000000,3002;21582;20392;22373
data,1167606000000,3005;21595;20407;22388
data,1201820400000,3010;21609;20422;22403
data,1296514800000,3013;21623;20438;22417
data,1291158000000,3013;21634;20450;22428
data,1283292000000,3014;21648;20465;22442
data,1243807200000,3018;21662;20481;22455
data,1293836400000,3019;21671;20489;22465
data,1162335600000,3019;21684;20503;22480
data,1262300400000,3019;21702;20521;22497
data,1228086000000,3021;21719;20541;22518
data,1296514800000,3023;21739;20564;22540
data,1241128800000,3024;21757;20583;22554
data,1238536800000,3026;21772;20603;22573
data,1304672091230,3028;21788;20620;22590
data,1275343200000,3029;21804;20634;22607
data,1230764400000,3031;21821;20653;22624
data,1285884000000,3033;21840;20671;22646
data,1267398000000,3034;21857;20686;22664
data,1272664800000,3036;21873;20702;22679
data,1238536800000,3038;21888;20719;22698
data,1214863200000,3040;21901;20732;22712
data,1249077600000,3041;21915;20748;22728
data,1164927600000,3044;21925;20759;22739
data,1270072800000,3046;21941;20772;22758
data,1225494000000,3048;21957;20788;22775
data,1272664800000,3050;21966;20797;22786
data,1262300400000,3051;21977;20807;22797
data,1283292000000,3052;21994;20821;22811
data,1177970400000,3054;22010;20835;22828
data,1272664800000,3055;22020;20843;22837
data,1291158000000,3056;22037;20859;22855
data,1235862000000,3060;22054;20877;22873
data,1212271200000,3061;22070;20895;22893
data,1285884000000,3065;22090;20915;22914
data,1280613600000,3067;22105;20932;22927
data,1264978800000,3070;22120;20945;22941
data,1296514800000,3072;22146;20971;22968
data,1291158000000,3074;22159;20987;22979
data,1283292000000,3075;22176;21004;22999
data,1298934000000,3078;22195;21023;23018
data,1217541600000,3082;22212;21038;23035
data,1217541600000,3084;22226;21052;23049
data,1154383200000,3086;22241;21068;23065
data,1267398000000,3088;22253;21080;23080
data,1251756000000,3093;22270;21093;23097
data,1249077600000,3095;22286;21108;23113
data,1285884000000,3098;22300;21121;23129
data,1235862000000,3098;22314;21135;23144
data,1280613600000,3098;22330;21150;23160
data,1298934000000,3101;22348;21167;23177
data,1220220000000,3103;22366;21185;23195
data,1154383200000,3105;22382;21202;23210
data,1225494000000,3106;22401;21222;23229
data,1298934000000,3106;22418;21240;23242
data,1296514800000,3108;22431;21253;23258
data,1191189600000,3110;22445;21265;23273
data,1241128800000,3112;22459;21281;23286
data,1230764400000,3113;22476;21296;23303
data,1209592800000,3116;22496;21312;23325
data,1262300400000,3117;22511;21327;23343
data,1298934000000,3121;22526;21346;23360
data,1225494000000,3123;22539;21359;23372
data,1298934000000,3125;22559;21379;23391
data,1170284400000,3125;22574;21394;23409
data,1298934000000,3128;22585;21408;23424
data,1277935200000,3128;22598;21422;23438
data,1291158000000,3129;22612;21435;23452
data,1217541600000,3132;22629;21451;23471
data,1251756000000,3134;22636;21460;23482
data,1220220000000,3136;22647;21470;23492
data,1220220000000,3139;22664;21486;23511
data,1288566000000,3142;22677;21499;23525
data,1204326000000,3143;22695;21513;23542
data,1196463600000,3145;22705;21523;23553
data,1222812000000,3147;22725;21541;23574
data,1283292000000,3148;22738;21551;23585
data,1183240800000,3149;22748;21561;23597
data,1207000800000,3152;22762;21574;23611
data,1257030000000,3155;22778;21590;23626
data,1277935200000,3157;22788;21600;23635
data,1238536800000,3161;22797;21609;23643
data,1277935200000,3162;22810;21621;23659
data,1196463600000,3163;22823;21633;23671
data,1162335600000,3167;22839;21649;23686
data,1277935200000,3168;22856;21664;23704
data,1304605864731,3170;22869;21676;23714
data,1214863200000,3171;22888;21698;23734
data,1254348000000,3172;22902;21712;23751
data,1193871600000,3173;22913;21726;23763
data,1212271200000,3174;22928;21740;23777
data,1267398000000,3174;22944;21757;23793
data,1241128800000,3176;22963;21773;23812
data,1212271200000,3177;22979;21790;23830
data,1238536800000,3180;22998;21811;23851
data,1264978800000,3181;23019;21831;23871
data,1254348000000,3182;23037;21847;23887
data,1251756000000,3182;23047;21858;23898
data,1304609569269,3184;23064;21872;23912
data,1133391600000,3186;23084;21892;23934
data,1228086000000,3191;23099;21908;23950
data,1277935200000,3193;23110;21918;23963
data,1304934687663,3195;23123;21929;23976
data,1267398000000,3195;23135;21939;23988
data,1217541600000,3196;23145;21950;23999
data,1249077600000,3198;23159;21965;24012
data,1228086000000,3201;23173;21980;24027
data,1267398000000,3205;23192;21998;24045
data,1275343200000,3206;23211;22011;24065
data,1277935200000,3208;23225;22028;24078
data,1304606204644,3209;23238;22041;24093
data,1201820400000,3209;23249;22054;24105
data,1212271200000,3212;23265;22071;24120
data,1241128800000,3216;23282;22087;24136
data,1275343200000,3218;23298;22104;24154
data,1285884000000,3218;23315;22121;24171
data,1201820400000,3221;23331;22135;24188
data,1214863200000,3224;23343;22149;24202
data,1222812000000,3226;23363;22169;24221
data,1217541600000,3229;23372;22178;24231
data,1196463600000,3229;23387;22191;24246
data,1212271200000,3230;23403;22208;24260
data,1167606000000,3230;23415;22221;24271
data,1304600587104,3232;23430;22237;24287
data,1238536800000,3233;23441;22251;24298
data,1138748400000,3234;23459;22270;24317
data,1257030000000,3235;23468;22281;24327
data,1257030000000,3237;23486;22298;24345
data,1233442800000,3239;23504;22317;24365
data,1246399200000,3243;23521;22332;24381
data,1191189600000,3245;23534;22346;24396
data,1296514800000,3248;23547;22359;24410
data,1162335600000,3251;23560;22371;24424
data,1272664800000,3251;23570;22381;24436
data,1146434400000,3252;23587;22398;24454
data,1235862000000,3252;23602;22411;24469
data,1193871600000,3254;23620;22426;24484
data,1217541600000,3255;23634;22440;24500
data,1259622000000,3255;23648;22450;24516
data,1170284400000,3256;23669;22470;24538
data,1288566000000,3258;23682;22482;24549
data,1264978800000,3261;23697;22498;24564
data,1280613600000,3264;23709;22508;24575
data,1207000800000,3266;23728;22525;24592
data,1175378400000,3268;23740;22536;24606
data,1298934000000,3272;23757;22553;24623
data,1177970400000,3274;23767;22563;24633
data,1201820400000,3277;23776;22573;24644
data,1193871600000,3277;23792;22591;24660
data,1222812000000,3277;23812;22609;24677
data,1285884000000,3280;23823;22618;24689
data,1254348000000,3281;23837;22633;24702
data,1185919200000,3284;23853;22647;24716
data,1249077600000,3288;23865;22659;24727
data,1233442800000,3289;23882;22677;24742
data,1285884000000,3292;23902;22699;24763
data,1204326000000,3292;23920;22715;24780
data,1193871600000,3295;23941;22734;24799
data,1288566000000,3298;23954;22747;24812
data,1183240800000,3300;23968;22762;24826
data,1272664800000,3300;23978;22777;24837
data,1238536800000,3302;23989;22790;24848
data,1225494000000,3303;24003;22804;24859
data,1136070000000,3303;24019;22819;24878
data,1272664800000,3306;24028;22826;24888
data,1246399200000,3306;24044;22843;24905
data,1222812000000,3308;24062;22862;24923
data,1264978800000,3311;24075;22877;24936
data,1185919200000,3316;24093;22893;24956
data,1264978800000,3319;24111;22912;24975
data,1275343200000,3323;24128;22928;24990
data,1254348000000,3324;24139;22939;25003
data,1233442800000,3327;24153;22953;25019
data,1204326000000,3328;24170;22970;25035
data,1270072800000,3329;24184;22983;25046
data,1241128800000,3331;24197;23000;25061
data,1293836400000,3336;24219;23023;25083
data,1288566000000,3340;24235;23040;25100
data,1235862000000,3343;24248;23053;25114
data,1298934000000,3349;24259;23062;25126
data,1280613600000,3352;24278;23079;25145
data,1298934000000,3356;24294;23098;25161
data,1201820400000,3361;24311;23114;25180
data,1233442800000,3362;24331;23133;25199
data,1304701311256,3362;24348;23157;25220
data,1172703600000,3366;24361;23172;25236
data,1175378400000,3366;24372;23182;25248
data,1162335600000,3369;24386;23197;25263
data,1159653600000,3372;24401;23212;25278
data,1259622000000,3375;24416;23228;25295
data,1172703600000,3376;24429;23243;25309
data,1304596460125,3377;24444;23259;25324
data,1196463600000,3379;24462;23277;25341
data,1170284400000,3380;24479;23293;25360
data,1177970400000,3384;24497;23308;25377
data,1267398000000,3385;24511;23325;25393
data,1204326000000,3387;24529;23341;25409
data,1196463600000,3387;24540;23352;25421
data,1259622000000,3387;24558;23369;25439
data,1172703600000,3389;24575;23388;25458
data,1270072800000,3391;24596;23410;25480
data,1188597600000,3394;24607;23420;25489
data,1212271200000,3394;24619;23431;25501
data,1125525600000,3394;24634;23448;25517
data,1304603407027,3395;24651;23464;25536
data,1251756000000,3398;24666;23479;25550
data,1296514800000,3399;24682;23491;25568
data,1235862000000,3402;24701;23509;25588
data,1233442800000,3403;24716;23528;25608
data,1191189600000,3404;24734;23546;25627
data,1204326000000,3407;24747;23561;25642
data,1230764400000,3408;24767;23579;25660
data,1275343200000,3410;24785;23594;25678
data,1214863200000,3413;24796;23607;25693
data,1235862000000,3416;24813;23622;25708
data,1267398000000,3417;24825;23635;25721
data,1241128800000,3420;24842;23649;25736
data,1243807200000,3422;24858;23665;25752
data,1285884000000,3423;24871;23679;25766
data,1243807200000,3423;24883;23691;25782
data,1254348000000,3426;24894;23706;25798
data,1243807200000,3429;24908;23720;25812
data,1228086000000,3431;24923;23736;25827
data,1151704800000,3433;24938;23752;25843
data,1293836400000,3436;24954;23766;25859
data,1172703600000,3436;24974;23786;25879
data,1201820400000,3440;24981;23793;25887
data,1207000800000,3441;24997;23807;25903
data,1130799600000,3444;25009;23821;25916
data,1283292000000,3446;25024;23835;25934
data,1243807200000,3450;25039;23850;25953
data,1199142000000,3453;25054;23863;25968
data,1209592800000,3455;25079;23887;25993
data,1207000800000,3457;25095;23902;26004
data,1209592800000,3458;25106;23913;26015
data,1283292000000,3459;25127;23932;26034
data,1162335600000,3459;25135;23942;26041
data,1204326000000,3461;25150;23960;26059
data,1188597600000,3465;25167;23977;26076
data,1291158000000,3465;25182;23993;26091
data,1262300400000,3466;25195;24007;26105
data,1122847200000,3470;25212;24025;26123
data,1257030000000,3471;25228;24040;26138
data,1277935200000,3471;25246;24058;26153
data,1272664800000,3471;25259;24073;26166
data,1217541600000,3474;25277;24090;26184
data,1220220000000,3476;25295;24105;26200
data,1285884000000,3478;25308;24117;26213
data,1222812000000,3480;25326;24134;26229
data,1288566000000,3481;25346;24155;26250
data,1293836400000,3485;25362;24170;26267
data,1291158000000,3489;25380;24190;26288
data,1204326000000,3489;25398;24209;26306
data,1262300400000,3492;25419;24230;26325
data,1230764400000,3494;25438;24247;26342
data,1228086000000,3496;25451;24261;26356
data,1298934000000,3499;25464;24275;26370
data,1262300400000,3500;25480;24287;26384
data,1212271200000,3502;25497;24303;26401
data,1257030000000,3504;25516;24323;26423
data,1172703600000,3505;25529;24333;26437
data,1217541600000,3508;25547;24347;26455
data,1272664800000,3510;25570;24366;26476
data,1177970400000,3513;25582;24378;26488
data,1246399200000,3513;25598;24392;26507
data,1212271200000,3516;25616;24409;26521
data,1251756000000,3519;25630;24424;26534
data,1262300400000,3521;25645;24439;26548
data,1162335600000,3521;25668;24464;26570
data,1293836400000,3522;25684;24484;26587
data,1167606000000,3525;25699;24502;26606
data,1204326000000,3528;25721;24524;26628
data,1214863200000,3528;25736;24539;26641
data,1183240800000,3531;25750;24554;26656
data,1188597600000,3534;25767;24571;26673
data,1243807200000,3536;25786;24589;26692
data,1304606153870,3537;25803;24603;26708
data,1180648800000,3539;25821;24621;26725
data,1304698344437,3542;25835;24635;26740
data,1288566000000,3542;25850;24651;26755
data,1304689007291,3543;25869;24669;26773
data,1133391600000,3544;25884;24685;26787
data,1225494000000,3545;25898;24699;26801
data,1228086000000,3546;25913;24715;26815
data,1191189600000,3547;25922;24728;26826
data,1243807200000,3548;25937;24742;26840
data,1222812000000,3549;25950;24754;26854
data,1191189600000,3549;25960;24762;26863
data,1304689082263,3549;25975;24777;26878
data,1272664800000,3551;25988;24790;26890
data,1280613600000,3554;26009;24809;26909
data,1212271200000,3554;26026;24827;26925
data,1238536800000,3556;26044;24845;26940
data,1222812000000,3557;26060;24864;26957
data,1267398000000,3557;26076;24881;26973
data,1267398000000,3559;26091;24897;26990
data,1270072800000,3560;26111;24916;27007
data,1262300400000,3562;26125;24928;27019
data,1128117600000,3564;26142;24947;27036
data,1272664800000,3565;26161;24966;27055
data,1257030000000,3567;26174;24982;27071
data,1270072800000,3571;26186;24996;27085
data,1212271200000,3572;26197;25007;27098
data,1207000800000,3580;26212;25024;27115
data,1212271200000,3582;26222;25034;27124
data,1288566000000,3584;26239;25053;27143
data,1285884000000,3588;26250;25063;27153
data,1288566000000,3590;26265;25075;27168
data,1291158000000,3591;26278;25088;27182
data,1201820400000,3597;26288;25097;27193
data,1214863200000,3598;26306;25113;27211
data,1267398000000,3598;26319;25128;27224
data,1143842400000,3599;26335;25146;27238
data,1254348000000,3600;26352;25161;27256
data,1170284400000,3602;26366;25176;27270
data,1141167600000,3604;26375;25186;27282
data,1296514800000,3606;26387;25202;27297
data,1304614247296,3608;26398;25214;27309
data,1188597600000,3608;26412;25227;27324
data,1267398000000,3609;26427;25245;27342
data,1207000800000,3613;26440;25260;27356
data,1251756000000,3614;26453;25273;27369
data,1214863200000,3614;26470;25289;27385
data,1293836400000,3615;26483;25301;27398
data,1220220000000,3617;26498;25316;27414
data,1238536800000,3618;26517;25336;27435
data,1191189600000,3619;26533;25351;27451
data,1138748400000,3621;26543;25364;27467
data,1201820400000,3624;26555;25379;27481
data,1283292000000,3627;26569;25392;27494
data,1233442800000,3632;26584;25407;27510
data,1238536800000,3635;26597;25423;27527
data,1304702087024,3638;26612;25438;27542
data,1272664800000,3639;26625;25448;27555
data,1285884000000,3641;26641;25466;27570
data,1267398000000,3645;26655;25480;27584
data,1201820400000,3647;26670;25495;27599
data,1241128800000,3648;26683;25506;27608
data,1180648800000,3651;26698;25521;27623
data,1122847200000,3651;26717;25541;27641
data,1243807200000,3652;26737;25562;27661
data,1267398000000,3652;26761;25584;27682
data,1277935200000,3657;26779;25605;27703
data,1259622000000,3659;26796;25620;27722
data,1167606000000,3663;26810;25635;27739
data,1259622000000,3663;26822;25648;27753
data,1212271200000,3665;26838;25663;27772
data,1175378400000,3668;26853;25677;27787
data,1128117600000,3669;26872;25695;27810
data,1285884000000,3669;26891;25713;27829
data,1249077600000,3672;26904;25728;27843
data,1212271200000,3673;26918;25740;27855
data,1233442800000,3677;26934;25756;27871
data,1246399200000,3679;26948;25772;27884
data,1230764400000,3679;26961;25786;27896
data,1220220000000,3682;26984;25807;27915
data,1185919200000,3683;27005;25827;27937
data,1212271200000,3684;27016;25838;27949
data,1220220000000,3687;27034;25856;27967
data,1267398000000,3691;27046;25865;27977
data,1209592800000,3692;27063;25884;27994
data,1185919200000,3694;27077;25899;28009
data,1222812000000,3696;27093;25916;28025
data,1238536800000,3697;27108;25930;28043
data,1304603061216,3700;27119;25941;28055
data,1267398000000,3703;27137;25960;28073
data,1225494000000,3708;27156;25979;28090
data,1212271200000,3709;27172;25994;28105
data,1222812000000,3712;27189;26013;28122
data,1167606000000,3713;27210;26032;28142
data,1275343200000,3714;27223;26047;28157
data,1272664800000,3716;27247;26067;28180
data,1209592800000,3720;27257;26077;28190
data,1262300400000,3722;27277;26097;28209
data,1122847200000,3723;27295;26114;28225
data,1254348000000,3723;27307;26128;28238
data,1267398000000,3724;27322;26146;28253
data,1243807200000,3727;27328;26153;28258
data,1254348000000,3729;27342;26170;28273
data,1267398000000,3730;27359;26186;28290
data,1196463600000,3730;27377;26200;28309
data,1283292000000,3730;27392;26214;28326
data,1225494000000,3730;27400;26222;28335
data,1201820400000,3732;27419;26236;28351
data,1270072800000,3733;27436;26252;28368
data,1298934000000,3734;27451;26266;28382
data,1172703600000,3736;27465;26281;28396
data,1196463600000,3736;27477;26293;28407
data,1257030000000,3737;27492;26308;28424
data,1277935200000,3741;27504;26323;28436
data,1264978800000,3742;27513;26333;28444
data,1220220000000,3745;27526;26351;28460
data,1212271200000,3750;27546;26372;28481
data,1291158000000,3751;27565;26393;28501
data,1141167600000,3751;27581;26409;28516
data,1241128800000,3756;27602;26430;28538
data,1254348000000,3758;27620;26443;28555
data,1199142000000,3763;27637;26459;28572
data,1285884000000,3764;27653;26477;28588
data,1280613600000,3766;27670;26495;28608
data,1288566000000,3766;27687;26511;28624
data,1254348000000,3767;27701;26525;28638
data,1272664800000,3772;27718;26541;28656
data,1243807200000,3775;27735;26559;28674
data,1251756000000,3777;27749;26572;28690
data,1212271200000,3777;27760;26583;28702
data,1270072800000,3780;27776;26597;28719
data,1267398000000,3784;27791;26616;28736
data,1285884000000,3785;27810;26633;28752
data,1249077600000,3789;27823;26648;28765
data,1162335600000,3792;27840;26667;28781
data,1275343200000,3793;27858;26685;28797
data,1225494000000,3796;27878;26709;28819
data,1280613600000,3796;27892;26724;28833
data,1280613600000,3801;27906;26737;28847
data,1193871600000,3804;27918;26749;28860
data,1259622000000,3805;27930;26764;28877
data,1291158000000,3806;27946;26782;28893
data,1241128800000,3807;27961;26796;28909
data,1201820400000,3808;27978;26814;28927
data,1259622000000,3810;27993;26832;28944
data,1162335600000,3812;28007;26848;28959
data,1230764400000,3814;28021;26864;28974
data,1217541600000,3815;28040;26884;28994
data,1283292000000,3817;28054;26898;29007
data,1212271200000,3820;28070;26916;29027
data,1267398000000,3820;28090;26937;29047
data,1201820400000,3821;28106;26951;29062
data,1257030000000,3825;28126;26968;29080
data,1293836400000,3826;28139;26983;29094
data,1191189600000,3826;28153;26997;29109
data,1267398000000,3829;28168;27012;29123
data,1217541600000,3830;28185;27030;29142
data,1204326000000,3832;28199;27043;29155
data,1228086000000,3836;28210;27055;29167
data,1220220000000,3838;28225;27071;29182
data,1212271200000,3839;28241;27088;29199
data,1257030000000,3839;28258;27106;29216
data,1212271200000,3840;28266;27115;29224
