Êı¾İ½á¹ûÊÇ´íÎóµÄ
New Run at  12/22/2016 16:02:09
, Time, RandomReward; LinUCBReward; 
data,1170284400000,672;18382;2107
data,1259622000000,672;8122;2107
data,1220220000000,672;13215;2107
data,1141167600000,672;8270;2107
data,1259622000000,672;7911;2107
data,1230764400000,672;16163;2107
data,1296514800000,672;15771;2107
data,1293836400000,672;154;2108
data,1283292000000,672;419;2108
data,1285884000000,672;9966;2108
data,1217541600000,672;9265;2108
data,1277935200000,672;5728;2108
data,1270072800000,673;1951;2108
data,1235862000000,673;13139;2108
data,1217541600000,673;18515;2108
data,1293836400000,673;2723;2108
data,1193871600000,673;6034;2108
data,1264978800000,673;8681;2108
data,1288566000000,673;3889;2108
data,1209592800000,673;6570;2108
data,1201820400000,673;61;2109
data,1285884000000,673;13214;2109
data,1214863200000,673;3556;2109
data,1204326000000,673;12180;2109
data,1172703600000,673;11905;2109
data,1154383200000,673;225;2110
data,1283292000000,673;3771;2111
data,1177970400000,673;17221;2111
data,1196463600000,674;4337;2111
data,1277935200000,675;634;2111
data,1136070000000,675;6579;2111
data,1267398000000,675;1719;2111
data,1257030000000,675;173;2112
data,1272664800000,675;10961;2112
data,1212271200000,675;18566;2112
data,1225494000000,675;13888;2112
data,1241128800000,675;222;2112
data,1254348000000,675;311;2112
data,1191189600000,675;993;2112
data,1272664800000,675;8880;2112
data,1275343200000,675;15122;2112
data,1201820400000,675;2206;2112
data,1257030000000,675;12323;2112
data,1285884000000,675;3576;2112
data,1214863200000,675;1504;2112
data,1193871600000,675;15614;2112
data,1230764400000,675;1866;2112
data,1275343200000,676;10581;2112
data,1270072800000,676;2855;2112
data,1296514800000,676;5412;2112
data,1304602805414,676;1031;2112
data,1183240800000,676;774;2112
data,1275343200000,676;11122;2112
data,1172703600000,676;1803;2113
data,1222812000000,676;3122;2113
data,1277935200000,676;14852;2113
data,1280613600000,676;542;2113
data,1288566000000,676;3030;2114
data,1204326000000,676;11034;2114
data,1288566000000,676;3641;2114
data,1275343200000,676;320;2114
data,1238536800000,676;6357;2114
data,1262300400000,676;8501;2114
data,1285884000000,676;1331;2114
data,1233442800000,676;2580;2114
data,1264978800000,677;4572;2114
data,1209592800000,678;632;2115
data,1177970400000,678;1960;2115
data,1288566000000,678;10715;2115
data,1270072800000,678;15191;2115
data,1288566000000,678;3079;2115
data,1212271200000,678;6955;2115
data,1230764400000,678;8764;2115
data,1138748400000,678;207;2116
data,1275343200000,678;1666;2116
data,1272664800000,678;15949;2116
data,1285884000000,678;14953;2116
data,1217541600000,678;18382;2116
data,1235862000000,678;9630;2116
data,1267398000000,678;10572;2116
data,1214863200000,679;9160;2116
data,1235862000000,679;493;2116
data,1214863200000,679;14969;2116
data,1257030000000,679;3718;2116
data,1235862000000,679;1179;2116
data,1267398000000,679;8479;2116
data,1172703600000,679;190;2117
data,1207000800000,679;8482;2117
data,1196463600000,679;425;2117
data,1209592800000,679;1705;2117
data,1254348000000,679;9505;2117
data,1209592800000,679;6997;2117
data,1280613600000,679;8384;2117
data,1267398000000,679;6254;2117
data,1193871600000,679;70;2118
data,1270072800000,679;16394;2118
data,1304676883767,679;3097;2118
data,1207000800000,679;14969;2118
data,1280613600000,679;2597;2118
data,1257030000000,679;4047;2118
data,1249077600000,679;8276;2118
data,1272664800000,679;190;2119
data,1235862000000,679;5608;2119
data,1259622000000,679;1515;2119
data,1254348000000,679;16411;2119
data,1277935200000,679;10876;2119
data,1243807200000,679;209;2120
data,1267398000000,679;562;2121
data,1230764400000,679;5014;2121
data,1199142000000,679;18458;2121
data,1249077600000,679;16591;2121
data,1272664800000,679;7831;2121
data,1243807200000,679;15871;2121
data,1270072800000,679;1046;2121
data,1264978800000,679;15599;2121
data,1275343200000,679;4998;2121
data,1207000800000,679;65;2122
data,1222812000000,679;13533;2122
data,1207000800000,679;16134;2122
data,1272664800000,679;10565;2122
data,1283292000000,679;10943;2122
data,1217541600000,679;13967;2122
data,1162335600000,679;1183;2122
data,1209592800000,679;14860;2122
data,1204326000000,680;5937;2122
data,1254348000000,680;11055;2122
data,1217541600000,680;17559;2122
data,1159653600000,680;2214;2122
data,1275343200000,680;16852;2122
data,1228086000000,680;99;2122
data,1175378400000,680;1183;2122
data,1288566000000,681;18583;2122
data,1185919200000,681;9999;2122
data,1259622000000,681;1079;2123
data,1235862000000,681;14807;2123
data,1212271200000,681;17399;2123
data,1212271200000,681;8459;2123
data,1262300400000,681;1098;2124
data,1204326000000,681;187;2125
data,1272664800000,681;15135;2125
data,1235862000000,681;944;2125
data,1264978800000,681;3770;2125
data,1238536800000,681;4373;2125
data,1277935200000,681;17348;2125
data,1201820400000,681;10069;2125
data,1288566000000,681;2633;2125
data,1254348000000,681;10923;2125
data,1233442800000,682;16582;2125
data,1209592800000,682;6038;2125
data,1243807200000,682;11042;2125
data,1277935200000,683;2664;2125
data,1262300400000,683;6546;2125
data,1254348000000,683;5782;2125
data,1167606000000,683;2797;2125
data,1230764400000,683;5381;2125
data,1212271200000,683;1239;2125
data,1235862000000,683;8361;2125
data,1267398000000,683;2268;2125
data,1272664800000,683;4677;2125
data,1196463600000,683;1249;2125
data,1151704800000,683;6179;2125
data,1304596461199,683;9403;2125
data,1196463600000,683;966;2125
data,1128117600000,683;634;2125
data,1214863200000,683;5363;2125
data,1259622000000,683;3614;2125
data,1188597600000,684;11623;2125
data,1143842400000,684;13845;2125
data,1188597600000,684;2439;2125
data,1259622000000,684;16691;2125
data,1154383200000,684;16852;2125
data,1254348000000,684;618;2125
data,1272664800000,684;978;2125
data,1212271200000,684;416;2125
data,1217541600000,684;475;2126
data,1259622000000,684;4505;2126
data,1277935200000,684;502;2126
data,1246399200000,684;296;2127
data,1212271200000,684;2820;2127
data,1183240800000,685;1118;2127
data,1267398000000,685;9544;2127
data,1235862000000,685;2788;2128
data,1243807200000,685;3450;2128
data,1204326000000,685;13528;2128
data,1222812000000,685;2834;2128
data,1220220000000,685;428;2129
data,1262300400000,685;18459;2129
data,1188597600000,685;7343;2130
data,1209592800000,685;13330;2130
data,1138748400000,685;6770;2130
data,1204326000000,685;13533;2130
data,1264978800000,685;13888;2130
data,1243807200000,685;12619;2130
data,1188597600000,685;10899;2130
data,1298934000000,685;6726;2130
data,1298934000000,685;3243;2130
data,1270072800000,685;230;2130
data,1172703600000,686;5908;2130
data,1222812000000,686;3097;2130
data,1228086000000,687;1239;2130
data,1172703600000,688;15192;2130
data,1185919200000,689;12033;2130
data,1225494000000,689;12011;2130
data,1285884000000,689;11222;2131
data,1196463600000,689;11222;2131
data,1212271200000,689;12160;2131
data,1298934000000,689;8695;2131
data,1259622000000,689;3341;2131
data,1280613600000,689;2013;2132
data,1304676877420,689;7423;2133
data,1172703600000,689;1413;2134
data,1270072800000,689;1179;2134
data,1304700074616,690;15448;2134
data,1259622000000,690;5895;2134
data,1212271200000,690;6247;2134
data,1262300400000,690;2121;2134
data,1275343200000,690;1468;2134
data,1217541600000,690;763;2135
data,1251756000000,690;3697;2135
data,1172703600000,690;9466;2135
data,1293836400000,690;8550;2135
data,1298934000000,690;9516;2135
data,1298934000000,690;5118;2135
data,1235862000000,690;10035;2135
data,1246399200000,690;8479;2135
data,1170284400000,690;13849;2135
data,1262300400000,690;717;2136
data,1180648800000,690;8867;2136
data,1212271200000,690;6771;2136
data,1157061600000,690;16435;2137
data,1262300400000,690;632;2138
data,1164927600000,690;977;2139
data,1185919200000,690;7514;2139
data,1251756000000,690;8512;2139
data,1172703600000,690;1813;2139
data,1230764400000,690;7334;2139
data,1267398000000,690;6560;2140
data,1270072800000,690;3042;2140
data,1191189600000,690;896;2140
data,1225494000000,690;12612;2140
data,1267398000000,690;3770;2140
data,1298934000000,690;2351;2140
data,1280613600000,690;15446;2140
data,1270072800000,690;15498;2140
data,1277935200000,690;826;2141
data,1262300400000,690;774;2141
data,1122847200000,690;717;2141
data,1207000800000,690;16148;2141
data,1246399200000,690;2597;2141
data,1251756000000,690;14350;2141
data,1183240800000,690;7331;2141
data,1277935200000,690;16188;2141
data,1217541600000,690;486;2141
data,1275343200000,690;13215;2141
data,1222812000000,690;6336;2141
data,1259622000000,691;12620;2141
data,1296514800000,691;11034;2141
data,1296514800000,691;14144;2141
data,1259622000000,691;13994;2141
data,1164927600000,692;5838;2141
data,1270072800000,692;3341;2141
data,1285884000000,692;7903;2141
data,1275343200000,692;4369;2141
data,1285884000000,693;1186;2141
data,1264978800000,693;1988;2142
data,1257030000000,693;16447;2142
data,1220220000000,693;14951;2142
data,1272664800000,693;155;2143
data,1288566000000,693;3468;2143
data,1270072800000,693;230;2143
data,1257030000000,694;4179;2143
data,1304689044912,694;17872;2143
data,1251756000000,694;1854;2143
data,1285884000000,694;7928;2143
data,1304605865410,694;7411;2143
data,1228086000000,694;7177;2143
data,1146434400000,694;548;2143
data,1217541600000,694;612;2144
data,1293836400000,694;17289;2144
data,1172703600000,694;605;2144
data,1272664800000,694;2740;2144
data,1230764400000,694;18350;2144
data,1249077600000,694;424;2144
data,1254348000000,694;10383;2144
data,1162335600000,694;13744;2144
data,1293836400000,694;10810;2144
data,1257030000000,694;1076;2144
data,1270072800000,694;8884;2144
data,1222812000000,694;11488;2144
data,1235862000000,694;72;2145
data,1241128800000,694;6041;2145
data,1298934000000,694;1001;2145
data,1241128800000,694;3436;2145
data,1270072800000,694;5480;2145
data,1154383200000,694;6781;2145
data,1262300400000,694;4460;2145
data,1199142000000,694;9729;2145
data,1222812000000,694;16401;2145
data,1298934000000,694;1244;2146
data,1304600775404,694;5795;2146
data,1217541600000,694;1854;2146
data,1288566000000,694;12010;2146
data,1209592800000,694;3770;2146
data,1128117600000,694;199;2146
data,1304603048802,694;1118;2146
data,1267398000000,694;14807;2146
data,1270072800000,694;7833;2146
data,1288566000000,694;11155;2146
data,1293836400000,695;11461;2146
data,1212271200000,695;5639;2146
data,1196463600000,695;1110;2147
data,1283292000000,695;4047;2147
data,1251756000000,695;5838;2147
data,1204326000000,695;12792;2147
data,1235862000000,695;170;2147
data,1291158000000,696;6778;2147
data,1241128800000,696;14304;2147
data,1280613600000,696;13427;2147
data,1291158000000,696;11742;2147
data,1217541600000,696;6616;2147
data,1291158000000,696;1416;2147
data,1193871600000,697;18541;2147
data,1241128800000,697;9230;2147
data,1220220000000,697;65;2148
data,1257030000000,697;605;2148
data,1272664800000,697;1883;2149
data,1304690136908,697;1376;2150
data,1180648800000,697;10328;2150
data,1293836400000,697;13532;2150
data,1283292000000,697;14239;2150
data,1264978800000,697;3774;2150
data,1180648800000,697;8044;2150
data,1264978800000,697;5423;2150
data,1238536800000,697;15260;2150
data,1222812000000,697;2941;2150
data,1304603098744,697;13610;2150
data,1162335600000,697;230;2150
data,1259622000000,697;265;2151
data,1212271200000,697;4222;2151
data,1228086000000,697;680;2151
data,1172703600000,697;11032;2152
data,1214863200000,697;2480;2152
data,1262300400000,697;4019;2152
data,1225494000000,697;8684;2152
data,1235862000000,697;12035;2152
data,1280613600000,697;433;2152
data,1288566000000,697;15999;2152
data,1288566000000,697;15182;2152
data,1304693867211,697;17541;2152
data,1277935200000,697;10804;2152
data,1225494000000,697;3600;2152
data,1243807200000,697;11979;2152
data,1214863200000,697;14953;2152
data,1275343200000,697;2940;2152
data,1122847200000,697;1424;2152
data,1230764400000,697;2600;2153
data,1185919200000,698;997;2154
data,1172703600000,698;7903;2154
data,1272664800000,698;152;2154
data,1298934000000,698;14634;2154
data,1196463600000,698;10039;2154
data,1259622000000,698;11742;2154
data,1298934000000,698;3758;2154
data,1259622000000,698;16401;2154
data,1288566000000,698;5040;2155
data,1201820400000,698;10498;2156
data,1222812000000,698;18430;2156
data,1170284400000,698;2420;2156
data,1288566000000,698;6262;2156
data,1243807200000,698;11839;2156
data,1241128800000,698;2266;2156
data,1296514800000,698;775;2156
data,1241128800000,698;6146;2156
data,1238536800000,698;5410;2156
data,1212271200000,699;10502;2156
data,1230764400000,699;10806;2156
data,1275343200000,699;9403;2156
data,1180648800000,699;1799;2157
data,1185919200000,699;17234;2157
data,1280613600000,699;9802;2157
data,1249077600000,699;732;2157
data,1277935200000,699;2570;2158
data,1217541600000,699;18350;2158
data,1199142000000,699;602;2158
data,1230764400000,699;11547;2158
data,1209592800000,699;1803;2158
data,1267398000000,699;6539;2158
data,1288566000000,699;1675;2158
data,1233442800000,699;3074;2158
data,1264978800000,699;17192;2158
data,1296514800000,699;166;2158
data,1188597600000,699;14801;2158
data,1275343200000,699;503;2158
data,1280613600000,699;15483;2158
data,1196463600000,699;17907;2158
data,1246399200000,699;754;2159
data,1275343200000,699;12638;2159
data,1304702087053,699;8417;2159
data,1191189600000,699;16134;2159
data,1162335600000,699;4366;2159
data,1296514800000,699;12180;2159
data,1283292000000,699;3369;2159
data,1185919200000,699;17427;2159
data,1222812000000,699;15566;2159
data,1233442800000,699;15448;2159
data,1296514800000,699;3556;2159
data,1193871600000,699;15599;2159
data,1191189600000,699;1015;2159
data,1220220000000,699;10923;2159
data,1259622000000,699;4194;2160
data,1212271200000,699;990;2160
data,1285884000000,699;1411;2160
data,1291158000000,699;8790;2161
data,1249077600000,699;9347;2161
data,1157061600000,699;17234;2161
data,1304685901631,699;1239;2162
data,1154383200000,699;210;2163
data,1185919200000,699;5782;2163
data,1164927600000,699;6959;2163
data,1264978800000,699;2013;2163
data,1146434400000,699;6779;2163
data,1193871600000,699;230;2164
data,1238536800000,699;15103;2164
data,1304668664419,699;3086;2164
data,1270072800000,699;8044;2164
data,1133391600000,699;67;2165
data,1209592800000,699;11461;2165
data,1280613600000,699;690;2166
data,1259622000000,699;997;2167
data,1233442800000,699;2266;2167
data,1280613600000,699;12620;2167
data,1228086000000,699;496;2167
data,1251756000000,699;4896;2167
data,1241128800000,699;1977;2168
data,1270072800000,699;12620;2168
data,1277935200000,699;8660;2168
data,1267398000000,699;15045;2168
data,1172703600000,699;4784;2168
data,1291158000000,699;5838;2168
data,1204326000000,699;2955;2168
data,1257030000000,699;1866;2168
data,1199142000000,699;1510;2168
data,1128117600000,699;1106;2169
data,1291158000000,699;3400;2169
data,1233442800000,699;17372;2169
data,1280613600000,699;18531;2169
data,1277935200000,699;12686;2169
data,1143842400000,699;3863;2170
data,1180648800000,700;8042;2170
data,1264978800000,700;538;2170
data,1267398000000,700;10715;2170
data,1241128800000,700;8764;2170
data,1180648800000,700;1874;2170
data,1217541600000,700;6186;2170
data,1183240800000,700;18735;2170
data,1277935200000,700;7001;2170
data,1225494000000,700;10680;2170
data,1233442800000,700;4105;2170
data,1251756000000,700;6959;2170
data,1164927600000,700;8648;2170
data,1267398000000,700;3030;2170
data,1222812000000,700;2571;2170
data,1196463600000,700;6883;2170
data,1230764400000,700;15637;2170
data,1222812000000,700;2378;2170
data,1267398000000,700;7793;2170
data,1214863200000,700;11018;2170
data,1159653600000,700;15063;2170
data,1272664800000,700;10495;2170
data,1291158000000,700;8122;2170
data,1235862000000,700;4047;2170
data,1270072800000,700;5257;2170
data,1277935200000,700;510;2171
data,1285884000000,700;16113;2171
data,1291158000000,700;1377;2171
data,1193871600000,700;82;2171
data,1241128800000,700;10647;2171
data,1280613600000,700;15771;2171
data,1214863200000,700;15639;2172
data,1275343200000,700;1995;2172
data,1291158000000,701;2933;2172
data,1122847200000,701;2525;2172
data,1272664800000,701;3817;2172
data,1267398000000,701;10879;2172
data,1304672833427,701;2640;2172
data,1283292000000,701;11283;2172
data,1304695408651,701;2544;2172
data,1243807200000,701;11481;2172
data,1259622000000,701;11801;2172
data,1246399200000,701;1645;2173
data,1241128800000,701;15949;2173
data,1293836400000,701;6598;2173
data,1249077600000,701;12035;2173
data,1264978800000,701;1874;2173
data,1238536800000,701;17139;2173
data,1288566000000,701;525;2173
data,1267398000000,701;5895;2173
data,1233442800000,701;7855;2173
data,1164927600000,701;1377;2173
data,1241128800000,701;2379;2173
data,1183240800000,702;3590;2173
data,1257030000000,702;9403;2173
data,1264978800000,702;7927;2173
data,1298934000000,702;13528;2173
data,1298934000000,702;1795;2174
data,1272664800000,702;2434;2174
data,1183240800000,702;13016;2174
data,1204326000000,703;6579;2174
data,1204326000000,703;2597;2174
data,1272664800000,703;4277;2174
data,1157061600000,703;10909;2174
data,1267398000000,703;8276;2174
data,1249077600000,703;944;2174
data,1175378400000,703;472;2174
data,1235862000000,703;7889;2174
data,1196463600000,703;15839;2174
data,1191189600000,703;5217;2174
data,1238536800000,703;7941;2174
data,1238536800000,703;1274;2174
data,1304689060073,703;10252;2174
data,1304682196790,703;9433;2174
data,1154383200000,703;6634;2174
data,1277935200000,703;4835;2174
data,1204326000000,703;15135;2174
data,1214863200000,703;1645;2174
data,1196463600000,703;868;2174
data,1207000800000,703;18553;2174
data,1254348000000,703;16032;2174
data,1172703600000,703;12918;2174
data,1262300400000,703;18490;2174
data,1262300400000,703;689;2175
data,1241128800000,703;18541;2175
data,1283292000000,703;8658;2175
data,1188597600000,703;16842;2175
data,1280613600000,703;295;2176
data,1214863200000,703;8291;2176
data,1141167600000,703;4047;2176
data,1209592800000,703;7194;2176
data,1241128800000,703;8882;2176
data,1212271200000,704;17432;2176
data,1143842400000,704;159;2176
data,1277935200000,704;1151;2176
data,1285884000000,704;2449;2177
data,1225494000000,704;7619;2177
data,1188597600000,704;5728;2177
data,1193871600000,704;993;2177
data,1225494000000,705;16345;2177
data,1188597600000,705;416;2177
data,1233442800000,705;3683;2177
data,1228086000000,706;5911;2177
data,1235862000000,706;642;2177
data,1164927600000,706;1163;2177
data,1254348000000,706;1573;2177
data,1214863200000,706;8340;2177
data,1162335600000,706;8042;2177
data,1254348000000,706;10839;2177
data,1262300400000,706;14139;2177
data,1298934000000,706;5867;2177
data,1209592800000,706;13128;2177
data,1280613600000,706;2624;2177
data,1304601301141,706;4116;2177
data,1264978800000,706;1545;2177
data,1191189600000,706;4165;2177
data,1243807200000,706;7194;2177
data,1304935817339,706;990;2178
data,1254348000000,706;207;2178
data,1259622000000,706;14203;2178
data,1151704800000,706;427;2178
data,1277935200000,706;1479;2178
data,1246399200000,706;15949;2178
data,1188597600000,706;17619;2178
data,1193871600000,706;302;2178
data,1220220000000,706;7145;2178
data,1243807200000,706;12487;2178
data,1191189600000,706;3493;2178
data,1243807200000,706;15191;2178
data,1162335600000,706;1106;2178
data,1159653600000,706;10962;2178
data,1280613600000,706;15183;2178
data,1225494000000,706;10897;2178
data,1304600800596,706;3620;2178
data,1304698341543,706;316;2179
data,1298934000000,706;9032;2179
data,1267398000000,706;14476;2179
data,1196463600000,706;14851;2179
data,1264978800000,706;2569;2179
data,1241128800000,706;11054;2179
data,1243807200000,706;11164;2179
data,1193871600000,706;5170;2179
data,1201820400000,706;259;2179
data,1196463600000,706;1116;2179
data,1267398000000,706;14208;2179
data,1230764400000,706;14807;2179
data,1204326000000,706;9673;2179
data,1291158000000,706;8048;2179
data,1220220000000,706;11283;2179
data,1275343200000,706;3434;2179
data,1185919200000,706;4845;2179
data,1214863200000,706;12410;2179
data,1146434400000,706;1719;2179
data,1280613600000,706;4548;2179
data,1288566000000,706;14230;2179
data,1220220000000,706;15998;2179
data,1251756000000,706;17699;2179
data,1298934000000,706;15125;2179
data,1262300400000,706;3870;2179
data,1296514800000,706;1044;2180
data,1277935200000,706;18438;2181
data,1201820400000,706;3740;2181
data,1304612486872,706;1609;2182
data,1180648800000,706;12742;2182
data,1296514800000,706;18536;2182
data,1230764400000,706;7511;2182
data,1272664800000,706;10612;2182
data,1199142000000,706;217;2182
data,1270072800000,706;4822;2182
data,1283292000000,706;871;2182
data,1280613600000,706;2463;2182
data,1304604464545,706;6200;2182
data,1177970400000,707;17619;2182
data,1193871600000,707;13341;2182
data,1214863200000,707;6037;2182
data,1293836400000,707;6186;2182
data,1249077600000,707;6771;2182
data,1277935200000,707;11046;2182
data,1304678199928,707;11267;2182
data,1167606000000,707;1810;2183
data,1246399200000,707;18629;2183
data,1243807200000,707;1103;2184
data,1238536800000,707;1666;2184
data,1228086000000,707;2845;2184
data,1275343200000,707;18509;2184
data,1241128800000,707;8270;2184
data,1199142000000,707;2349;2184
data,1270072800000,707;1246;2185
data,1133391600000,707;18593;2185
data,1188597600000,707;11054;2185
data,1136070000000,707;1960;2185
data,1238536800000,707;1116;2186
data,1241128800000,707;10039;2186
data,1183240800000,707;5726;2186
data,1304600321313,707;10806;2186
data,1228086000000,707;1903;2186
data,1183240800000,707;6041;2186
data,1254348000000,707;17637;2186
data,1191189600000,707;901;2186
data,1254348000000,707;17534;2186
data,1259622000000,707;6070;2186
data,1217541600000,707;6792;2186
data,1283292000000,707;289;2187
data,1251756000000,707;1046;2187
data,1220220000000,707;1570;2187
data,1196463600000,707;6127;2187
data,1249077600000,707;10812;2187
data,1270072800000,707;15566;2187
data,1304596439063,707;55;2188
data,1264978800000,707;466;2189
data,1298934000000,707;441;2190
data,1233442800000,707;7796;2190
data,1262300400000,707;1351;2190
data,1233442800000,707;2829;2190
data,1262300400000,707;3056;2190
data,1193871600000,707;206;2191
data,1175378400000,707;10202;2191
data,1217541600000,707;8384;2191
data,1298934000000,707;4549;2191
data,1270072800000,707;15771;2192
data,1298934000000,707;972;2193
data,1272664800000,707;2291;2193
data,1214863200000,707;16411;2193
data,1280613600000,707;1504;2193
data,1262300400000,707;11701;2193
data,1220220000000,707;17565;2193
data,1264978800000,707;6772;2193
data,1298934000000,707;291;2193
data,1220220000000,707;1406;2193
data,1283292000000,707;2085;2193
data,1241128800000,707;166;2194
data,1293836400000,707;17534;2194
data,1262300400000,707;4505;2194
data,1222812000000,707;999;2194
data,1267398000000,707;12742;2194
data,1199142000000,707;11488;2194
data,1293836400000,707;4232;2194
data,1304603632692,708;344;2195
data,1183240800000,708;8880;2195
data,1141167600000,708;13214;2195
data,1207000800000,708;15327;2196
data,1217541600000,709;4123;2196
data,1296514800000,709;1058;2196
data,1262300400000,709;11739;2196
data,1291158000000,709;11283;2196
data,1257030000000,709;1611;2196
data,1304676927736,709;2848;2196
data,1241128800000,709;16010;2196
data,1304672880989,709;3851;2196
data,1285884000000,709;1377;2197
data,1275343200000,709;6247;2198
data,1291158000000,709;10500;2198
data,1154383200000,709;10718;2198
data,1225494000000,709;6560;2198
data,1280613600000,709;16626;2198
data,1267398000000,709;8462;2198
data,1262300400000,709;13215;2198
data,1204326000000,709;3859;2198
data,1230764400000,709;16049;2198
data,1241128800000,709;16422;2198
data,1283292000000,709;12033;2198
data,1209592800000,709;4270;2198
data,1304675870682,709;2434;2198
data,1291158000000,709;3451;2198
data,1293836400000,709;867;2198
data,1298934000000,709;6165;2198
data,1220220000000,709;9513;2198
data,1172703600000,709;2829;2198
data,1254348000000,709;2794;2198
data,1222812000000,709;9338;2199
data,1304937948881,709;1645;2199
data,1209592800000,709;6342;2199
data,1257030000000,709;1470;2200
data,1298934000000,709;18382;2200
data,1293836400000,709;230;2201
data,1175378400000,709;13854;2201
data,1251756000000,709;6743;2201
data,1193871600000,709;1411;2202
data,1196463600000,709;12777;2202
data,1235862000000,709;3085;2202
data,1220220000000,709;929;2203
data,1264978800000,709;10252;2203
data,1183240800000,709;540;2204
data,1162335600000,709;450;2204
data,1243807200000,709;18350;2204
data,1288566000000,709;2978;2204
data,1285884000000,709;14144;2204
data,1212271200000,709;13180;2204
data,1193871600000,709;59;2205
data,1170284400000,709;2134;2205
data,1228086000000,709;10825;2205
data,1270072800000,709;355;2205
data,1267398000000,709;1187;2205
data,1235862000000,709;2546;2205
data,1277935200000,709;15347;2205
data,1225494000000,709;6186;2205
data,1167606000000,709;6364;2205
data,1214863200000,709;58;2206
data,1246399200000,709;17635;2206
data,1285884000000,709;8633;2206
data,1241128800000,709;9262;2206
data,1275343200000,709;15161;2206
data,1285884000000,709;3461;2206
data,1264978800000,709;6771;2206
data,1272664800000,709;17380;2206
data,1230764400000,709;12113;2206
data,1188597600000,709;562;2207
data,1230764400000,709;166;2207
data,1264978800000,709;5606;2207
data,1214863200000,709;3708;2207
data,1164927600000,709;1411;2207
data,1183240800000,709;12718;2207
data,1283292000000,709;9810;2207
data,1241128800000,709;2554;2207
data,1214863200000,709;6835;2207
data,1193871600000,709;13123;2208
data,1204326000000,709;1180;2208
data,1209592800000,709;901;2208
data,1238536800000,709;59;2208
data,1296514800000,709;1489;2209
data,1214863200000,709;14350;2209
data,1154383200000,709;7349;2209
data,1196463600000,709;755;2209
data,1207000800000,709;4670;2209
data,1272664800000,709;4182;2209
data,1133391600000,709;3291;2209
data,1288566000000,709;8905;2209
data,1138748400000,709;8482;2209
data,1243807200000,709;3770;2209
data,1249077600000,709;5410;2209
data,1183240800000,709;1971;2209
data,1270072800000,709;8173;2209
data,1214863200000,709;11055;2209
data,1283292000000,709;3753;2209
data,1293836400000,709;4428;2209
data,1209592800000,709;1021;2209
data,1304596440312,709;1076;2210
data,1254348000000,709;1036;2210
data,1175378400000,709;14055;2210
data,1180648800000,709;4472;2210
data,1291158000000,710;14385;2210
data,1175378400000,711;10105;2210
data,1291158000000,711;3364;2210
data,1225494000000,711;2986;2210
data,1272664800000,711;3258;2210
data,1157061600000,711;4129;2211
data,1259622000000,711;5782;2211
data,1204326000000,711;1406;2211
data,1285884000000,711;1489;2212
data,1196463600000,711;228;2213
data,1285884000000,711;8512;2213
data,1199142000000,711;14203;2213
data,1220220000000,711;1874;2213
data,1228086000000,711;1239;2213
data,1283292000000,711;7407;2213
data,1212271200000,711;11891;2213
data,1277935200000,711;13050;2213
data,1246399200000,711;889;2213
data,1254348000000,711;8401;2213
data,1262300400000,711;6429;2213
data,1207000800000,711;16842;2213
data,1214863200000,711;5785;2214
data,1159653600000,711;964;2214
data,1293836400000,711;6227;2214
data,1267398000000,711;2347;2215
data,1193871600000,711;5795;2215
data,1296514800000,711;10495;2215
data,1246399200000,711;3495;2215
data,1241128800000,711;17148;2215
data,1235862000000,711;2629;2215
data,1304608279151,711;3735;2216
data,1291158000000,711;13713;2216
data,1233442800000,711;16708;2216
data,1238536800000,711;6296;2216
data,1280613600000,711;10487;2216
data,1191189600000,711;10681;2216
data,1257030000000,711;1605;2216
data,1193871600000,711;12705;2216
data,1288566000000,711;7086;2216
data,1209592800000,711;951;2216
data,1272664800000,711;13632;2216
data,1304604797472,711;140;2216
data,1285884000000,711;8014;2216
data,1207000800000,711;6253;2216
data,1291158000000,711;4681;2216
data,1238536800000,711;15498;2216
data,1264978800000,711;15974;2216
data,1217541600000,711;7383;2216
data,1228086000000,711;8429;2216
data,1207000800000,711;5637;2216
data,1199142000000,711;715;2216
data,1214863200000,711;4670;2216
data,1275343200000,711;4444;2216
data,1185919200000,711;9403;2216
data,1246399200000,711;10828;2216
data,1270072800000,711;11227;2216
data,1159653600000,711;6693;2216
data,1293836400000,711;9351;2216
data,1183240800000,711;12124;2216
data,1225494000000,711;678;2216
data,1272664800000,711;9630;2216
data,1217541600000,712;212;2216
data,1157061600000,713;11055;2217
data,1280613600000,713;6197;2217
data,1193871600000,713;5422;2217
data,1283292000000,713;2855;2217
data,1254348000000,713;1570;2217
data,1162335600000,713;962;2218
data,1238536800000,713;516;2218
data,1262300400000,713;5410;2218
data,1191189600000,713;1378;2219
data,1154383200000,713;5001;2219
data,1241128800000,713;991;2219
data,1251756000000,713;5697;2219
data,1267398000000,713;15198;2219
data,1288566000000,713;186;2219
data,1285884000000,713;6009;2220
data,1264978800000,713;16406;2220
data,1283292000000,713;18532;2220
data,1204326000000,713;5419;2220
data,1209592800000,713;540;2220
data,1293836400000,713;416;2221
data,1264978800000,713;10487;2221
data,1235862000000,713;1604;2222
data,1254348000000,713;13074;2222
data,1283292000000,713;434;2222
data,1249077600000,713;6016;2222
data,1288566000000,714;10657;2222
data,1270072800000,714;11477;2222
data,1264978800000,714;6639;2222
data,1270072800000,714;10110;2222
data,1296514800000,714;4133;2222
